"",BBK01.OEAH33V,BBK01.OEAH33V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:58,
2002-01,3.864,
2002-04,3.915,
2002-07,3.909,
2002-10,3.958,
2003-01,4.035,
2003-04,4.173,
2003-07,4.176,
2003-10,4.219,
2004-01,4.223,
2004-04,4.875,
2004-07,4.869,
2004-10,4.909,
2005-01,4.912,
2005-04,4.856,
2005-07,5.679,
2005-10,5.692,
2006-01,5.603,
2006-04,5.702,
2006-07,5.676,
2006-10,5.634,
2007-01,5.691,
2007-04,5.717,
2007-07,5.655,
2007-10,5.601,
2008-01,5.686,
2008-04,0.989,
2008-07,0.968,
2008-10,1.004,
2009-01,1.165,
2009-04,1.282,
2009-07,1.327,
2009-10,1.461,
2010-01,1.424,
2010-04,1.470,
2010-07,1.511,
2010-10,1.516,
2011-01,1.533,
2011-04,1.606,
2011-07,1.870,
2011-10,1.869,
2012-01,1.978,
2012-04,1.971,
2012-07,1.929,
2012-10,1.857,
2013-01,1.932,
2013-04,2.001,
2013-07,1.878,
2013-10,1.838,
2014-01,1.910,
2014-04,1.998,
2014-07,1.975,
