"",BBDE1.M.DE.Y.AEB1.N2C130000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C130000.F.V.I10.A_FLAGS
"",Orders received from the domestic market / At current prices / Germany / 13 Manufacture of textiles / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:41,
1991-01,239.6,
1991-02,234.9,
1991-03,236.0,
1991-04,230.6,
1991-05,225.9,
1991-06,229.8,
1991-07,223.1,
1991-08,217.8,
1991-09,214.5,
1991-10,220.3,
1991-11,218.6,
1991-12,214.0,
1992-01,224.3,
1992-02,218.0,
1992-03,206.9,
1992-04,209.3,
1992-05,205.6,
1992-06,203.7,
1992-07,197.3,
1992-08,203.4,
1992-09,203.2,
1992-10,194.8,
1992-11,195.6,
1992-12,194.5,
1993-01,200.2,
1993-02,185.8,
1993-03,189.9,
1993-04,184.6,
1993-05,188.0,
1993-06,187.0,
1993-07,185.4,
1993-08,191.4,
1993-09,190.4,
1993-10,189.5,
1993-11,183.8,
1993-12,177.6,
1994-01,186.3,
1994-02,191.1,
1994-03,182.7,
1994-04,184.0,
1994-05,173.3,
1994-06,171.1,
1994-07,172.7,
1994-08,179.8,
1994-09,178.0,
1994-10,184.3,
1994-11,182.1,
1994-12,179.6,
1995-01,176.6,
1995-02,178.1,
1995-03,175.6,
1995-04,178.5,
1995-05,178.3,
1995-06,171.6,
1995-07,174.2,
1995-08,174.1,
1995-09,171.4,
1995-10,165.9,
1995-11,166.5,
1995-12,164.0,
1996-01,163.7,
1996-02,162.2,
1996-03,168.3,
1996-04,166.4,
1996-05,169.6,
1996-06,166.5,
1996-07,159.7,
1996-08,165.2,
1996-09,163.3,
1996-10,163.2,
1996-11,166.2,
1996-12,164.3,
1997-01,162.1,
1997-02,163.6,
1997-03,166.3,
1997-04,159.2,
1997-05,160.2,
1997-06,167.2,
1997-07,166.6,
1997-08,162.1,
1997-09,157.6,
1997-10,159.0,
1997-11,158.0,
1997-12,160.4,
1998-01,164.4,
1998-02,166.2,
1998-03,161.8,
1998-04,165.3,
1998-05,164.7,
1998-06,158.9,
1998-07,163.3,
1998-08,158.4,
1998-09,157.7,
1998-10,158.8,
1998-11,155.9,
1998-12,155.4,
1999-01,153.8,
1999-02,150.0,
1999-03,147.1,
1999-04,150.7,
1999-05,145.2,
1999-06,144.3,
1999-07,145.5,
1999-08,145.6,
1999-09,147.3,
1999-10,144.4,
1999-11,144.9,
1999-12,143.7,
2000-01,141.6,
2000-02,150.6,
2000-03,146.9,
2000-04,148.6,
2000-05,154.5,
2000-06,150.3,
2000-07,152.0,
2000-08,151.9,
2000-09,154.1,
2000-10,152.7,
2000-11,151.5,
2000-12,157.2,
2001-01,152.9,
2001-02,148.4,
2001-03,147.4,
2001-04,142.0,
2001-05,147.6,
2001-06,151.5,
2001-07,140.9,
2001-08,140.6,
2001-09,138.0,
2001-10,137.2,
2001-11,137.1,
2001-12,135.8,
2002-01,130.7,
2002-02,131.7,
2002-03,135.8,
2002-04,133.1,
2002-05,128.7,
2002-06,129.6,
2002-07,126.7,
2002-08,130.8,
2002-09,127.6,
2002-10,128.4,
2002-11,129.0,
2002-12,129.9,
2003-01,129.2,
2003-02,128.4,
2003-03,129.7,
2003-04,127.4,
2003-05,124.5,
2003-06,120.7,
2003-07,130.5,
2003-08,120.5,
2003-09,119.9,
2003-10,125.5,
2003-11,117.9,
2003-12,114.2,
2004-01,120.3,
2004-02,121.5,
2004-03,120.5,
2004-04,118.7,
2004-05,118.3,
2004-06,117.7,
2004-07,122.4,
2004-08,114.8,
2004-09,117.0,
2004-10,113.3,
2004-11,113.2,
2004-12,112.5,
2005-01,112.3,
2005-02,113.5,
2005-03,111.5,
2005-04,114.1,
2005-05,110.4,
2005-06,112.1,
2005-07,111.1,
2005-08,110.0,
2005-09,108.6,
2005-10,112.9,
2005-11,109.5,
2005-12,109.9,
2006-01,111.0,
2006-02,109.4,
2006-03,110.7,
2006-04,111.3,
2006-05,114.8,
2006-06,112.5,
2006-07,115.1,
2006-08,114.7,
2006-09,112.3,
2006-10,111.7,
2006-11,116.1,
2006-12,118.8,
2007-01,115.8,
2007-02,114.2,
2007-03,114.8,
2007-04,116.5,
2007-05,119.6,
2007-06,121.3,
2007-07,116.2,
2007-08,116.9,
2007-09,115.5,
2007-10,114.8,
2007-11,114.9,
2007-12,113.3,
2008-01,116.7,
2008-02,118.0,
2008-03,112.6,
2008-04,114.2,
2008-05,109.2,
2008-06,112.5,
2008-07,106.6,
2008-08,113.4,
2008-09,101.8,
2008-10,104.4,
2008-11,97.2,
2008-12,95.9,
2009-01,89.8,
2009-02,86.9,
2009-03,86.8,
2009-04,85.3,
2009-05,87.3,
2009-06,87.9,
2009-07,88.1,
2009-08,90.1,
2009-09,91.7,
2009-10,88.7,
2009-11,90.8,
2009-12,92.0,
2010-01,93.8,
2010-02,93.1,
2010-03,95.8,
2010-04,95.5,
2010-05,99.8,
2010-06,98.6,
2010-07,101.1,
2010-08,100.4,
2010-09,103.5,
2010-10,105.3,
2010-11,104.0,
2010-12,102.8,
2011-01,102.4,
2011-02,102.5,
2011-03,105.8,
2011-04,104.0,
2011-05,102.8,
2011-06,101.7,
2011-07,103.8,
2011-08,102.1,
2011-09,102.0,
2011-10,99.3,
2011-11,99.0,
2011-12,100.1,
2012-01,95.7,
2012-02,93.2,
2012-03,96.6,
2012-04,97.4,
2012-05,98.9,
2012-06,98.2,
2012-07,97.1,
2012-08,95.2,
2012-09,93.6,
2012-10,93.3,
2012-11,91.6,
2012-12,90.5,
2013-01,94.0,
2013-02,93.1,
2013-03,94.5,
2013-04,93.7,
2013-05,93.6,
2013-06,95.2,
2013-07,95.7,
2013-08,97.7,
2013-09,91.0,
2013-10,94.5,
2013-11,96.8,
2013-12,91.2,
2014-01,101.0,
2014-02,98.5,
2014-03,95.0,
2014-04,98.8,
2014-05,96.6,
2014-06,97.4,
2014-07,99.1,
2014-08,99.8,
2014-09,92.5,
2014-10,99.4,
2014-11,95.1,
2014-12,94.4,Provisional value
