"",BBDE1.M.DE.Y.AEB5.N2C170000.F.V.I10.A,BBDE1.M.DE.Y.AEB5.N2C170000.F.V.I10.A_FLAGS
"",Orders received from abroad / At current prices / Germany / 17 Manufacture of paper and paper products / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:53,
1991-01,45.6,
1991-02,44.8,
1991-03,43.9,
1991-04,45.7,
1991-05,44.5,
1991-06,44.9,
1991-07,45.5,
1991-08,42.9,
1991-09,44.2,
1991-10,46.2,
1991-11,44.7,
1991-12,44.2,
1992-01,45.5,
1992-02,44.8,
1992-03,45.1,
1992-04,42.9,
1992-05,44.6,
1992-06,43.4,
1992-07,42.5,
1992-08,43.3,
1992-09,42.5,
1992-10,42.0,
1992-11,43.1,
1992-12,39.9,
1993-01,40.7,
1993-02,39.8,
1993-03,40.5,
1993-04,40.1,
1993-05,38.7,
1993-06,41.8,
1993-07,40.8,
1993-08,42.8,
1993-09,37.9,
1993-10,39.9,
1993-11,41.6,
1993-12,44.6,
1994-01,43.2,
1994-02,45.1,
1994-03,45.6,
1994-04,46.2,
1994-05,46.8,
1994-06,46.3,
1994-07,46.5,
1994-08,50.2,
1994-09,52.6,
1994-10,52.1,
1994-11,53.5,
1994-12,59.5,
1995-01,54.7,
1995-02,59.6,
1995-03,57.6,
1995-04,60.4,
1995-05,57.6,
1995-06,58.2,
1995-07,53.9,
1995-08,49.8,
1995-09,53.3,
1995-10,54.5,
1995-11,52.3,
1995-12,51.5,
1996-01,53.0,
1996-02,50.9,
1996-03,53.7,
1996-04,52.1,
1996-05,55.7,
1996-06,54.0,
1996-07,56.8,
1996-08,56.7,
1996-09,60.5,
1996-10,60.8,
1996-11,56.2,
1996-12,57.1,
1997-01,61.3,
1997-02,62.8,
1997-03,61.8,
1997-04,58.5,
1997-05,59.5,
1997-06,60.9,
1997-07,62.9,
1997-08,64.4,
1997-09,64.5,
1997-10,65.8,
1997-11,63.7,
1997-12,66.4,
1998-01,66.0,
1998-02,60.9,
1998-03,59.0,
1998-04,61.2,
1998-05,57.6,
1998-06,61.8,
1998-07,59.9,
1998-08,60.6,
1998-09,55.3,
1998-10,54.3,
1998-11,56.5,
1998-12,55.5,
1999-01,58.1,
1999-02,59.4,
1999-03,62.2,
1999-04,61.2,
1999-05,62.1,
1999-06,61.7,
1999-07,66.2,
1999-08,69.7,
1999-09,66.5,
1999-10,65.3,
1999-11,68.3,
1999-12,66.8,
2000-01,67.5,
2000-02,70.5,
2000-03,74.1,
2000-04,78.7,
2000-05,76.9,
2000-06,79.6,
2000-07,77.4,
2000-08,76.4,
2000-09,75.8,
2000-10,79.6,
2000-11,76.9,
2000-12,79.2,
2001-01,75.9,
2001-02,74.6,
2001-03,72.7,
2001-04,72.8,
2001-05,75.9,
2001-06,75.5,
2001-07,72.2,
2001-08,77.9,
2001-09,78.4,
2001-10,79.5,
2001-11,81.4,
2001-12,82.0,
2002-01,77.8,
2002-02,80.2,
2002-03,81.9,
2002-04,81.3,
2002-05,83.7,
2002-06,81.0,
2002-07,82.2,
2002-08,79.8,
2002-09,84.3,
2002-10,82.6,
2002-11,81.3,
2002-12,82.8,
2003-01,81.5,
2003-02,81.6,
2003-03,80.0,
2003-04,81.0,
2003-05,76.3,
2003-06,73.5,
2003-07,77.9,
2003-08,79.7,
2003-09,78.8,
2003-10,79.4,
2003-11,79.3,
2003-12,82.6,
2004-01,79.2,
2004-02,80.5,
2004-03,78.5,
2004-04,81.6,
2004-05,82.6,
2004-06,82.5,
2004-07,84.3,
2004-08,82.0,
2004-09,84.2,
2004-10,81.1,
2004-11,82.6,
2004-12,83.2,
2005-01,83.5,
2005-02,82.1,
2005-03,82.6,
2005-04,81.0,
2005-05,89.3,
2005-06,90.1,
2005-07,84.7,
2005-08,85.9,
2005-09,85.5,
2005-10,87.2,
2005-11,91.1,
2005-12,98.4,
2006-01,87.8,
2006-02,87.1,
2006-03,94.3,
2006-04,95.6,
2006-05,93.2,
2006-06,95.2,
2006-07,93.9,
2006-08,93.6,
2006-09,96.1,
2006-10,100.0,
2006-11,100.1,
2006-12,97.1,
2007-01,103.5,
2007-02,104.9,
2007-03,103.5,
2007-04,101.8,
2007-05,103.2,
2007-06,106.2,
2007-07,106.1,
2007-08,106.6,
2007-09,105.5,
2007-10,107.3,
2007-11,107.7,
2007-12,102.0,
2008-01,108.8,
2008-02,103.8,
2008-03,106.1,
2008-04,101.1,
2008-05,100.6,
2008-06,105.9,
2008-07,98.7,
2008-08,104.3,
2008-09,98.8,
2008-10,99.8,
2008-11,92.2,
2008-12,92.1,
2009-01,81.8,
2009-02,79.2,
2009-03,79.4,
2009-04,83.2,
2009-05,89.9,
2009-06,84.8,
2009-07,88.8,
2009-08,88.8,
2009-09,92.6,
2009-10,91.3,
2009-11,90.2,
2009-12,92.3,
2010-01,92.0,
2010-02,93.5,
2010-03,98.9,
2010-04,100.9,
2010-05,104.4,
2010-06,101.9,
2010-07,100.5,
2010-08,103.5,
2010-09,98.3,
2010-10,98.3,
2010-11,97.5,
2010-12,105.4,
2011-01,101.5,
2011-02,102.9,
2011-03,104.0,
2011-04,103.0,
2011-05,102.1,
2011-06,103.4,
2011-07,101.7,
2011-08,98.4,
2011-09,101.1,
2011-10,98.7,
2011-11,99.7,
2011-12,102.4,
2012-01,98.2,
2012-02,100.5,
2012-03,102.9,
2012-04,104.1,
2012-05,103.5,
2012-06,100.1,
2012-07,105.9,
2012-08,102.9,
2012-09,104.6,
2012-10,101.5,
2012-11,102.0,
2012-12,97.1,
2013-01,101.0,
2013-02,100.7,
2013-03,100.6,
2013-04,99.9,
2013-05,104.3,
2013-06,100.8,
2013-07,105.7,
2013-08,101.3,
2013-09,102.6,
2013-10,105.9,
2013-11,105.5,
2013-12,102.3,
2014-01,101.8,
2014-02,101.7,
2014-03,100.4,
2014-04,102.3,
2014-05,96.3,
2014-06,100.7,
2014-07,100.2,
2014-08,97.3,
2014-09,96.9,
2014-10,96.6,
2014-11,100.3,
2014-12,104.4,Provisional value
