"",BBK01.OUD102,BBK01.OUD102_FLAGS
"",Balances and loans to domestic banks (MFIs) / short-term / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:45:18,
1958-12,0.898,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.881,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.935,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,1.035,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,1.267,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,1.112,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,1.345,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,1.079,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,1.490,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,1.122,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,1.725,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,1.363,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,2.117,
1965-01,1.824,
1965-02,1.488,
1965-03,1.470,
1965-04,1.522,
1965-05,1.522,
1965-06,1.452,
1965-07,1.497,
1965-08,1.632,
1965-09,1.599,
1965-10,1.677,
1965-11,1.767,
1965-12,1.934,
1966-01,1.666,
1966-02,1.571,
1966-03,1.535,
1966-04,1.546,
1966-05,1.611,
1966-06,1.555,
1966-07,1.565,
1966-08,1.650,
1966-09,1.793,
1966-10,1.834,
1966-11,1.899,
1966-12,2.281,
1967-01,2.010,
1967-02,2.032,
1967-03,2.140,
1967-04,2.127,
1967-05,2.089,
1967-06,2.230,
1967-07,2.277,
1967-08,2.436,
1967-09,2.571,
1967-10,2.829,
1967-11,3.073,
1967-12,3.305,
1968-01,2.890,
1968-02,2.860,
1968-03,2.901,
1968-04,3.001,
1968-05,2.961,
1968-06,2.867,
1968-07,2.950,
1968-08,2.964,
1968-09,3.047,
1968-10,3.283,
1968-11,3.621,
1968-12,3.743,
1969-01,3.527,
1969-02,3.110,
1969-03,3.318,
1969-04,3.383,
1969-05,3.885,
1969-06,3.810,
1969-07,3.391,
1969-08,3.285,
1969-09,4.004,
1969-10,3.472,
1969-11,3.534,
1969-12,3.918,
1970-01,3.683,
1970-02,3.863,
1970-03,3.515,
1970-04,3.684,
1970-05,3.786,
1970-06,3.856,
1970-07,3.955,
1970-08,4.259,
1970-09,4.117,
1970-10,4.509,
1970-11,4.811,
1970-12,5.447,
1971-01,4.473,
1971-02,4.407,
1971-03,4.658,
1971-04,4.561,
1971-05,4.963,
1971-06,4.859,
1971-07,4.547,
1971-08,5.014,
1971-09,5.323,
1971-10,5.068,
1971-11,5.416,
1971-12,6.437,
1972-01,5.575,
1972-02,5.341,
1972-03,6.164,
1972-04,6.065,
1972-05,6.426,
1972-06,6.876,
1972-07,7.094,
1972-08,7.068,
1972-09,7.147,
1972-10,6.414,
1972-11,7.414,
1972-12,8.325,
1973-01,7.859,
1973-02,8.766,
1973-03,7.677,
1973-04,7.643,
1973-05,8.673,
1973-06,9.252,
1973-07,8.573,
1973-08,8.895,
1973-09,9.269,
1973-10,9.548,
1973-11,9.329,
1973-12,10.110,
1974-01,9.474,
1974-02,9.367,
1974-03,9.236,
1974-04,9.458,
1974-05,9.104,
1974-06,9.376,
1974-07,8.975,
1974-08,8.376,
1974-09,9.014,
1974-10,9.128,
1974-11,9.633,
1974-12,10.908,
1975-01,9.620,
1975-02,9.656,
1975-03,9.524,
1975-04,8.846,
1975-05,9.268,
1975-06,9.080,
1975-07,9.106,
1975-08,9.784,
1975-09,9.989,
1975-10,10.481,
1975-11,10.899,
1975-12,11.471,
1976-01,11.128,
1976-02,10.511,
1976-03,10.488,
1976-04,10.445,
1976-05,9.946,
1976-06,10.209,
1976-07,9.883,
1976-08,9.817,
1976-09,10.489,
1976-10,10.730,
1976-11,10.880,
1976-12,11.948,
1977-01,10.778,
1977-02,10.758,
1977-03,10.711,
1977-04,10.783,
1977-05,10.331,
1977-06,11.247,
1977-07,11.045,
1977-08,11.678,
1977-09,12.629,
1977-10,12.095,
1977-11,13.649,
1977-12,14.294,
1978-01,13.031,
1978-02,12.603,
1978-03,12.862,
1978-04,12.777,
1978-05,13.287,
1978-06,13.362,
1978-07,13.681,
1978-08,14.376,
1978-09,14.904,
1978-10,14.958,
1978-11,16.314,
1978-12,16.909,
1979-01,14.975,
1979-02,14.426,
1979-03,13.549,
1979-04,13.722,
1979-05,13.997,
1979-06,14.822,
1979-07,14.364,
1979-08,13.353,
1979-09,14.678,
1979-10,14.041,
1979-11,17.199,
1979-12,17.609,
1980-01,16.549,
1980-02,14.742,
1980-03,15.978,
1980-04,14.460,
1980-05,14.448,
1980-06,15.299,
1980-07,13.399,
1980-08,12.819,
1980-09,13.947,
1980-10,14.203,
1980-11,14.876,
1980-12,15.798,
1981-01,15.746,
1981-02,13.707,
1981-03,14.903,
1981-04,14.478,
1981-05,15.059,
1981-06,14.549,
1981-07,14.475,
1981-08,14.038,
1981-09,13.726,
1981-10,13.672,
1981-11,14.796,
1981-12,14.587,
1982-01,13.781,
1982-02,13.972,
1982-03,15.161,
1982-04,14.158,
1982-05,13.178,
1982-06,14.933,
1982-07,15.079,
1982-08,14.194,
1982-09,14.003,
1982-10,14.807,
1982-11,15.514,
1982-12,15.148,
1983-01,14.529,
1983-02,14.386,
1983-03,14.632,
1983-04,14.322,
1983-05,14.740,
1983-06,15.136,
1983-07,15.637,
1983-08,14.602,
1983-09,14.956,
1983-10,15.397,
1983-11,15.271,
1983-12,15.081,
1984-01,16.098,
1984-02,15.337,
1984-03,15.460,
1984-04,15.673,
1984-05,15.603,
1984-06,15.728,
1984-07,16.851,
1984-08,17.411,
1984-09,16.621,
1984-10,16.698,
1984-11,16.918,
1984-12,15.920,
1985-01,14.757,
1985-02,15.028,
1985-03,15.142,
1985-04,15.428,
1985-05,14.071,
1985-06,14.382,
1985-07,14.666,
1985-08,13.443,
1985-09,14.174,
1985-10,16.092,
1985-11,15.439,
1985-12,16.227,
1986-01,16.389,
1986-02,14.736,
1986-03,14.896,
1986-04,15.132,
1986-05,14.963,
1986-06,12.772,
1986-07,13.209,
1986-08,14.303,
1986-09,12.642,
1986-10,13.489,
1986-11,15.102,
1986-12,15.105,
1987-01,15.929,
1987-02,14.631,
1987-03,14.740,
1987-04,13.991,
1987-05,13.783,
1987-06,14.866,
1987-07,13.421,
1987-08,13.933,
1987-09,14.375,
1987-10,15.345,
1987-11,15.302,
1987-12,15.440,
1988-01,17.280,
1988-02,16.386,
1988-03,15.788,
1988-04,17.056,
1988-05,15.986,
1988-06,15.307,
1988-07,15.357,
1988-08,15.173,
1988-09,15.188,
1988-10,17.551,
1988-11,15.801,
1988-12,14.944,
1989-01,15.630,
1989-02,15.783,
1989-03,15.488,
1989-04,16.913,
1989-05,15.069,
1989-06,15.673,
1989-07,15.409,
1989-08,15.304,
1989-09,15.792,
1989-10,16.324,
1989-11,16.904,
1989-12,16.508,
1990-01,17.087,
1990-02,17.038,
1990-03,18.408,
1990-04,16.364,
1990-05,15.503,
1990-06,38.915,
1990-07,39.262,
1990-08,39.551,
1990-09,38.613,
1990-10,35.382,
1990-11,36.854,
1990-12,34.774,
1991-01,29.836,
1991-02,29.079,
1991-03,26.373,
1991-04,24.391,
1991-05,25.040,
1991-06,24.124,
1991-07,20.186,
1991-08,19.576,
1991-09,18.364,
1991-10,17.735,
1991-11,18.171,
1991-12,18.127,
1992-01,18.420,
1992-02,18.469,
1992-03,18.231,
1992-04,18.143,
1992-05,17.731,
1992-06,18.367,
1992-07,17.285,
1992-08,17.639,
1992-09,21.875,
1992-10,21.685,
1992-11,22.532,
1992-12,20.795,
1993-01,20.814,
1993-02,20.792,
1993-03,21.537,
1993-04,23.512,
1993-05,22.356,
1993-06,24.291,
1993-07,23.191,
1993-08,23.181,
1993-09,23.226,
1993-10,24.818,
1993-11,25.283,
1993-12,26.012,
1994-01,28.874,
1994-02,24.909,
1994-03,27.269,
1994-04,27.293,
1994-05,27.864,
1994-06,29.042,
1994-07,27.380,
1994-08,25.219,
1994-09,28.098,
1994-10,27.049,
1994-11,27.698,
1994-12,29.106,
1995-01,28.953,
1995-02,30.054,
1995-03,32.526,
1995-04,31.676,
1995-05,32.179,
1995-06,33.180,
1995-07,28.793,
1995-08,30.335,
1995-09,29.576,
1995-10,29.423,
1995-11,31.865,
1995-12,31.240,
1996-01,31.752,
1996-02,35.891,
1996-03,34.210,
1996-04,34.928,
1996-05,35.058,
1996-06,35.276,
1996-07,36.158,
1996-08,35.520,
1996-09,36.263,
1996-10,37.882,
1996-11,43.032,
1996-12,40.762,
1997-01,43.064,
1997-02,44.388,
1997-03,42.519,
1997-04,45.596,
1997-05,48.144,
1997-06,48.147,
1997-07,50.276,
1997-08,47.154,
1997-09,43.547,
1997-10,47.601,
1997-11,48.933,
1997-12,46.956,
1998-01,47.351,
1998-02,49.474,
1998-03,50.379,
1998-04,48.101,
1998-05,52.801,
1998-06,57.715,
1998-07,55.385,
1998-08,58.346,
1998-09,52.182,
1998-10,60.023,
1998-11,61.063,
1998-12,55.185,
1999-01,65.341,
