"",BBK01.QU1077,BBK01.QU1077_FLAGS
"","Banks in Germany: Claims on non-residents, total / Brazil / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:19:52,
1982-06,2.065,
1982-07,2.139,
1982-08,2.228,
1982-09,2.232,
1982-10,2.204,
1982-11,2.237,
1982-12,2.220,
1983-01,2.187,
1983-02,2.265,
1983-03,2.292,
1983-04,2.338,
1983-05,2.322,
1983-06,2.491,
1983-07,2.537,
1983-08,2.551,
1983-09,2.535,
1983-10,2.547,
1983-11,2.563,
1983-12,2.671,
1984-01,2.686,
1984-02,2.588,
1984-03,2.658,
1984-04,2.675,
1984-05,2.667,
1984-06,2.855,
1984-07,2.942,
1984-08,3.018,
1984-09,3.058,
1984-10,3.028,
1984-11,3.022,
1984-12,3.181,
1985-01,3.245,
1985-02,3.237,
1985-03,3.269,
1985-04,3.285,
1985-05,3.214,
1985-06,3.278,
1985-07,3.274,
1985-08,3.315,
1985-09,3.322,
1985-10,3.331,
1985-11,3.399,
1985-12,3.700,
1986-01,3.770,
1986-02,3.736,
1986-03,3.706,
1986-04,3.676,
1986-05,3.722,
1986-06,3.797,
1986-07,3.833,
1986-08,3.800,
1986-09,3.811,
1986-10,3.834,
1986-11,3.824,
1986-12,3.895,
1987-01,3.931,
1987-02,3.944,
1987-03,3.931,
1987-04,3.883,
1987-05,3.891,
1987-06,3.943,
1987-07,4.020,
1987-08,4.046,
1987-09,3.841,
1987-10,3.801,
1987-11,3.812,
1987-12,3.875,
1988-01,3.949,
1988-02,3.943,
1988-03,3.935,
1988-04,3.942,
1988-05,3.945,
1988-06,3.986,
1988-07,4.089,
1988-08,4.160,
1988-09,4.201,
1988-10,4.154,
1988-11,4.196,
1988-12,4.186,
1989-01,4.308,
1989-02,4.330,
1989-03,4.384,
1989-04,4.307,
1989-05,4.311,
1989-06,4.228,
1989-07,4.154,
1989-08,4.187,
1989-09,4.174,
1989-10,4.168,
1989-11,4.289,
1989-12,4.247,
1990-01,4.342,
1990-02,4.381,
1990-03,4.283,
1990-04,4.290,
1990-05,4.240,
1990-06,4.418,
1990-07,4.376,
1990-08,4.365,
1990-09,4.366,
1990-10,4.364,
1990-11,4.359,
1990-12,4.322,
1991-01,4.365,
1991-02,4.408,
1991-03,4.513,
1991-04,4.529,
1991-05,4.510,
1991-06,4.613,
1991-07,4.535,
1991-08,4.542,
1991-09,4.489,
1991-10,4.504,
1991-11,4.475,
1991-12,4.448,
1992-01,4.506,
1992-02,4.568,
1992-03,4.571,
1992-04,4.649,
1992-05,4.642,
1992-06,4.649,
1992-07,4.458,
1992-08,4.452,
1992-09,4.440,
1992-10,4.561,
1992-11,4.580,
1992-12,4.626,
1993-01,4.696,
1993-02,4.710,
1993-03,4.688,
1993-04,4.602,
1993-05,4.660,
1993-06,4.639,
1993-07,4.666,
1993-08,4.629,
1993-09,4.112,
1993-10,4.165,
1993-11,4.218,
1993-12,4.173,
1994-01,4.207,
1994-02,4.246,
1994-03,4.262,
1994-04,4.145,
1994-05,3.912,
1994-06,3.999,
1994-07,4.014,
1994-08,3.973,
1994-09,3.910,
1994-10,3.951,
1994-11,4.083,
1994-12,3.971,
1995-01,3.941,
1995-02,3.868,
1995-03,3.890,
1995-04,3.885,
1995-05,3.891,
1995-06,4.219,
1995-07,4.278,
1995-08,4.401,
1995-09,4.296,
1995-10,4.323,
1995-11,4.442,
1995-12,4.463,
1996-01,4.564,
1996-02,4.574,
1996-03,4.675,
1996-04,4.829,
1996-05,4.877,
1996-06,4.922,
1996-07,4.832,
1996-08,4.700,
1996-09,4.702,
1996-10,4.708,
1996-11,4.836,
1996-12,5.010,
1997-01,5.069,
1997-02,5.279,
1997-03,5.175,
1997-04,5.064,
1997-05,5.011,
1997-06,5.027,
1997-07,5.557,
1997-08,5.505,
1997-09,5.527,
1997-10,5.643,
1997-11,5.720,
1997-12,5.882,
1998-01,5.832,
1998-02,5.856,
1998-03,6.326,
1998-04,6.263,
1998-05,6.404,
1998-06,6.441,
1998-07,6.316,
1998-08,6.234,
1998-09,5.944,
1998-10,5.642,
1998-11,5.639,
1998-12,5.359,
1999-01,5.304,
1999-02,5.221,
1999-03,5.230,
1999-04,5.186,
1999-05,5.104,
1999-06,5.015,
1999-07,4.806,
1999-08,4.747,
1999-09,4.771,
1999-10,4.876,
1999-11,5.075,
1999-12,5.264,
2000-01,5.363,
2000-02,5.499,
2000-03,5.431,
2000-04,5.724,
2000-05,5.909,
2000-06,5.839,
2000-07,5.938,
2000-08,6.066,
2000-09,5.821,
2000-10,5.982,
2000-11,6.093,
2000-12,6.110,
2001-01,6.247,
2001-02,6.131,
2001-03,6.285,
2001-04,6.573,
2001-05,6.703,
2001-06,7.078,
2001-07,6.916,
2001-08,6.574,
2001-09,6.965,
2001-10,6.334,
2001-11,6.760,
2001-12,6.985,
2002-01,7.558,
2002-02,7.548,
2002-03,7.511,
2002-04,7.021,
2002-05,7.224,
2002-06,6.821,
2002-07,7.539,
