"",BBK01.OEAA13I,BBK01.OEAA13I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:16:10,
2002-01,99.696,
2002-04,103.708,
2002-07,98.723,
2002-10,96.846,
2003-01,94.663,
2003-04,85.847,
2003-07,83.568,
2003-10,80.504,
2004-01,79.995,
2004-04,79.829,
2004-07,79.703,
2004-10,79.571,
2005-01,82.952,
2005-04,83.415,
2005-07,83.993,
2005-10,85.457,
2006-01,83.933,
2006-04,84.691,
2006-07,94.222,
2006-10,94.555,
2007-01,94.042,
2007-04,95.219,
2007-07,94.930,
2007-10,94.339,
2008-01,95.334,
2008-04,98.282,
2008-07,99.328,
2008-10,100.682,
2009-01,100.675,
2009-04,105.374,
2009-07,117.975,
2009-10,118.285,
2010-01,117.982,
2010-04,117.653,
2010-07,118.794,
2010-10,118.862,
2011-01,120.604,
2011-04,119.884,
2011-07,118.423,
2011-10,118.802,
2012-01,118.990,
2012-04,119.514,
2012-07,118.724,
2012-10,118.599,
2013-01,116.874,
2013-04,118.269,
2013-07,117.491,
2013-10,117.510,
2014-01,116.802,
2014-04,116.221,
2014-07,116.106,
