"",BBK01.OEAH19N,BBK01.OEAH19N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:18,
2002-01,61.014,
2002-04,61.154,
2002-07,61.871,
2002-10,62.846,
2003-01,65.177,
2003-04,65.795,
2003-07,67.340,
2003-10,61.818,
2004-01,62.826,
2004-04,66.493,
2004-07,68.268,
2004-10,60.369,
2005-01,65.220,
2005-04,66.343,
2005-07,66.846,
2005-10,69.596,
2006-01,72.783,
2006-04,77.134,
2006-07,81.115,
2006-10,84.839,
2007-01,87.840,
2007-04,91.431,
2007-07,93.855,
2007-10,95.816,
2008-01,98.149,
2008-04,100.094,
2008-07,94.130,
2008-10,95.091,
2009-01,97.474,
2009-04,99.914,
2009-07,100.495,
2009-10,100.398,
2010-01,102.893,
2010-04,98.970,
2010-07,98.275,
2010-10,97.929,
2011-01,97.828,
2011-04,98.251,
2011-07,98.737,
2011-10,100.074,
2012-01,100.555,
2012-04,99.404,
2012-07,98.461,
2012-10,95.070,
2013-01,97.901,
2013-04,97.669,
2013-07,94.518,
2013-10,95.004,
2014-01,92.872,
2014-04,90.331,
2014-07,92.353,
