"",BBK01.OEAH22G,BBK01.OEAH22G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:13,
2002-01,13.388,
2002-04,13.366,
2002-07,13.368,
2002-10,13.132,
2003-01,12.814,
2003-04,12.607,
2003-07,12.262,
2003-10,12.138,
2004-01,11.583,
2004-04,11.367,
2004-07,11.252,
2004-10,11.229,
2005-01,10.919,
2005-04,10.882,
2005-07,10.637,
2005-10,10.835,
2006-01,10.868,
2006-04,10.925,
2006-07,11.137,
2006-10,11.562,
2007-01,11.754,
2007-04,12.206,
2007-07,12.968,
2007-10,14.052,
2008-01,14.693,
2008-04,15.363,
2008-07,15.940,
2008-10,18.011,
2009-01,17.569,
2009-04,16.102,
2009-07,14.719,
2009-10,13.826,
2010-01,12.897,
2010-04,12.465,
2010-07,12.283,
2010-10,12.536,
2011-01,12.418,
2011-04,12.947,
2011-07,13.159,
2011-10,13.918,
2012-01,13.461,
2012-04,12.930,
2012-07,12.179,
2012-10,11.650,
2013-01,10.811,
2013-04,9.871,
2013-07,9.320,
2013-10,9.274,
2014-01,8.664,
2014-04,7.925,
2014-07,7.378,
