"",BBK01.OEAH27H,BBK01.OEAH27H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:53,
2002-01,18.847,
2002-04,18.555,
2002-07,18.272,
2002-10,18.009,
2003-01,16.798,
2003-04,15.732,
2003-07,14.906,
2003-10,15.406,
2004-01,14.967,
2004-04,14.764,
2004-07,15.090,
2004-10,15.863,
2005-01,16.175,
2005-04,16.014,
2005-07,15.368,
2005-10,15.409,
2006-01,15.272,
2006-04,15.547,
2006-07,16.015,
2006-10,17.022,
2007-01,17.442,
2007-04,17.471,
2007-07,17.567,
2007-10,18.096,
2008-01,17.379,
2008-04,16.402,
2008-07,15.539,
2008-10,16.283,
2009-01,17.382,
2009-04,18.701,
2009-07,19.980,
2009-10,20.862,
2010-01,20.131,
2010-04,18.635,
2010-07,17.242,
2010-10,17.031,
2011-01,17.026,
2011-04,17.290,
2011-07,17.157,
2011-10,16.609,
2012-01,15.482,
2012-04,14.643,
2012-07,13.870,
2012-10,13.373,
2013-01,12.864,
2013-04,12.039,
2013-07,11.594,
2013-10,12.001,
2014-01,12.362,
2014-04,12.600,
2014-07,12.995,
