"",BBK01.BQ2110,BBK01.BQ2110_FLAGS
"",Budgetary position of social security funds (Germany as a whole) - total revenue,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:10,
1991-01,62299,
1991-04,65404,
1991-07,64911,
1991-10,71257,
1992-01,70887,
1992-04,74041,
1992-07,78406,
1992-10,85301,
1993-01,79905,
1993-04,83288,
1993-07,84403,
1993-10,90385,
1994-01,84528,
1994-04,87838,
1994-07,87792,
1994-10,94460,
1995-01,89491,
1995-04,91196,
1995-07,92185,
1995-10,101205,
1996-01,94353,
1996-04,96763,
1996-07,97033,
1996-10,106500,
1997-01,99241,
1997-04,101083,
1997-07,100284,
1997-10,107549,
1998-01,100329,
1998-04,102321,
1998-07,102932,
1998-10,109972,
1999-01,103456,
1999-04,105922,
1999-07,106733,
1999-10,113014,
2000-01,106379,
2000-04,106785,
2000-07,107595,
2000-10,113466,
2001-01,108818,
2001-04,110111,
2001-07,109584,
2001-10,115088,
2002-01,111292,
2002-04,113021,
2002-07,113075,
2002-10,119252,
2003-01,116305,
2003-04,115523,
2003-07,115058,
2003-10,118950,Provisional value
2004-01,116388,Provisional value
2004-04,115795,Provisional value
2004-07,113966,Provisional value
2004-10,121574,Provisional value
2005-01,117114,Provisional value
2005-04,117317,Provisional value
2005-07,114063,Provisional value
2005-10,118097,Provisional value
2006-01,120472,Provisional value
2006-04,122158,Provisional value
2006-07,116967,Provisional value
2006-10,127187,Provisional value
2007-01,112223,Provisional value
2007-04,119034,Provisional value
2007-07,116186,Provisional value
2007-10,126870,Provisional value
2008-01,114088,Provisional value
2008-04,120585,Provisional value
2008-07,118615,Provisional value
2008-10,130405,Provisional value
2009-01,117936,Provisional value
2009-04,120484,Provisional value
2009-07,120136,Provisional value
2009-10,132270,Provisional value
2010-01,123589,Provisional value
2010-04,128161,Provisional value
2010-07,124655,Provisional value
2010-10,133287,Provisional value
2011-01,127342,Provisional value
2011-04,130273,Provisional value
2011-07,127854,Provisional value
2011-10,140096,Provisional value
2012-01,129149,Provisional value
2012-04,132151,Provisional value
2012-07,130224,Provisional value
2012-10,143353,Provisional value
2013-01,128538,Provisional value
2013-04,133140,Provisional value
2013-07,131587,Provisional value
2013-10,142744,Provisional value
2014-01,132819,Provisional value
2014-04,136388,Provisional value
"",General: For Germany as a whole (excluding supplementary pension funds for public sector employees),
