"",BBK01.PC3259,BBK01.PC3259_FLAGS
"",Lending to domestic non-profit institutions / Total / Building and loan asscociations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:28:03,
1999-01,0.144,
1999-04,0.136,
1999-07,0.136,
1999-10,0.122,
2000-01,0.129,
2000-04,0.122,
2000-07,0.127,
2000-10,0.130,
2001-01,0.140,
2001-04,0.138,
2001-07,0.140,
2001-10,0.140,
2002-01,0.140,
2002-04,0.136,
2002-07,0.139,
2002-10,0.150,
2003-01,0.142,
2003-04,0.144,
2003-07,0.138,
2003-10,0.139,
2004-01,0.137,
2004-04,0.131,
2004-07,0.136,
2004-10,0.135,
2005-01,0.117,
2005-04,0.147,
2005-07,0.137,
2005-10,0.132,
2006-01,0.119,
2006-04,0.116,
2006-07,0.120,
2006-10,0.120,
2007-01,0.120,
2007-04,0.114,
2007-07,0.116,
2007-10,0.113,
2008-01,0.113,
2008-04,0.109,
2008-07,0.110,
2008-10,0.109,
2009-01,0.111,
2009-04,0.101,
2009-07,0.102,
2009-10,0.100,
2010-01,0.100,
2010-04,0.104,
2010-07,0.108,
2010-10,0.109,
2011-01,0.109,
2011-04,0.109,
2011-07,0.111,
2011-10,0.113,
2012-01,0.111,
2012-04,0.112,
2012-07,0.115,
2012-10,0.111,
2013-01,0.107,
2013-04,0.106,
2013-07,0.105,
2013-10,0.111,
2014-01,0.105,
2014-04,0.104,
2014-07,0.098,
2014-10,0.087,
