"",BBK01.OEAA13R,BBK01.OEAA13R_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:19:37,
2002-01,16.318,
2002-04,16.351,
2002-07,16.472,
2002-10,16.795,
2003-01,16.956,
2003-04,16.947,
2003-07,16.945,
2003-10,16.901,
2004-01,16.926,
2004-04,16.880,
2004-07,16.806,
2004-10,16.809,
2005-01,17.527,
2005-04,17.478,
2005-07,17.478,
2005-10,17.355,
2006-01,17.303,
2006-04,17.456,
2006-07,17.561,
2006-10,17.569,
2007-01,17.024,
2007-04,16.759,
2007-07,16.735,
2007-10,16.861,
2008-01,21.312,
2008-04,16.969,
2008-07,17.293,
2008-10,17.447,
2009-01,17.404,
2009-04,17.987,
2009-07,18.014,
2009-10,18.379,
2010-01,18.688,
2010-04,18.878,
2010-07,19.101,
2010-10,19.413,
2011-01,19.551,
2011-04,19.682,
2011-07,19.853,
2011-10,20.236,
2012-01,20.370,
2012-04,21.047,
2012-07,21.420,
2012-10,21.709,
2013-01,21.809,
2013-04,22.058,
2013-07,22.465,
2013-10,22.735,
2014-01,22.888,
2014-04,22.891,
2014-07,23.053,
