"",BBFI1.Q.N.DE.W1.S1V.S1.KA.A.FA.O.F4.S._T.N.N,BBFI1.Q.N.DE.W1.S1V.S1.KA.A.FA.O.F4.S._T.N.N_FLAGS
"","IIP - Other Investment - Loans - Non financial corporations, households and NPISH - Short-term original maturity (up to 1 year incl. incl.) - Assets - Other changes excluding transactions and revaluations",
unit,EUR (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-30 16:07:41,
2013-01,-1,
2013-04,-7,
2013-07,3,
2013-10,-1,
2014-01,5,
2014-04,-,Nothing exists
2014-07,-12,
