"",BBK01.OEAE28K,BBK01.OEAE28K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:04:00,
2002-01,26.769,
2002-04,27.189,
2002-07,27.615,
2002-10,27.550,
2003-01,26.792,
2003-04,25.402,
2003-07,25.670,
2003-10,25.482,
2004-01,25.229,
2004-04,30.668,
2004-07,32.081,
2004-10,32.628,
2005-01,32.171,
2005-04,32.076,
2005-07,31.350,
2005-10,31.010,
2006-01,31.125,
2006-04,31.102,
2006-07,30.679,
2006-10,29.498,
2007-01,28.184,
2007-04,27.937,
2007-07,27.626,
2007-10,27.013,
2008-01,28.508,
2008-04,28.827,
2008-07,28.854,
2008-10,28.862,
2009-01,28.436,
2009-04,30.385,
2009-07,30.386,
2009-10,30.273,
2010-01,29.999,
2010-04,30.260,
2010-07,31.403,
2010-10,32.292,
2011-01,32.492,
2011-04,32.797,
2011-07,33.619,
2011-10,33.791,
2012-01,33.749,
2012-04,35.216,
2012-07,35.701,
2012-10,36.312,
2013-01,36.285,
2013-04,36.508,
2013-07,37.534,
2013-10,37.707,
2014-01,38.031,
2014-04,38.467,
2014-07,38.587,
