"",BBK01.BQ3521,BBK01.BQ3521_FLAGS
"",Local government debt (Germany as a whole) - total debt,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:51,
1991-01,64015.9,
1991-04,65637.8,
1991-07,67065.0,
1991-10,70454.5,
1992-01,71862.1,
1992-04,72782.4,
1992-07,74162.9,
1992-10,77645.3,
1993-01,79045.7,
1993-04,80988.6,
1993-07,83136.1,
1993-10,86991.2,
1994-01,88862.5,
1994-04,89067.0,
1994-07,89859.5,
1994-10,94900.9,
1995-01,95458.2,
1995-04,96327.4,
1995-07,97528.9,
1995-10,99242.3,
1996-01,100315.5,
1996-04,100647.8,
1996-07,100775.6,
1996-10,101025.7,
1997-01,99548.5,
1997-04,100673.4,
1997-07,101338.1,
1997-10,101670.4,
1998-01,101696.0,
1998-04,101440.3,
1998-07,101082.4,
1998-10,101661.7,
1999-01,101082.4,
1999-04,100550.6,
1999-07,100852.3,
1999-10,102236.9,
2000-01,102462.9,
2000-04,102923.1,
2000-07,103102.1,
2000-10,98462.0,
2001-01,98807.1,
2001-04,99471.8,
2001-07,99011.6,
2001-10,99208.6,
2002-01,99780.0,
2002-04,100400.0,
2002-07,100700.0,
2002-10,100842.0,
2003-01,101780.0,
2003-04,104750.0,
2003-07,106100.0,
2003-10,107857.0,
2004-01,109429.0,
2004-04,110279.0,
2004-07,110929.0,
2004-10,112538.1,
2005-01,113093.2,
2005-04,114743.2,
2005-07,114943.2,
2005-10,116033.2,
2006-01,117423.6,
2006-04,118322.8,
2006-07,117462.3,
2006-10,118379.6,
2007-01,117767.7,
2007-04,117312.0,
2007-07,115781.8,
2007-10,115920.4,
2008-01,113932.1,
2008-04,114367.0,
2008-07,113163.2,
2008-10,114517.9,
2009-01,115102.4,
2009-04,115768.9,
2009-07,116707.4,
2009-10,119465.7,
2010-01,120917.8,
2010-04,123165.4,
2010-07,124691.3,
2010-10,128497.2,
2011-01,131267.8,
2011-04,132436.9,
2011-07,132877.7,
2011-10,133681.2,
2012-01,136308.1,
2012-04,135897.7,
2012-07,135204.7,
2012-10,136429.9,
2013-01,137976.4,
2013-04,136506.4,
2013-07,137227.3,
2013-10,137697.0,
2014-01,139642.5,Provisional value
2014-04,139976.6,Provisional value
2014-07,140414.2,Provisional value
"","General: Including special purpose associations, excluding hospitals",
