"",BBFN1.M.DE.N.1.L.W1.S1P.H1.T.N000.Z01.BGA.X001.D,BBFN1.M.DE.N.1.L.W1.S1P.H1.T.N000.Z01.BGA.X001.D_FLAGS
"",Liabilities of enterprises vis-à-vis non-residents arising from credit terms used / Total / All countries,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-11 07:08:31,
1974-12,11.156,
1975-01,10.797,
1975-02,10.642,
1975-03,11.237,
1975-04,10.887,
1975-05,10.919,
1975-06,11.214,
1975-07,11.014,
1975-08,10.880,
1975-09,11.623,
1975-10,11.598,
1975-11,11.925,
1975-12,12.724,
1976-01,12.123,
1976-02,12.356,
1976-03,12.771,
1976-04,12.876,
1976-05,13.362,
1976-06,13.399,
1976-07,13.545,
1976-08,13.361,
1976-09,13.590,
1976-10,13.854,
1976-11,13.769,
1976-12,14.092,
1977-01,13.529,
1977-02,13.573,
1977-03,13.900,
1977-04,13.525,
1977-05,13.865,
1977-06,14.227,
1977-07,13.993,
1977-08,13.453,
1977-09,13.733,
1977-10,14.089,
1977-11,14.198,
1977-12,14.777,
1978-01,14.072,
1978-02,14.102,
1978-03,14.110,
1978-04,14.085,
1978-05,14.349,
1978-06,14.430,
1978-07,13.979,
1978-08,13.729,
1978-09,14.262,
1978-10,14.726,
1978-11,14.657,
1978-12,15.029,
1979-01,14.631,
1979-02,14.782,
1979-03,15.233,
1979-04,15.241,
1979-05,15.738,
1979-06,16.482,
1979-07,16.554,
1979-08,16.205,
1979-09,16.849,
1979-10,16.900,
1979-11,17.116,
1979-12,18.191,
1980-01,17.563,
1980-02,17.614,
1980-03,18.163,
1980-04,18.176,
1980-05,18.257,
1980-06,18.502,
1980-07,18.103,
1980-08,17.559,
1980-09,17.499,
1980-10,18.217,
1980-11,19.061,
1980-12,20.152,
1981-01,19.083,
1981-02,19.811,
1981-03,20.711,
1981-04,20.270,
1981-05,20.341,
1981-06,21.063,
1981-07,20.796,
1981-08,21.192,
1981-09,21.175,
1981-10,21.524,
1981-11,21.798,
1981-12,22.098,
1982-01,21.440,
1982-02,21.829,
1982-03,21.740,
1982-04,22.101,
1982-05,22.140,
1982-06,22.373,
1982-07,21.325,
1982-08,20.621,
1982-09,21.228,
1982-10,22.041,
1982-11,22.714,
1982-12,21.765,
1983-01,21.040,
1983-02,21.300,
1983-03,21.332,
1983-04,21.483,
1983-05,21.441,
1983-06,21.625,
1983-07,21.315,
1983-08,20.668,
1983-09,21.528,
1983-10,21.958,
1983-11,22.127,
1983-12,23.016,
1984-01,23.331,
1984-02,22.716,
1984-03,23.728,
1984-04,23.905,
1984-05,23.533,
1984-06,24.051,
1984-07,23.197,
1984-08,22.802,
1984-09,23.757,
1984-10,24.347,
1984-11,24.849,
1984-12,25.424,
1985-01,25.240,
1985-02,25.225,
1985-03,26.389,
1985-04,25.805,
1985-05,25.104,
1985-06,25.553,
1985-07,24.936,
1985-08,23.964,
1985-09,24.642,
1985-10,25.724,
1985-11,25.879,
1985-12,26.294,
1986-01,24.349,
1986-02,24.124,
1986-03,24.351,
1986-04,23.749,
1986-05,23.351,
1986-06,23.348,
1986-07,22.046,
1986-08,21.440,
1986-09,22.245,
1986-10,22.405,
1986-11,22.963,
1986-12,23.139,
1987-01,22.359,
1987-02,22.160,
1987-03,22.531,
1987-04,22.126,
1987-05,22.303,
1987-06,22.378,
1987-07,22.028,
1987-08,21.183,
1987-09,22.253,
1987-10,23.147,
1987-11,23.080,
1987-12,23.437,
1988-01,22.734,
1988-02,23.212,
1988-03,23.630,
1988-04,23.750,
1988-05,23.586,
1988-06,24.484,
1988-07,24.192,
1988-08,23.616,
1988-09,24.754,
1988-10,25.096,
1988-11,24.935,
1988-12,26.872,
1989-01,25.751,
1989-02,25.601,
1989-03,26.353,
1989-04,26.315,
1989-05,26.216,
