"",BBK01.OUP323,BBK01.OUP323_FLAGS
"",Time deposits of foreign non-banks / for more than two years / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:40,
1999-01,3.607,
1999-02,3.486,
1999-03,3.496,
1999-04,3.675,
1999-05,3.679,
1999-06,3.668,
1999-07,3.661,
1999-08,3.734,
1999-09,3.721,
1999-10,3.744,
1999-11,3.802,
1999-12,3.895,
2000-01,3.878,
2000-02,3.541,
2000-03,3.572,
2000-04,3.627,
2000-05,3.269,
2000-06,3.236,
2000-07,3.256,
2000-08,2.881,
2000-09,2.909,
2000-10,2.797,
2000-11,2.714,
2000-12,2.600,
2001-01,2.509,
2001-02,2.448,
2001-03,2.411,
2001-04,2.410,
2001-05,2.496,
2001-06,2.489,
2001-07,2.416,
2001-08,2.831,
2001-09,2.810,
2001-10,2.792,
2001-11,2.811,
2001-12,2.711,
2002-01,2.748,
2002-02,2.682,
2002-03,2.702,
2002-04,2.580,
2002-05,7.058,
2002-06,6.707,
2002-07,6.763,
2002-08,6.806,
2002-09,6.787,
2002-10,6.747,
2002-11,6.605,
2002-12,6.174,
2003-01,6.132,
2003-02,6.117,
2003-03,6.175,
2003-04,5.822,
2003-05,5.760,
2003-06,5.915,
2003-07,5.839,
2003-08,5.260,
2003-09,4.451,
2003-10,4.495,
2003-11,3.787,
2003-12,3.240,
2004-01,2.431,
2004-02,2.341,
2004-03,2.358,
2004-04,2.332,
2004-05,2.344,
2004-06,2.246,
2004-07,2.243,
2004-08,2.190,
2004-09,2.183,
2004-10,2.145,
2004-11,2.140,
2004-12,1.946,
2005-01,1.971,
2005-02,1.949,
2005-03,1.961,
2005-04,1.941,
2005-05,2.002,
2005-06,1.416,
2005-07,1.412,
2005-08,1.396,
2005-09,1.397,
2005-10,1.352,
2005-11,1.303,
2005-12,6.522,
2006-01,6.472,
2006-02,6.577,
2006-03,6.669,
2006-04,6.401,
2006-05,6.414,
2006-06,7.889,
2006-07,7.859,
2006-08,7.805,
2006-09,7.743,
2006-10,7.703,
2006-11,7.369,
2006-12,7.197,
2007-01,7.140,
2007-02,7.067,
2007-03,7.002,
2007-04,7.861,
2007-05,7.925,
2007-06,7.908,
2007-07,8.776,
2007-08,8.977,
2007-09,8.943,
2007-10,8.922,
2007-11,8.076,
2007-12,8.016,
2008-01,7.984,
2008-02,7.110,
2008-03,6.753,
2008-04,6.707,
2008-05,6.640,
2008-06,6.443,
2008-07,6.511,
2008-08,6.628,
2008-09,6.381,
2008-10,6.302,
2008-11,6.890,
2008-12,8.352,
2009-01,8.344,
2009-02,9.074,
2009-03,8.724,
2009-04,8.765,
2009-05,8.047,
2009-06,8.076,
2009-07,8.005,
2009-08,7.911,
2009-09,10.081,
2009-10,9.923,
2009-11,10.552,
2009-12,10.577,
2010-01,10.227,
2010-02,13.541,
2010-03,13.832,
2010-04,13.477,
2010-05,13.161,
2010-06,13.495,
2010-07,13.132,
2010-08,12.367,
2010-09,12.049,
2010-10,11.800,
2010-11,13.736,
2010-12,13.807,
2011-01,13.417,
2011-02,13.157,
2011-03,12.755,
2011-04,12.814,
2011-05,12.588,
2011-06,12.660,
2011-07,12.111,
2011-08,11.566,
2011-09,11.344,
2011-10,10.995,
2011-11,10.837,
2011-12,10.613,
2012-01,10.382,
2012-02,10.138,
2012-03,9.512,
2012-04,9.515,
2012-05,9.206,
2012-06,9.178,
2012-07,8.702,
2012-08,7.923,
2012-09,7.847,
2012-10,8.241,
2012-11,8.331,
2012-12,8.347,
2013-01,8.363,
2013-02,8.243,
2013-03,8.107,
2013-04,7.745,
2013-05,7.315,
2013-06,7.122,
2013-07,7.666,
2013-08,6.962,
2013-09,8.364,
2013-10,8.221,
2013-11,9.316,
2013-12,9.170,
2014-01,9.431,
2014-02,8.692,
2014-03,8.797,
2014-04,8.658,
2014-05,9.181,
2014-06,9.081,
2014-07,9.005,
2014-08,8.864,
2014-09,8.909,
2014-10,9.369,
2014-11,9.400,
2014-12,8.846,Provisional value
