"",BBK01.OEAH15L,BBK01.OEAH15L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:09,
2002-01,266.128,
2002-04,278.213,
2002-07,285.100,
2002-10,289.448,
2003-01,297.592,
2003-04,309.819,
2003-07,314.781,
2003-10,310.059,
2004-01,322.372,
2004-04,334.809,
2004-07,334.882,
2004-10,335.392,
2005-01,351.527,
2005-04,363.345,
2005-07,368.724,
2005-10,358.149,
2006-01,380.871,
2006-04,385.959,
2006-07,385.430,
2006-10,378.179,
2007-01,383.458,
2007-04,394.234,
2007-07,403.295,
2007-10,409.827,
2008-01,419.992,
2008-04,421.870,
2008-07,428.443,
2008-10,438.115,
2009-01,441.396,
2009-04,448.363,
2009-07,425.345,
2009-10,422.611,
2010-01,424.285,
2010-04,432.509,
2010-07,432.650,
2010-10,461.703,
2011-01,464.047,
2011-04,480.932,
2011-07,480.839,
2011-10,477.618,
2012-01,475.256,
2012-04,475.455,
2012-07,476.325,
2012-10,486.224,
2013-01,497.502,
2013-04,512.780,
2013-07,480.522,
2013-10,487.845,
2014-01,489.128,
2014-04,495.264,
2014-07,506.596,
