"",BBK01.OEAH63Q,BBK01.OEAH63Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:29:19,
2002-01,1.203,
2002-04,1.206,
2002-07,1.168,
2002-10,1.178,
2003-01,1.190,
2003-04,1.119,
2003-07,1.183,
2003-10,1.159,
2004-01,1.221,
2004-04,1.217,
2004-07,1.261,
2004-10,1.320,
2005-01,1.467,
2005-04,1.459,
2005-07,1.511,
2005-10,1.527,
2006-01,1.555,
2006-04,1.636,
2006-07,1.660,
2006-10,1.702,
2007-01,1.691,
2007-04,1.666,
2007-07,2.323,
2007-10,2.378,
2008-01,2.364,
2008-04,2.311,
2008-07,2.278,
2008-10,2.392,
2009-01,2.456,
2009-04,2.597,
2009-07,2.679,
2009-10,2.801,
2010-01,2.934,
2010-04,2.986,
2010-07,2.999,
2010-10,3.058,
2011-01,3.084,
2011-04,3.099,
2011-07,3.132,
2011-10,3.184,
2012-01,3.270,
2012-04,3.198,
2012-07,3.182,
2012-10,3.128,
2013-01,3.124,
2013-04,3.143,
2013-07,3.138,
2013-10,3.069,
2014-01,2.995,
2014-04,3.007,
2014-07,2.958,
