"",BBK01.PQH361,BBK01.PQH361_FLAGS
"",Lending to domestic self-employed persons / Long-term / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:24:26,
1968-10,7.669,
1969-01,7.865,
1969-04,8.080,
1969-07,8.375,
1969-10,8.722,
1970-01,8.867,
1970-04,9.067,
1970-07,9.315,
1970-10,9.599,
1971-01,9.798,
1971-04,10.038,
1971-07,10.336,
1971-10,10.697,
1972-01,10.945,
1972-04,11.237,
1972-07,11.613,
1972-10,12.093,
1973-01,12.415,
1973-04,12.732,
1973-07,13.021,
1973-10,13.258,
1974-01,13.366,
1974-04,13.527,
1974-07,13.738,
1974-10,13.998,
1975-01,14.155,
1975-04,14.349,
1975-07,14.679,
1975-10,15.118,
1976-01,15.340,
1976-04,15.636,
1976-07,16.050,
1976-10,16.544,
1977-01,16.843,
1977-04,17.256,
1977-07,17.795,
1977-10,18.409,
1978-01,18.855,
1978-04,19.575,
1978-07,20.497,
1978-10,21.496,
1979-01,22.161,
1979-04,23.016,
1979-07,24.046,
1979-10,25.123,
1980-01,25.904,
1980-04,26.596,
1980-07,27.350,
1980-10,28.305,
1981-01,29.199,
1981-04,29.959,
1981-07,30.784,
1981-10,31.778,
1982-01,32.287,
1982-04,33.028,
1982-07,34.020,
1982-10,35.177,
1983-01,35.678,
1983-04,36.653,
1983-07,37.740,
1983-10,39.148,
1984-01,39.934,
1984-04,40.822,
1984-07,41.879,
1984-10,43.398,
1985-01,43.918,
1985-04,44.606,
1985-07,45.392,
1985-10,46.090,
1986-01,46.493,
1986-04,47.186,
1986-07,48.049,
1986-10,49.279,
1987-01,49.477,
1987-04,50.078,
1987-07,51.014,
1987-10,51.987,
1988-01,52.262,
1988-04,52.935,
1988-07,53.818,
1988-10,54.626,
1989-01,55.097,
1989-04,55.719,
1989-07,56.371,
1989-10,57.644,
1990-01,58.399,
1990-04,59.236,
1990-07,59.991,
1990-10,61.252,
1991-01,61.883,
1991-04,62.680,
1991-07,64.077,
1991-10,66.219,
1992-01,66.054,
1992-04,67.507,
1992-07,69.226,
1992-10,71.184,
1993-01,72.091,
1993-04,73.959,
1993-07,76.205,
1993-10,79.436,
1994-01,81.288,
1994-04,83.449,
1994-07,85.836,
1994-10,88.533,
1995-01,88.525,
1995-04,89.616,
1995-07,91.194,
1995-10,93.674,
1996-01,94.628,
1996-04,95.990,
1996-07,97.510,
1996-10,100.193,
1997-01,101.060,
1997-04,102.570,
1997-07,103.867,
1997-10,105.781,
1998-01,106.584,
1998-04,107.972,
1998-07,109.265,
1998-10,112.048,
1999-01,114.135,
1999-04,116.181,
1999-07,118.496,
1999-10,120.119,
2000-01,121.061,
2000-04,121.811,
2000-07,122.680,
2000-10,123.506,
2001-01,123.013,
2001-04,123.637,
2001-07,124.579,
2001-10,125.281,
2002-01,125.363,
2002-04,125.711,
2002-07,125.306,
2002-10,124.522,
2003-01,124.441,
2003-04,124.429,
2003-07,124.776,
2003-10,124.775,
2004-01,123.634,
2004-04,123.479,
2004-07,123.711,
2004-10,123.515,
2005-01,122.863,
2005-04,122.908,
2005-07,123.407,
2005-10,124.082,
2006-01,123.989,
2006-04,124.722,
2006-07,125.092,
2006-10,125.299,
2007-01,124.534,
2007-04,124.692,
2007-07,125.307,
2007-10,125.619,
2008-01,125.181,
2008-04,125.568,
2008-07,125.962,
2008-10,126.128,
2009-01,124.912,
2009-04,125.887,
2009-07,126.648,
2009-10,127.423,
2010-01,126.863,
2010-04,128.560,
2010-07,129.568,
2010-10,130.165,
2011-01,129.574,
2011-04,130.073,
2011-07,130.809,
2011-10,131.341,
2012-01,131.465,
2012-04,132.343,
2012-07,133.323,
2012-10,133.750,
2013-01,133.732,
2013-04,134.248,
2013-07,134.732,
2013-10,134.843,
2014-01,134.734,
2014-04,135.213,
2014-07,136.155,
2014-10,137.017,
