"",BBK01.OUA304,BBK01.OUA304_FLAGS
"",Savings bonds purchased by local government and local government associations / All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:50,
1999-01,1.115,
1999-02,1.092,
1999-03,1.081,
1999-04,1.087,
1999-05,1.088,
1999-06,1.116,
1999-07,1.121,
1999-08,1.127,
1999-09,1.129,
1999-10,1.125,
1999-11,1.099,
1999-12,1.152,
2000-01,1.148,
2000-02,1.137,
2000-03,1.149,
2000-04,1.167,
2000-05,1.182,
2000-06,1.219,
2000-07,1.223,
2000-08,1.219,
2000-09,1.207,
2000-10,1.247,
2000-11,1.257,
2000-12,1.280,
2001-01,1.257,
2001-02,1.275,
2001-03,1.265,
2001-04,1.271,
2001-05,1.284,
2001-06,1.281,
2001-07,1.280,
2001-08,1.274,
2001-09,1.278,
2001-10,1.267,
2001-11,1.278,
2001-12,1.236,
2002-01,1.204,
2002-02,1.183,
2002-03,1.205,
2002-04,1.232,
2002-05,1.256,
2002-06,1.291,
2002-07,1.296,
2002-08,1.292,
2002-09,1.292,
2002-10,1.275,
2002-11,1.267,
2002-12,1.271,
2003-01,1.240,
2003-02,1.237,
2003-03,1.218,
2003-04,1.200,
2003-05,1.186,
2003-06,1.185,
2003-07,1.161,
2003-08,1.156,
2003-09,1.160,
2003-10,1.135,
2003-11,1.146,
2003-12,1.143,
2004-01,1.144,
2004-02,1.129,
2004-03,1.129,
2004-04,1.126,
2004-05,1.119,
2004-06,1.122,
2004-07,1.109,
2004-08,1.111,
2004-09,1.109,
2004-10,1.099,
2004-11,1.113,
2004-12,1.116,
2005-01,1.077,
2005-02,1.091,
2005-03,1.080,
2005-04,1.092,
2005-05,1.114,
2005-06,1.107,
2005-07,1.099,
2005-08,1.089,
2005-09,1.080,
2005-10,1.074,
2005-11,1.076,
2005-12,1.098,
2006-01,1.115,
2006-02,1.099,
2006-03,1.076,
2006-04,1.123,
2006-05,1.138,
2006-06,1.164,
2006-07,1.164,
2006-08,1.168,
2006-09,1.178,
2006-10,1.196,
2006-11,1.185,
2006-12,1.161,
2007-01,1.141,
2007-02,1.143,
2007-03,1.156,
2007-04,1.175,
2007-05,1.186,
2007-06,1.185,
2007-07,1.199,
2007-08,1.195,
2007-09,1.180,
2007-10,1.168,
2007-11,1.190,
2007-12,1.202,
2008-01,1.205,
2008-02,1.184,
2008-03,1.150,
2008-04,1.153,
2008-05,1.134,
2008-06,1.166,
2008-07,1.159,
2008-08,1.182,
2008-09,1.186,
2008-10,1.180,
2008-11,1.195,
2008-12,1.188,
2009-01,1.185,
2009-02,1.210,
2009-03,1.230,
2009-04,1.211,
2009-05,1.208,
2009-06,1.186,
2009-07,1.216,
2009-08,1.197,
2009-09,1.215,
2009-10,1.225,
2009-11,1.205,
2009-12,1.227,
2010-01,1.191,
2010-02,1.179,
2010-03,1.202,
2010-04,1.211,
2010-05,1.206,
2010-06,1.181,
2010-07,1.143,
2010-08,1.153,
2010-09,1.177,
2010-10,1.178,
2010-11,1.173,
2010-12,1.185,
2011-01,1.196,
2011-02,1.218,
2011-03,1.230,
2011-04,1.225,
2011-05,1.242,
2011-06,1.292,
2011-07,1.300,
2011-08,1.268,
2011-09,1.231,
2011-10,1.222,
2011-11,1.191,
2011-12,1.239,
2012-01,1.201,
2012-02,1.171,
2012-03,1.148,
2012-04,1.135,
2012-05,1.126,
2012-06,1.118,
2012-07,1.088,
2012-08,1.108,
2012-09,1.110,
2012-10,1.103,
2012-11,1.105,
2012-12,1.062,
2013-01,1.059,
2013-02,1.052,
2013-03,1.038,
2013-04,1.024,
2013-05,1.027,
2013-06,1.095,
2013-07,1.121,
2013-08,1.137,
2013-09,1.147,
2013-10,1.159,
2013-11,1.182,
2013-12,1.161,
2014-01,1.175,
2014-02,1.213,
2014-03,1.223,
2014-04,1.239,
2014-05,1.305,
2014-06,1.332,
2014-07,1.420,
2014-08,1.504,
2014-09,1.595,
2014-10,1.634,
2014-11,1.593,
2014-12,1.734,Provisional value
