"",BBK01.OUL106,BBK01.OUL106_FLAGS
"",Domestic bank debt securities / with a maturity  of up to and including 2 years / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:49:52,
1993-12,1.394,
1994-01,1.203,
1994-02,1.189,
1994-03,1.265,
1994-04,1.288,
1994-05,1.202,
1994-06,1.091,
1994-07,0.941,
1994-08,0.900,
1994-09,0.943,
1994-10,0.794,
1994-11,0.739,
1994-12,0.700,
1995-01,0.721,
1995-02,0.668,
1995-03,0.689,
1995-04,0.709,
1995-05,0.582,
1995-06,0.571,
1995-07,0.517,
1995-08,0.605,
1995-09,0.468,
1995-10,0.538,
1995-11,0.481,
1995-12,0.436,
1996-01,0.434,
1996-02,0.440,
1996-03,0.397,
1996-04,0.341,
1996-05,0.325,
1996-06,0.332,
1996-07,0.368,
1996-08,0.369,
1996-09,0.329,
1996-10,0.352,
1996-11,0.398,
1996-12,0.420,
1997-01,0.453,
1997-02,0.421,
1997-03,0.423,
1997-04,0.400,
1997-05,0.425,
1997-06,0.295,
1997-07,0.255,
1997-08,0.211,
1997-09,0.203,
1997-10,0.217,
1997-11,0.285,
1997-12,0.297,
1998-01,0.279,
1998-02,0.288,
1998-03,0.262,
1998-04,0.258,
1998-05,0.270,
1998-06,0.315,
1998-07,0.335,
1998-08,0.371,
1998-09,0.465,
1998-10,0.424,
1998-11,0.432,
1998-12,0.315,
1999-01,0.850,
1999-02,0.905,
1999-03,0.861,
1999-04,0.861,
1999-05,0.864,
1999-06,0.919,
1999-07,1.021,
1999-08,0.993,
1999-09,0.908,
1999-10,0.890,
1999-11,0.946,
1999-12,0.831,
2000-01,0.921,
2000-02,0.850,
2000-03,0.864,
2000-04,0.915,
2000-05,0.898,
2000-06,0.891,
2000-07,0.989,
2000-08,1.048,
2000-09,1.056,
2000-10,1.015,
2000-11,1.010,
2000-12,1.067,
2001-01,1.105,
2001-02,1.119,
2001-03,1.158,
2001-04,1.075,
2001-05,1.005,
2001-06,1.007,
2001-07,0.985,
2001-08,1.024,
2001-09,1.023,
2001-10,1.012,
2001-11,1.059,
2001-12,1.097,
2002-01,0.864,
2002-02,0.944,
2002-03,1.000,
2002-04,1.208,
2002-05,1.292,
2002-06,1.261,
2002-07,1.242,
2002-08,1.176,
2002-09,1.207,
2002-10,1.342,
2002-11,1.468,
2002-12,1.666,
2003-01,1.828,
2003-02,1.988,
2003-03,2.063,
2003-04,2.184,
2003-05,1.846,
2003-06,1.729,
2003-07,1.722,
2003-08,1.523,
2003-09,1.535,
2003-10,1.511,
2003-11,1.411,
2003-12,1.446,
2004-01,1.556,
2004-02,1.669,
2004-03,1.660,
2004-04,1.671,
2004-05,1.645,
2004-06,1.495,
2004-07,1.482,
2004-08,1.422,
2004-09,1.403,
2004-10,1.323,
2004-11,1.396,
2004-12,1.335,
2005-01,1.244,
2005-02,1.176,
2005-03,1.166,
2005-04,1.174,
2005-05,1.230,
2005-06,1.129,
2005-07,1.113,
2005-08,1.097,
2005-09,1.095,
2005-10,1.055,
2005-11,1.009,
2005-12,1.082,
2006-01,1.114,
2006-02,1.013,
2006-03,1.237,
2006-04,1.314,
2006-05,1.473,
2006-06,1.515,
2006-07,1.631,
2006-08,1.725,
2006-09,1.786,
2006-10,1.810,
2006-11,2.116,
2006-12,2.422,
2007-01,2.603,
2007-02,2.988,
2007-03,3.415,
2007-04,3.865,
2007-05,4.381,
2007-06,4.680,
2007-07,4.944,
2007-08,5.135,
2007-09,5.160,
2007-10,5.198,
2007-11,5.331,
2007-12,5.215,
2008-01,5.770,
2008-02,6.060,
2008-03,6.146,
2008-04,6.513,
2008-05,7.529,
2008-06,9.441,
2008-07,10.039,
2008-08,10.359,
2008-09,10.324,
2008-10,10.404,
2008-11,10.680,
2008-12,9.891,
2009-01,9.397,
2009-02,9.218,
2009-03,9.049,
2009-04,9.295,
2009-05,9.513,
2009-06,11.149,
2009-07,11.006,
2009-08,10.647,
2009-09,10.728,
2009-10,10.968,
2009-11,11.030,
2009-12,10.905,
2010-01,10.723,
2010-02,10.856,
2010-03,10.784,
2010-04,10.265,
2010-05,10.228,
2010-06,8.413,
2010-07,6.849,
2010-08,6.558,
2010-09,6.138,
2010-10,5.547,
2010-11,5.778,
2010-12,5.863,
2011-01,5.641,
2011-02,5.748,
2011-03,5.459,
2011-04,5.479,
2011-05,5.363,
2011-06,4.882,
2011-07,4.367,
2011-08,4.153,
2011-09,4.228,
2011-10,4.329,
2011-11,4.397,
2011-12,4.415,
2012-01,4.384,
2012-02,4.216,
2012-03,4.013,
2012-04,3.791,
2012-05,3.707,
2012-06,3.481,
2012-07,3.358,
2012-08,3.406,
2012-09,3.306,
2012-10,3.128,
2012-11,3.056,
2012-12,2.717,
2013-01,2.329,
2013-02,2.078,
2013-03,2.000,
2013-04,1.945,
2013-05,1.911,
2013-06,1.790,
2013-07,1.776,
2013-08,1.787,
2013-09,1.555,
2013-10,1.335,
2013-11,1.336,
2013-12,1.028,
2014-01,0.934,
2014-02,0.838,
2014-03,0.795,
2014-04,0.771,
2014-05,0.852,
2014-06,0.874,
2014-07,0.819,
2014-08,0.738,
2014-09,0.782,
2014-10,0.792,
2014-11,0.776,
2014-12,0.762,Provisional value
