"",BBK01.AU1719,BBK01.AU1719_FLAGS
"","Deposit facility / Eurosystem Figures are daily averages for the reserve maintenance period ending in the month indicated. Owing to the changeover to the new operational framework for monetary policity, there is no reserve maintenance period ending in February 2004.",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 15:18:28,
1999-02,1.300,
1999-03,1.400,
1999-04,0.300,
1999-05,0.400,
1999-06,0.600,
1999-07,0.500,
1999-08,1.000,
1999-09,0.700,
1999-10,0.600,
1999-11,0.400,
1999-12,1.000,
2000-01,0.500,
2000-02,0.200,
2000-03,0.300,
2000-04,0.900,
2000-05,2.300,
2000-06,0.800,
2000-07,0.500,
2000-08,0.300,
2000-09,0.200,
2000-10,0.200,
2000-11,0.200,
2000-12,0.200,
2001-01,0.600,
2001-02,0.400,
2001-03,0.500,
2001-04,0.500,
2001-05,0.600,
2001-06,0.400,
2001-07,0.400,
2001-08,0.200,
2001-09,0.400,
2001-10,0.100,
2001-11,0.300,
2001-12,0.800,
2002-01,0.600,
2002-02,0.100,
2002-03,0.100,
2002-04,0.200,
2002-05,0.300,
2002-06,0.400,
2002-07,0.200,
2002-08,0.100,
2002-09,0.200,
2002-10,0.100,
2002-11,0.100,
2002-12,0.200,
2003-01,0.300,
2003-02,0.300,
2003-03,0.100,
2003-04,0.200,
2003-05,0.200,
2003-06,0.300,
2003-07,0.300,
2003-08,0.100,
2003-09,0.600,
2003-10,0.200,
2003-11,0.300,
2003-12,0.100,
2004-01,0.100,
2004-02,.,No value available
2004-03,0.200,
2004-04,0.400,
2004-05,0.100,
2004-06,0.500,
2004-07,0.100,
2004-08,0.200,
2004-09,0.200,
2004-10,0.000,
2004-11,0.300,
2004-12,0.100,
2005-01,0.100,
2005-02,0.100,
2005-03,0.100,
2005-04,0.100,
2005-05,0.100,
2005-06,0.200,
2005-07,0.200,
2005-08,0.300,
2005-09,0.100,
2005-10,0.100,
2005-11,0.100,
2005-12,0.100,
2006-01,0.100,
2006-02,0.100,
2006-03,0.200,
2006-04,0.300,
2006-05,0.200,
2006-06,0.100,
2006-07,0.600,
2006-08,0.100,
2006-09,0.100,
2006-10,0.200,
2006-11,0.100,
2006-12,0.100,
2007-01,0.200,
2007-02,0.100,
2007-03,0.500,
2007-04,0.300,
2007-05,0.500,
2007-06,0.200,
2007-07,0.300,
2007-08,0.400,
2007-09,0.400,
2007-10,1.600,
2007-11,0.600,
2007-12,0.400,
2008-01,1.100,
2008-02,0.400,
2008-03,0.300,
2008-04,0.600,
2008-05,0.300,
2008-06,0.200,
2008-07,0.400,
2008-08,0.300,
2008-09,0.600,
2008-10,19.900,
2008-11,213.700,
2008-12,200.900,
2009-01,238.500,
2009-02,175.400,
2009-03,95.500,
2009-04,57.800,
2009-05,42.700,
2009-06,22.300,
2009-07,119.700,
2009-08,185.100,
2009-09,136.700,
2009-10,109.600,
2009-11,86.500,
2009-12,65.700,
2010-01,147.000,
2010-02,168.300,
2010-03,186.400,
2010-04,200.700,
2010-05,218.200,
2010-06,288.800,
2010-07,230.400,
2010-08,96.700,
2010-09,83.700,
2010-10,68.800,
2010-11,41.900,
2010-12,44.700,
2011-01,66.500,
2011-02,39.200,
2011-03,26.900,
2011-04,23.000,
2011-05,22.800,
2011-06,18.400,
2011-07,29.500,
2011-08,56.700,
2011-09,121.800,
2011-10,168.700,
2011-11,204.600,
2011-12,253.700,
2012-01,399.300,
2012-02,489.000,
2012-03,621.000,
2012-04,771.300,
2012-05,771.400,
2012-06,770.800,
2012-07,770.600,
2012-08,343.100,
2012-09,328.600,
2012-10,305.400,
2012-11,256.100,
2012-12,231.800,
2013-01,238.400,
2013-02,184.300,
2013-03,145.300,
2013-04,133.800,
2013-05,114.500,
2013-06,90.500,
2013-07,92.100,
2013-08,82.600,
2013-09,79.200,
2013-10,58.900,
2013-11,52.100,
2013-12,48.300,
2014-01,60.100,
2014-02,42.100,
2014-03,29.500,
2014-04,29.200,
2014-05,29.700,
2014-06,28.300,
2014-07,23.900,
2014-08,24.600,
2014-09,25.200,
2014-10,24.300,
2014-11,31.000,
2014-12,27.300,
2015-01,50.200,
