"",BBK01.OUZ064,BBK01.OUZ064_FLAGS
"","Balances with central banks, total, Big banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:56:04,
1999-01,5.237,
1999-02,7.765,
1999-03,8.931,
1999-04,8.977,
1999-05,10.122,
1999-06,7.697,
1999-07,8.964,
1999-08,7.826,
1999-09,15.117,
1999-10,14.440,
1999-11,9.870,
1999-12,15.386,
2000-01,10.147,
2000-02,6.651,
2000-03,14.043,
2000-04,7.816,
2000-05,8.981,
2000-06,23.043,
2000-07,12.497,
2000-08,9.019,
2000-09,12.566,
2000-10,6.587,
2000-11,8.658,
2000-12,20.519,
2001-01,11.644,
2001-02,13.515,
2001-03,17.895,
2001-04,10.727,
2001-05,13.428,
2001-06,17.660,
2001-07,19.546,
2001-08,20.328,
2001-09,19.172,
2001-10,21.496,
2001-11,20.746,
2001-12,16.630,
2002-01,17.351,
2002-02,15.828,
2002-03,16.655,
2002-04,14.370,
2002-05,14.923,
2002-06,21.196,
2002-07,19.884,
2002-08,16.364,
2002-09,11.940,
2002-10,15.091,
2002-11,18.608,
2002-12,16.122,
2003-01,14.654,
2003-02,15.772,
2003-03,18.148,
2003-04,10.312,
2003-05,13.607,
2003-06,16.475,
2003-07,12.015,
2003-08,18.233,
2003-09,14.803,
2003-10,23.270,
2003-11,13.270,
2003-12,16.411,
2004-01,17.953,
2004-02,17.194,
2004-03,11.441,
2004-04,18.690,
2004-05,20.027,
2004-06,19.018,
2004-07,19.278,
2004-08,19.966,
2004-09,14.843,
2004-10,17.428,
2004-11,19.697,
2004-12,12.488,
2005-01,15.312,
2005-02,12.726,
2005-03,8.301,
2005-04,15.258,
2005-05,15.113,
2005-06,11.357,
2005-07,16.265,
2005-08,14.669,
2005-09,12.535,
2005-10,14.640,
2005-11,16.475,
2005-12,12.971,
2006-01,12.199,
2006-02,10.438,
2006-03,10.542,
2006-04,11.809,
2006-05,16.726,
2006-06,8.583,
2006-07,19.158,
2006-08,16.945,
2006-09,17.071,
2006-10,17.122,
2006-11,9.019,
2006-12,13.981,
2007-01,10.193,
2007-02,6.255,
2007-03,18.516,
2007-04,12.953,
2007-05,14.462,
2007-06,8.724,
2007-07,8.157,
2007-08,4.924,
2007-09,14.577,
2007-10,11.226,
2007-11,16.674,
2007-12,20.651,
2008-01,10.232,
2008-02,19.228,
2008-03,18.597,
2008-04,18.215,
2008-05,16.009,
2008-06,20.085,
2008-07,8.932,
2008-08,12.581,
2008-09,21.484,
2008-10,38.202,
2008-11,21.000,
2008-12,58.691,
2009-01,24.095,
2009-02,33.512,
2009-03,30.573,
2009-04,24.370,
2009-05,41.279,
2009-06,39.417,
2009-07,22.811,
2009-08,32.816,
2009-09,57.263,
2009-10,42.427,
2009-11,47.545,
2009-12,41.029,
2010-01,52.161,
2010-02,47.245,
2010-03,59.304,
2010-04,41.373,
2010-05,41.407,
2010-06,93.924,
2010-07,47.373,
2010-08,35.000,
2010-09,38.867,
2010-10,44.557,
2010-11,44.268,
2010-12,59.948,
2011-01,41.090,
2011-02,59.675,
2011-03,67.115,
2011-04,55.670,
2011-05,64.847,
2011-06,82.064,
2011-07,60.223,
2011-08,80.060,
2011-09,112.163,
2011-10,86.826,
2011-11,78.341,
2011-12,113.251,
2012-01,94.905,
2012-02,95.422,
2012-03,100.816,
2012-04,86.900,
2012-05,116.504,
2012-06,113.314,
2012-07,104.328,
2012-08,127.204,
2012-09,124.496,
2012-10,104.625,
2012-11,113.091,
2012-12,94.088,
2013-01,113.571,
2013-02,87.232,
2013-03,106.229,
2013-04,104.487,
2013-05,97.876,
2013-06,77.136,
2013-07,104.750,
2013-08,109.868,
2013-09,84.347,
2013-10,92.356,
2013-11,87.899,
2013-12,75.371,
2014-01,102.614,
2014-02,94.352,
2014-03,63.666,
2014-04,84.779,
2014-05,84.650,
2014-06,67.112,
2014-07,89.187,
2014-08,104.176,
2014-09,70.445,
2014-10,74.813,
2014-11,50.350,
