"",BBK01.OUL356,BBK01.OUL356_FLAGS
"",Loans to local government and local government associations / Total / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:57:26,
1999-01,1.828,
1999-02,1.740,
1999-03,1.725,
1999-04,1.741,
1999-05,1.599,
1999-06,1.739,
1999-07,1.779,
1999-08,1.633,
1999-09,1.715,
1999-10,1.709,
1999-11,1.638,
1999-12,1.636,
2000-01,1.611,
2000-02,1.591,
2000-03,1.709,
2000-04,1.726,
2000-05,1.575,
2000-06,1.662,
2000-07,1.697,
2000-08,1.611,
2000-09,1.667,
2000-10,1.668,
2000-11,1.656,
2000-12,1.705,
2001-01,1.673,
2001-02,1.704,
2001-03,1.706,
2001-04,1.700,
2001-05,1.644,
2001-06,1.738,
2001-07,1.758,
2001-08,1.704,
2001-09,1.787,
2001-10,1.786,
2001-11,1.800,
2001-12,1.800,
2002-01,1.782,
2002-02,1.789,
2002-03,1.835,
2002-04,1.792,
2002-05,1.821,
2002-06,1.943,
2002-07,1.929,
2002-08,1.925,
2002-09,2.106,
2002-10,1.937,
2002-11,1.896,
2002-12,1.925,
2003-01,1.923,
2003-02,1.934,
2003-03,2.005,
2003-04,2.013,
2003-05,1.912,
2003-06,2.071,
2003-07,1.928,
2003-08,1.852,
2003-09,1.982,
2003-10,1.811,
2003-11,1.796,
2003-12,1.787,
2004-01,1.755,
2004-02,1.816,
2004-03,1.987,
2004-04,1.986,
2004-05,1.879,
2004-06,2.118,
2004-07,2.041,
2004-08,1.829,
2004-09,1.858,
2004-10,1.978,
2004-11,1.872,
2004-12,1.903,
2005-01,1.850,
2005-02,1.774,
2005-03,1.866,
2005-04,1.980,
2005-05,1.807,
2005-06,1.911,
2005-07,1.956,
2005-08,1.746,
2005-09,1.884,
2005-10,2.010,
2005-11,1.837,
2005-12,1.850,
2006-01,1.947,
2006-02,1.860,
2006-03,1.914,
2006-04,1.964,
2006-05,1.795,
2006-06,1.922,
2006-07,1.881,
2006-08,1.750,
2006-09,1.808,
2006-10,2.009,
2006-11,1.883,
2006-12,1.919,
2007-01,1.991,
2007-02,1.900,
2007-03,1.949,
2007-04,1.988,
2007-05,1.814,
2007-06,1.884,
2007-07,1.918,
2007-08,1.750,
2007-09,1.882,
2007-10,1.960,
2007-11,1.836,
2007-12,1.906,
2008-01,1.905,
2008-02,1.877,
2008-03,1.891,
2008-04,1.926,
2008-05,1.776,
2008-06,1.885,
2008-07,1.862,
2008-08,1.737,
2008-09,1.793,
2008-10,1.873,
2008-11,1.750,
2008-12,1.830,
2009-01,1.832,
2009-02,1.786,
2009-03,1.855,
2009-04,1.927,
2009-05,1.856,
2009-06,2.010,
2009-07,2.091,
2009-08,1.972,
2009-09,2.072,
2009-10,2.146,
2009-11,2.064,
2009-12,2.201,
2010-01,2.208,
2010-02,2.164,
2010-03,2.219,
2010-04,2.282,
2010-05,2.130,
2010-06,2.249,
2010-07,2.287,
2010-08,2.188,
2010-09,2.253,
2010-10,2.340,
2010-11,2.303,
2010-12,2.327,
2011-01,2.397,
2011-02,2.331,
2011-03,2.426,
2011-04,2.518,
2011-05,2.388,
2011-06,2.497,
2011-07,2.522,
2011-08,2.418,
2011-09,2.577,
2011-10,2.651,
2011-11,2.569,
2011-12,2.651,
2012-01,2.658,
2012-02,2.622,
2012-03,2.744,
2012-04,2.772,
2012-05,2.611,
2012-06,2.658,
2012-07,2.756,
2012-08,2.666,
2012-09,2.741,
2012-10,2.877,
2012-11,2.801,
2012-12,2.840,
2013-01,2.866,
2013-02,2.801,
2013-03,2.844,
2013-04,2.910,
2013-05,2.787,
2013-06,2.886,
2013-07,2.993,
2013-08,2.892,
2013-09,2.984,
2013-10,3.106,
2013-11,3.003,
2013-12,3.120,
2014-01,3.207,
2014-02,3.178,
2014-03,3.222,
2014-04,3.298,
2014-05,3.167,
2014-06,3.296,
2014-07,3.336,
2014-08,3.195,
2014-09,3.267,
2014-10,3.363,
2014-11,3.283,
2014-12,3.424,Provisional value
