"",BBK01.OUC403,BBK01.OUC403_FLAGS
"",Lending to foreign banks (MFIs) / Balances and loans / Big banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:46:42,
1999-01,188.442,
1999-02,156.121,
1999-03,151.377,
1999-04,149.072,
1999-05,139.095,
1999-06,141.183,
1999-07,148.319,
1999-08,151.680,
1999-09,136.343,
1999-10,134.485,
1999-11,140.326,
1999-12,117.668,
2000-01,132.996,
2000-02,138.945,
2000-03,131.347,
2000-04,141.278,
2000-05,145.441,
2000-06,140.538,
2000-07,137.340,
2000-08,148.789,
2000-09,151.379,
2000-10,155.339,
2000-11,165.879,
2000-12,160.633,
2001-01,154.125,
2001-02,164.583,
2001-03,167.277,
2001-04,176.223,
2001-05,174.607,
2001-06,172.370,
2001-07,158.015,
2001-08,172.025,
2001-09,177.417,
2001-10,178.192,
2001-11,188.879,
2001-12,197.668,
2002-01,191.782,
2002-02,181.720,
2002-03,187.179,
2002-04,198.308,
2002-05,208.946,
2002-06,197.834,
2002-07,211.815,
2002-08,220.196,
2002-09,230.420,
2002-10,233.301,
2002-11,261.845,
2002-12,256.708,
2003-01,259.351,
2003-02,246.066,
2003-03,258.928,
2003-04,272.169,
2003-05,283.452,
2003-06,287.717,
2003-07,295.688,
2003-08,295.380,
2003-09,287.820,
2003-10,285.422,
2003-11,275.168,
2003-12,291.454,
2004-01,295.812,
2004-02,276.517,
2004-03,291.953,
2004-04,302.710,
2004-05,296.995,
2004-06,276.351,
2004-07,273.902,
2004-08,274.285,
2004-09,286.656,
2004-10,292.082,
2004-11,296.296,
2004-12,317.080,
2005-01,320.953,
2005-02,328.196,
2005-03,329.490,
2005-04,355.792,
2005-05,361.406,
2005-06,341.469,
2005-07,337.489,
2005-08,342.724,
2005-09,334.247,
2005-10,348.574,
2005-11,352.166,
2005-12,339.054,
2006-01,341.381,
2006-02,354.071,
2006-03,361.617,
2006-04,351.203,
2006-05,352.905,
2006-06,369.543,
2006-07,337.275,
2006-08,340.709,
2006-09,345.525,
2006-10,338.954,
2006-11,353.315,
2006-12,371.002,
2007-01,368.378,
2007-02,374.857,
2007-03,364.270,
2007-04,386.547,
2007-05,381.184,
2007-06,390.502,
2007-07,393.444,
2007-08,400.956,
2007-09,424.419,
2007-10,415.556,
2007-11,420.501,
2007-12,426.759,
2008-01,440.729,
2008-02,437.959,
2008-03,432.496,
2008-04,457.790,
2008-05,457.244,
2008-06,432.783,
2008-07,433.962,
2008-08,434.618,
2008-09,471.041,
2008-10,477.598,
2008-11,447.785,
2008-12,427.096,
2009-01,411.291,
2009-02,402.178,
2009-03,375.442,
2009-04,397.749,
2009-05,387.296,
2009-06,378.157,
2009-07,364.732,
2009-08,366.364,
2009-09,337.945,
2009-10,361.891,
2009-11,354.320,
2009-12,373.097,
2010-01,365.639,
2010-02,354.585,
2010-03,353.787,
2010-04,385.747,
2010-05,393.083,
2010-06,358.035,
2010-07,375.606,
2010-08,381.108,
2010-09,359.364,
2010-10,375.499,
2010-11,395.704,
2010-12,383.927,
2011-01,396.109,
2011-02,398.395,
2011-03,367.147,
2011-04,408.031,
2011-05,402.979,
2011-06,370.475,
2011-07,370.862,
2011-08,402.463,
2011-09,396.501,
2011-10,390.805,
2011-11,388.068,
2011-12,379.830,
2012-01,404.070,
2012-02,399.029,
2012-03,373.458,
2012-04,377.001,
2012-05,373.801,
2012-06,353.687,
2012-07,370.982,
2012-08,372.027,
2012-09,369.700,
2012-10,378.499,
2012-11,365.149,
2012-12,363.253,
2013-01,347.094,
2013-02,372.888,
2013-03,351.866,
2013-04,363.389,
2013-05,366.561,
2013-06,377.830,
2013-07,359.129,
2013-08,365.095,
2013-09,347.183,
2013-10,370.899,
2013-11,384.534,
2013-12,365.504,
2014-01,383.230,
2014-02,372.822,
2014-03,363.427,
2014-04,374.787,
2014-05,388.866,
2014-06,397.316,
2014-07,432.247,
2014-08,425.077,
2014-09,413.077,
2014-10,441.690,
2014-11,470.465,
2014-12,464.627,Provisional value
