"",BBK01.WX0247,BBK01.WX0247_FLAGS
"",Amounts outstanding of debt securities issued by residents / Non-financial corporations,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-11 10:15:58,
2008-01,75575,
2008-02,74359,
2008-03,72288,
2008-04,72142,
2008-05,71657,
2008-06,71213,
2008-07,70767,
2008-08,70889,
2008-09,72009,
2008-10,72084,
2008-11,71907,
2008-12,73909,
2009-01,74381,
2009-02,74103,
2009-03,78405,
2009-04,80666,
2009-05,83104,
2009-06,83930,
2009-07,85499,
2009-08,85543,
2009-09,89460,
2009-10,92141,
2009-11,95685,
2009-12,94035,
2010-01,96416,
2010-02,99764,
2010-03,100613,
2010-04,102749,
2010-05,101169,
2010-06,97863,
2010-07,95290,
2010-08,94722,
2010-09,95620,
2010-10,98056,
2010-11,97505,
2010-12,96758,
2011-01,79325,"Corrected value, comment"
2011-02,79824,Corrected value
2011-03,82317,
2011-04,82461,
2011-05,83070,
2011-06,82561,
2011-07,84692,
2011-08,84039,
2011-09,84165,
2011-10,85022,
2011-11,85644,
2011-12,83407,
2012-01,83305,
2012-02,85383,
2012-03,89979,
2012-04,88646,
2012-05,88774,
2012-06,85633,
2012-07,89047,
2012-08,89888,
2012-09,93367,
2012-10,91704,
2012-11,93946,
2012-12,99203,
2013-01,98917,
2013-02,100711,
2013-03,103087,
2013-04,106721,
2013-05,105962,
2013-06,107494,
2013-07,106118,
2013-08,107161,
2013-09,108240,
2013-10,110471,
2013-11,112823,
2013-12,113236,
2014-01,116331,
2014-02,117675,
2014-03,117142,
2014-04,117861,
2014-05,117856,
2014-06,117117,
2014-07,122522,
2014-08,122353,
2014-09,120976,
2014-10,121012,
2014-11,123359,
2014-12,126061,
"",General: Revised figures from January 2006 onwards,
