"",BBK01.OEAF36N,BBK01.OEAF36N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:08:50,
2002-01,19.863,
2002-04,20.260,
2002-07,20.670,
2002-10,20.591,
2003-01,20.226,
2003-04,19.975,
2003-07,20.772,
2003-10,21.992,
2004-01,21.966,
2004-04,21.100,
2004-07,21.549,
2004-10,22.279,
2005-01,22.299,
2005-04,23.617,
2005-07,22.890,
2005-10,22.284,
2006-01,21.816,
2006-04,21.864,
2006-07,21.834,
2006-10,22.018,
2007-01,21.987,
2007-04,22.270,
2007-07,22.378,
2007-10,22.493,
2008-01,22.881,
2008-04,23.105,
2008-07,23.453,
2008-10,23.585,
2009-01,23.275,
2009-04,23.538,
2009-07,23.588,
2009-10,23.470,
2010-01,23.458,
2010-04,23.345,
2010-07,23.668,
2010-10,23.780,
2011-01,23.854,
2011-04,24.023,
2011-07,24.338,
2011-10,24.335,
2012-01,24.471,
2012-04,24.487,
2012-07,24.502,
2012-10,24.312,
2013-01,24.257,
2013-04,24.400,
2013-07,24.280,
2013-10,24.492,
2014-01,24.763,
2014-04,24.955,
2014-07,24.943,
