"",BBK01.QUW095,BBK01.QUW095_FLAGS
"",Foreign branches: Short-term loans and advances to foreign non-banks / All countries / Euro,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:40:08,
2001-12,56.940,
2002-01,64.189,
2002-02,63.915,
2002-03,57.434,
2002-04,51.797,
2002-05,65.202,
2002-06,58.290,
2002-07,60.159,
2002-08,65.871,
2002-09,64.230,
2002-10,64.011,
2002-11,68.098,
2002-12,51.669,
2003-01,54.415,
2003-02,54.806,
2003-03,56.454,
2003-04,66.337,
2003-05,63.731,
2003-06,58.031,
2003-07,52.155,
2003-08,54.206,
2003-09,54.089,
2003-10,48.119,
2003-11,50.114,
2003-12,57.835,
2004-01,64.011,
2004-02,65.091,
2004-03,72.413,
2004-04,77.217,
2004-05,75.893,
2004-06,74.591,
2004-07,77.625,
2004-08,78.676,
2004-09,73.143,
2004-10,75.330,
2004-11,76.845,
2004-12,76.096,
2005-01,78.119,
2005-02,78.828,
2005-03,67.872,
2005-04,71.703,
2005-05,67.211,
2005-06,68.821,
2005-07,64.099,
2005-08,70.508,
2005-09,78.928,
2005-10,83.227,
2005-11,94.425,
2005-12,65.051,
2006-01,77.862,
2006-02,81.637,
2006-03,83.719,
2006-04,85.857,
2006-05,83.179,
2006-06,77.823,
2006-07,69.110,
2006-08,80.042,
2006-09,85.344,
2006-10,80.592,
2006-11,87.350,
2006-12,78.798,
2007-01,104.348,
2007-02,107.159,
2007-03,133.831,
2007-04,110.407,
2007-05,114.856,
2007-06,121.004,
2007-07,137.562,
2007-08,121.765,
2007-09,115.378,
2007-10,117.827,
2007-11,128.153,
2007-12,119.212,
2008-01,119.675,
2008-02,111.642,
2008-03,122.553,
2008-04,108.537,
2008-05,113.358,
2008-06,91.213,
2008-07,89.076,
2008-08,95.763,
2008-09,94.744,
2008-10,89.793,
2008-11,92.884,
2008-12,73.751,
2009-01,78.576,
2009-02,85.755,
2009-03,81.310,
2009-04,88.946,
2009-05,78.381,
2009-06,83.250,
2009-07,74.471,
2009-08,67.787,
2009-09,72.729,
2009-10,76.249,
2009-11,73.811,
2009-12,60.864,
2010-01,72.829,
2010-02,68.802,
2010-03,74.770,
2010-04,81.759,
2010-05,81.695,
2010-06,96.851,
2010-07,103.571,
2010-08,102.208,
2010-09,106.430,
2010-10,111.358,
2010-11,112.985,
2010-12,116.319,
2011-01,121.431,
2011-02,118.089,
2011-03,115.207,
2011-04,113.195,
2011-05,98.415,
2011-06,103.371,
2011-07,108.903,
2011-08,104.406,
2011-09,103.062,
2011-10,118.801,
2011-11,91.841,
2011-12,74.569,
2012-01,69.362,
2012-02,77.871,
2012-03,69.225,
2012-04,76.763,
2012-05,83.749,
2012-06,78.079,
2012-07,78.507,
2012-08,74.779,
2012-09,75.754,
2012-10,68.549,
2012-11,60.615,
2012-12,52.025,
2013-01,68.542,
2013-02,66.286,
2013-03,63.924,
2013-04,73.829,
2013-05,70.739,
2013-06,72.383,
2013-07,72.337,
2013-08,67.286,
2013-09,68.394,
2013-10,70.608,
2013-11,77.583,
2013-12,66.640,
2014-01,72.034,
2014-02,75.691,
2014-03,73.849,
2014-04,87.863,
2014-05,83.379,
2014-06,81.992,
2014-07,77.508,
2014-08,68.034,
2014-09,73.100,
2014-10,65.877,
2014-11,90.686,
