"",BBK01.OUM225,BBK01.OUM225_FLAGS
"",Time deposits of domestic banks (MFIs) (exxcluding the Bundesbank) / medium-and longtherm / Mortgage banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:10:43,
1968-12,5.032,
1969-01,5.041,
1969-02,5.056,
1969-03,5.041,
1969-04,5.053,
1969-05,5.090,
1969-06,5.138,
1969-07,5.238,
1969-08,5.269,
1969-09,5.313,
1969-10,5.369,
1969-11,5.391,
1969-12,5.322,
1970-01,5.327,
1970-02,5.354,
1970-03,5.350,
1970-04,5.334,
1970-05,5.329,
1970-06,5.398,
1970-07,5.452,
1970-08,5.454,
1970-09,5.458,
1970-10,5.503,
1970-11,5.536,
1970-12,4.638,
1971-01,4.800,
1971-02,4.776,
1971-03,4.843,
1971-04,4.932,
1971-05,5.032,
1971-06,5.249,
1971-07,5.389,
1971-08,5.553,
1971-09,5.579,
1971-10,5.558,
1971-11,5.663,
1971-12,5.541,
1972-01,5.592,
1972-02,5.603,
1972-03,5.531,
1972-04,5.606,
1972-05,5.645,
1972-06,5.614,
1972-07,4.999,
1972-08,5.002,
1972-09,4.977,
1972-10,5.026,
1972-11,5.066,
1972-12,5.107,
1973-01,5.272,
1973-02,5.054,
1973-03,5.056,
1973-04,5.053,
1973-05,5.117,
1973-06,5.096,
1973-07,5.068,
1973-08,5.112,
1973-09,5.098,
1973-10,5.163,
1973-11,5.311,
1973-12,5.392,
1974-01,5.481,
1974-02,5.570,
1974-03,5.599,
1974-04,5.704,
1974-05,5.837,
1974-06,5.943,
1974-07,6.075,
1974-08,6.119,
1974-09,6.260,
1974-10,6.402,
1974-11,6.653,
1974-12,6.721,
1975-01,7.049,
1975-02,7.097,
1975-03,7.242,
1975-04,7.385,
1975-05,7.483,
1975-06,7.693,
1975-07,7.953,
1975-08,8.125,
1975-09,8.343,
1975-10,8.654,
1975-11,8.797,
1975-12,9.138,
1976-01,9.407,
1976-02,9.534,
1976-03,9.775,
1976-04,9.828,
1976-05,9.793,
1976-06,9.946,
1976-07,10.509,
1976-08,10.493,
1976-09,10.541,
1976-10,10.850,
1976-11,11.165,
1976-12,11.625,
1977-01,12.017,
1977-02,11.855,
1977-03,12.198,
1977-04,12.598,
1977-05,13.070,
1977-06,13.336,
1977-07,13.920,
1977-08,14.424,
1977-09,14.398,
1977-10,15.117,
1977-11,15.610,
1977-12,15.846,
1978-01,16.217,
1978-02,16.485,
1978-03,16.317,
1978-04,16.742,
1978-05,16.788,
1978-06,17.172,
1978-07,17.325,
1978-08,17.922,
1978-09,17.895,
1978-10,18.153,
1978-11,18.474,
1978-12,18.569,
1979-01,18.957,
1979-02,19.032,
1979-03,19.009,
1979-04,19.251,
1979-05,19.482,
1979-06,19.444,
1979-07,19.481,
1979-08,19.633,
1979-09,19.456,
1979-10,19.398,
1979-11,19.343,
1979-12,19.237,
1980-01,19.539,
1980-02,19.527,
1980-03,19.812,
1980-04,19.891,
1980-05,20.068,
1980-06,19.939,
1980-07,20.091,
1980-08,19.970,
1980-09,20.211,
1980-10,20.280,
1980-11,20.477,
1980-12,20.096,
1981-01,20.300,
1981-02,20.465,
1981-03,20.197,
1981-04,20.266,
1981-05,20.455,
1981-06,20.270,
1981-07,20.264,
1981-08,19.934,
1981-09,20.037,
1981-10,20.151,
1981-11,19.998,
1981-12,19.720,
1982-01,20.053,
1982-02,19.888,
1982-03,20.015,
1982-04,20.210,
1982-05,20.139,
