"",BBK01.OUN405,BBK01.OUN405_FLAGS
"",Balances and loans to foreign banks (MFIs) / medium-term / Special purpose banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:46:58,
1999-01,10.261,
1999-02,10.331,
1999-03,10.446,
1999-04,10.254,
1999-05,10.852,
1999-06,10.869,
1999-07,11.086,
1999-08,10.857,
1999-09,10.885,
1999-10,10.961,
1999-11,10.952,
1999-12,10.989,
2000-01,11.009,
2000-02,11.033,
2000-03,10.948,
2000-04,10.910,
2000-05,10.774,
2000-06,10.266,
2000-07,10.309,
2000-08,10.366,
2000-09,10.235,
2000-10,10.249,
2000-11,10.216,
2000-12,10.144,
2001-01,10.072,
2001-02,10.100,
2001-03,10.053,
2001-04,10.086,
2001-05,9.602,
2001-06,9.587,
2001-07,9.559,
2001-08,9.574,
2001-09,9.470,
2001-10,9.490,
2001-11,9.478,
2001-12,9.584,
2002-01,9.722,
2002-02,9.756,
2002-03,9.778,
2002-04,9.776,
2002-05,9.782,
2002-06,2.636,
2002-07,2.635,
2002-08,2.494,
2002-09,2.539,
2002-10,2.458,
2002-11,2.464,
2002-12,2.395,
2003-01,2.381,
2003-02,2.606,
2003-03,2.891,
2003-04,2.890,
2003-05,2.832,
2003-06,3.425,
2003-07,3.558,
2003-08,3.984,
2003-09,3.851,
2003-10,4.066,
2003-11,4.120,
2003-12,4.074,
2004-01,4.233,
2004-02,4.111,
2004-03,3.941,
2004-04,4.186,
2004-05,4.250,
2004-06,4.181,
2004-07,4.158,
2004-08,4.149,
2004-09,4.151,
2004-10,4.165,
2004-11,4.203,
2004-12,4.657,
2005-01,5.019,
2005-02,4.969,
2005-03,5.051,
2005-04,5.171,
2005-05,5.373,
2005-06,5.112,
2005-07,5.112,
2005-08,5.317,
2005-09,5.349,
2005-10,5.266,
2005-11,5.305,
2005-12,5.912,
2006-01,5.584,
2006-02,5.657,
2006-03,5.896,
2006-04,5.787,
2006-05,5.644,
2006-06,5.795,
2006-07,5.783,
2006-08,5.732,
2006-09,5.903,
2006-10,5.943,
2006-11,6.013,
2006-12,6.164,
2007-01,6.320,
2007-02,6.597,
2007-03,6.634,
2007-04,6.610,
2007-05,6.661,
2007-06,6.791,
2007-07,6.772,
2007-08,7.002,
2007-09,6.811,
2007-10,6.671,
2007-11,6.602,
2007-12,6.580,
2008-01,6.351,
2008-02,6.445,
2008-03,6.546,
2008-04,6.788,
2008-05,6.903,
2008-06,6.834,
2008-07,6.533,
2008-08,6.500,
2008-09,6.457,
2008-10,6.468,
2008-11,6.294,
2008-12,6.154,
2009-01,6.205,
2009-02,6.220,
2009-03,6.038,
2009-04,6.009,
2009-05,5.905,
2009-06,5.957,
2009-07,5.858,
2009-08,5.731,
2009-09,5.555,
2009-10,5.563,
2009-11,5.526,
2009-12,5.035,
2010-01,4.971,
2010-02,4.963,
2010-03,4.811,
2010-04,4.797,
2010-05,5.192,
2010-06,5.064,
2010-07,4.010,
2010-08,4.047,
2010-09,3.906,
2010-10,4.020,
2010-11,3.849,
2010-12,3.441,
2011-01,3.359,
2011-02,3.308,
2011-03,2.818,
2011-04,2.650,
2011-05,2.567,
2011-06,2.320,
2011-07,2.406,
2011-08,2.321,
2011-09,2.252,
2011-10,2.164,
2011-11,2.192,
2011-12,2.027,
2012-01,1.864,
2012-02,1.743,
2012-03,1.758,
2012-04,1.684,
2012-05,1.638,
2012-06,1.484,
2012-07,1.428,
2012-08,1.376,
2012-09,1.381,
2012-10,1.315,
2012-11,1.304,
2012-12,1.242,
2013-01,1.239,
2013-02,1.135,
2013-03,1.113,
2013-04,1.127,
2013-05,1.084,
2013-06,0.935,
2013-07,0.947,
2013-08,0.879,
2013-09,0.865,
2013-10,0.923,
2013-11,0.929,
2013-12,0.911,
2014-01,1.063,
2014-02,1.072,
2014-03,1.016,
2014-04,1.065,
2014-05,1.045,
2014-06,0.915,
2014-07,0.943,
2014-08,0.946,
2014-09,0.992,
2014-10,1.039,
2014-11,1.099,
2014-12,1.154,Provisional value
