"",BBK01.OEBB08I,BBK01.OEBB08I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:51,
2002-01,22.773,
2002-04,22.866,
2002-07,22.841,
2002-10,22.825,
2003-01,22.656,
2003-04,22.669,
2003-07,19.787,
2003-10,18.932,
2004-01,19.032,
2004-04,19.242,
2004-07,19.381,
2004-10,19.402,
2005-01,22.445,
2005-04,22.505,
2005-07,22.340,
2005-10,22.784,
2006-01,23.236,
2006-04,23.324,
2006-07,22.687,
2006-10,25.078,
2007-01,26.549,
2007-04,27.464,
2007-07,28.485,
2007-10,29.124,
2008-01,30.585,
2008-04,33.450,
2008-07,34.870,
2008-10,36.920,
2009-01,37.689,
2009-04,40.760,
2009-07,40.800,
2009-10,41.340,
2010-01,41.284,
2010-04,40.987,
2010-07,42.749,
2010-10,42.777,
2011-01,42.505,
2011-04,42.342,
2011-07,42.370,
2011-10,42.759,
2012-01,42.912,
2012-04,42.756,
2012-07,42.770,
2012-10,42.802,
2013-01,42.077,
2013-04,42.648,
2013-07,43.025,
2013-10,43.742,
2014-01,43.909,
2014-04,44.230,
2014-07,44.327,
