"",BBK01.WX0201,BBK01.WX0201_FLAGS
"",Zero-coupon euro swap curve / bootstrapped and interpolated / 29.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:33,
2002-01,5.427,
2002-02,5.562,
2002-03,5.796,
2002-04,5.712,
2002-05,5.745,
2002-06,5.437,
2002-07,5.328,
2002-08,5.183,
2002-09,5.107,
2002-10,5.288,
2002-11,5.264,
2002-12,5.070,
2003-01,4.915,
2003-02,4.964,
2003-03,5.112,
2003-04,5.165,
2003-05,4.913,
2003-06,5.085,
2003-07,5.363,
2003-08,5.187,
2003-09,5.197,
2003-10,5.282,
2003-11,5.361,
2003-12,5.266,
2004-01,5.288,
2004-02,5.207,
2004-03,5.127,
2004-04,5.231,
2004-05,5.383,
2004-06,5.216,
2004-07,5.130,
2004-08,4.984,
2004-09,4.930,
2004-10,4.857,
2004-11,4.689,
2004-12,4.542,
2005-01,4.276,
2005-02,4.429,
2005-03,4.361,
2005-04,4.262,
2005-05,4.092,
2005-06,3.918,
2005-07,4.017,
2005-08,3.834,
2005-09,3.855,
2005-10,4.026,
2005-11,4.039,
2005-12,3.827,
2006-01,4.023,
2006-02,4.014,
2006-03,4.306,
2006-04,4.492,
2006-05,4.613,
2006-06,4.627,
2006-07,4.527,
2006-08,4.317,
2006-09,4.168,
2006-10,4.070,
2006-11,4.045,
2006-12,4.281,
2007-01,4.447,
2007-02,4.313,
2007-03,4.471,
2007-04,4.526,
2007-05,4.748,
2007-06,4.961,
2007-07,4.784,
2007-08,4.817,
2007-09,4.901,
2007-10,4.824,
2007-11,4.914,
2007-12,4.907,
2008-01,4.772,
2008-02,4.705,
2008-03,4.701,
2008-04,4.840,
2008-05,4.989,
2008-06,4.877,
2008-07,4.741,
2008-08,4.611,
2008-09,4.434,
2008-10,4.168,
2008-11,3.486,
2008-12,3.430,
2009-01,3.618,
2009-02,3.426,
2009-03,3.650,
2009-04,3.765,
2009-05,4.017,
2009-06,4.100,
2009-07,4.023,
2009-08,3.936,
2009-09,4.016,
2009-10,3.994,
2009-11,3.851,
2009-12,3.989,
2010-01,3.882,
2010-02,3.751,
2010-03,3.757,
2010-04,3.584,
2010-05,3.213,
2010-06,3.269,
2010-07,3.406,
2010-08,2.579,
2010-09,2.840,
2010-10,2.954,
2010-11,3.167,
2010-12,3.494,
2011-01,3.674,
2011-02,3.666,
2011-03,3.885,
2011-04,3.801,
2011-05,3.661,
2011-06,3.910,
2011-07,3.460,
2011-08,3.227,
2011-09,2.727,
2011-10,2.841,
2011-11,2.847,
2011-12,2.555,
2012-01,2.488,
2012-02,2.523,
2012-03,2.550,
2012-04,2.510,
2012-05,1.862,
2012-06,2.298,
2012-07,2.255,
2012-08,2.232,
2012-09,2.383,
2012-10,2.401,
2012-11,2.361,
2012-12,2.299,
2013-01,2.496,
2013-02,2.471,
2013-03,2.403,
2013-04,2.226,
2013-05,2.497,
2013-06,2.580,
2013-07,2.588,
2013-08,2.777,
2013-09,2.692,
2013-10,2.700,
2013-11,2.683,
2013-12,2.828,
2014-01,2.600,
2014-02,2.594,
2014-03,2.528,
2014-04,2.444,
2014-05,2.354,
2014-06,2.275,
2014-07,2.146,
2014-08,1.824,
2014-09,1.997,
2014-10,1.871,
2014-11,1.673,
2014-12,1.506,
2015-01,1.188,
