"",BBK01.PQ0218,BBK01.PQ0218_FLAGS
"",Lending to domestic non-profit institutions / Short-term / Regional banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:28:08,
1968-10,0.052,
1969-01,0.024,
1969-04,0.031,
1969-07,0.029,
1969-10,0.031,
1970-01,0.034,
1970-04,0.038,
1970-07,0.049,
1970-10,0.043,
1971-01,0.049,
1971-04,0.054,
1971-07,0.056,
1971-10,0.099,
1972-01,0.096,
1972-04,0.106,
1972-07,0.089,
1972-10,0.116,
1973-01,0.117,
1973-04,0.095,
1973-07,0.094,
1973-10,0.106,
1974-01,0.089,
1974-04,0.096,
1974-07,0.098,
1974-10,0.101,
1975-01,0.092,
1975-04,0.104,
1975-07,0.085,
1975-10,0.101,
1976-01,0.096,
1976-04,0.111,
1976-07,0.125,
1976-10,0.099,
1977-01,0.096,
1977-04,0.097,
1977-07,0.100,
1977-10,0.125,
1978-01,0.138,
1978-04,0.145,
1978-07,0.127,
1978-10,0.153,
1979-01,0.159,
1979-04,0.142,
1979-07,0.097,
1979-10,0.257,
1980-01,0.261,
1980-04,0.130,
1980-07,0.157,
1980-10,0.183,
1981-01,0.140,
1981-04,0.144,
1981-07,0.135,
1981-10,0.189,
1982-01,0.178,
1982-04,0.190,
1982-07,0.171,
1982-10,0.201,
1983-01,0.182,
1983-04,0.174,
1983-07,0.140,
1983-10,0.163,
1984-01,0.142,
1984-04,0.254,
1984-07,0.141,
1984-10,0.128,
1985-01,0.142,
1985-04,0.121,
1985-07,0.115,
1985-10,0.135,
1986-01,0.148,
1986-04,0.131,
1986-07,0.118,
1986-10,0.128,
1987-01,0.117,
1987-04,0.149,
1987-07,0.111,
1987-10,0.129,
1988-01,0.109,
1988-04,0.114,
1988-07,0.140,
1988-10,0.150,
1989-01,0.124,
1989-04,0.127,
1989-07,0.133,
1989-10,0.117,
1990-01,0.127,
1990-04,0.127,
1990-07,0.127,
1990-10,0.138,
1991-01,0.130,
1991-04,0.135,
1991-07,0.176,
1991-10,0.191,
1992-01,0.304,
1992-04,0.384,
1992-07,0.378,
1992-10,0.398,
1993-01,0.256,
1993-04,0.241,
1993-07,0.236,
1993-10,0.176,
1994-01,0.182,
1994-04,0.195,
1994-07,0.141,
1994-10,0.154,
1995-01,0.149,
1995-04,0.099,
1995-07,0.132,
1995-10,0.118,
1996-01,0.133,
1996-04,0.154,
1996-07,0.133,
1996-10,0.154,
1997-01,0.176,
1997-04,0.225,
1997-07,0.159,
1997-10,0.109,
1998-01,0.177,
1998-04,0.156,
1998-07,0.176,
1998-10,0.154,
1999-01,0.212,
1999-04,0.211,
1999-07,0.218,
1999-10,0.226,
2000-01,0.204,
2000-04,0.220,
2000-07,0.220,
2000-10,0.189,
2001-01,0.176,
2001-04,0.178,
2001-07,0.204,
2001-10,0.225,
2002-01,0.175,
2002-04,0.213,
2002-07,0.198,
2002-10,0.289,
2003-01,0.277,
2003-04,0.313,
2003-07,0.189,
2003-10,0.125,
2004-01,0.132,
2004-04,0.144,
2004-07,0.099,
2004-10,0.073,
2005-01,0.097,
2005-04,0.092,
2005-07,0.130,
2005-10,0.097,
2006-01,0.133,
2006-04,0.123,
2006-07,0.113,
2006-10,0.092,
2007-01,0.123,
2007-04,0.086,
2007-07,0.099,
2007-10,0.108,
2008-01,0.208,
2008-04,0.143,
2008-07,0.117,
2008-10,0.127,
2009-01,0.195,
2009-04,0.133,
2009-07,0.142,
2009-10,0.113,
2010-01,0.092,
2010-04,0.131,
2010-07,0.099,
2010-10,0.073,
2011-01,0.077,
2011-04,0.214,
2011-07,0.090,
2011-10,0.066,
2012-01,0.169,
2012-04,0.096,
2012-07,0.097,
2012-10,0.084,
2013-01,0.079,
2013-04,0.080,
2013-07,0.066,
2013-10,0.079,
2014-01,0.078,
2014-04,0.097,
2014-07,0.088,
2014-10,0.074,
