"",BBK01.TUE374,BBK01.TUE374_FLAGS
"",Deposits of enterprises and households / At agreed notice of up to 3 months / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:07,
1997-09,1064405,
1997-10,1066889,
1997-11,1070078,
1997-12,1105739,
1998-01,1124263,
1998-02,1127237,
1998-03,1128730,
1998-04,1130797,
1998-05,1134362,
1998-06,1133354,
1998-07,1134059,
1998-08,1136231,
1998-09,1135130,
1998-10,1139697,
1998-11,1140359,
1998-12,1174853,
1999-01,1189190,
1999-02,1191482,
1999-03,1189889,
1999-04,1195440,
1999-05,1200531,
1999-06,1206006,
1999-07,1210484,
1999-08,1210450,
1999-09,1207238,
1999-10,1204838,
1999-11,1199594,
1999-12,1215946,
2000-01,1217170,
2000-02,1206445,
2000-03,1195703,
2000-04,1188665,
2000-05,1179715,
2000-06,1172989,
2000-07,1165297,
2000-08,1158611,
2000-09,1149234,
2000-10,1139687,
2000-11,1130563,
2000-12,1148756,
2001-01,1153244,
2001-02,1146688,
2001-03,1146551,
2001-04,1148748,
2001-05,1148745,
2001-06,1157169,
2001-07,1161128,
2001-08,1165347,
2001-09,1171199,
2001-10,1181848,
2001-11,1195267,
2001-12,1231738,
2002-01,1249153,
2002-02,1252027,
2002-03,1255732,
2002-04,1248686,
2002-05,1250617,
2002-06,1256336,
2002-07,1258892,
2002-08,1263416,
2002-09,1265529,
2002-10,1272833,
2002-11,1284678,
2002-12,1313373,
2003-01,1311717,
2003-02,1324774,
2003-03,1337534,
2003-04,1345837,
2003-05,1352626,
2003-06,1365636,
2003-07,1376337,
2003-08,1382416,
2003-09,1382265,
2003-10,1386292,
2003-11,1391546,
2003-12,1424602,
2004-01,1440242,
2004-02,1446077,
2004-03,1450170,
2004-04,1456759,
2004-05,1461695,
2004-06,1472942,
2004-07,1479447,
2004-08,1482909,
2004-09,1483747,
2004-10,1486598,
2004-11,1491983,
2004-12,1521488,
2005-01,1532553,
2005-02,1534946,
2005-03,1538746,
2005-04,1544297,
2005-05,1549457,
2005-06,1390216,
2005-07,1394381,
2005-08,1396568,
2005-09,1397390,
2005-10,1396314,
2005-11,1393844,
2005-12,1408845,
2006-01,1422121,
2006-02,1423568,
2006-03,1424382,
2006-04,1421955,
2006-05,1421196,
2006-06,1418149,
2006-07,1414474,
2006-08,1412892,
2006-09,1408895,
2006-10,1402203,
2006-11,1394113,
2006-12,1406756,
2007-01,1407115,
2007-02,1395670,
2007-03,1393213,
2007-04,1385768,
2007-05,1383563,
2007-06,1377735,
2007-07,1368672,
2007-08,1360599,
2007-09,1354365,
2007-10,1486074,
2007-11,1479854,
2007-12,1500863,
2008-01,1507981,
2008-02,1505677,
2008-03,1511710,
2008-04,1511335,
2008-05,1508128,
2008-06,1505069,
2008-07,1496233,
2008-08,1494351,
2008-09,1484567,
2008-10,1482666,
2008-11,1487342,
2008-12,1531422,
2009-01,1576914,
2009-02,1599861,
2009-03,1619973,
2009-04,1643877,
2009-05,1657940,
2009-06,1669704,
2009-07,1688165,
2009-08,1704934,
2009-09,1711522,
2009-10,1726029,
2009-11,1729993,
2009-12,1766969,
2010-01,1796927,
2010-02,1805860,
2010-03,1814734,
2010-04,1824112,
2010-05,1823080,
2010-06,1822864,
2010-07,1832976,
2010-08,1845882,
2010-09,1848664,
2010-10,1852404,
2010-11,1856558,
2010-12,1877675,
2011-01,1898282,
2011-02,1899330,
2011-03,1904357,
2011-04,1909404,
2011-05,1910585,
2011-06,1908811,
2011-07,1911224,
2011-08,1916595,
2011-09,1911564,
2011-10,1909386,
2011-11,1915170,
2011-12,1928192,
2012-01,1944857,
2012-02,1951145,
2012-03,1960917,
2012-04,1965196,
2012-05,1971768,
2012-06,1978074,
2012-07,1983440,
2012-08,1993473,
2012-09,1995333,
2012-10,2005904,
2012-11,2013383,
2012-12,2042773,
2013-01,2064111,
2013-02,2072274,
2013-03,2078333,
2013-04,2084123,
2013-05,2087092,
2013-06,2087315,
2013-07,2090190,
2013-08,2091252,
2013-09,2085608,
2013-10,2078855,
2013-11,2080298,
2013-12,2084536,
2014-01,2096503,
2014-02,2094648,
2014-03,2098485,
2014-04,2096546,
2014-05,2098371,
2014-06,2097176,
2014-07,2095188,
2014-08,2097453,
2014-09,2091912,
2014-10,2084488,
2014-11,2088727,
2014-12,2087883,
2015-01,2093792,
