"",BBK01.QUY853,BBK01.QUY853_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign enterprises and households / Thailand / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:39:56,
2002-03,0.397,
2002-04,0.335,
2002-05,0.313,
2002-06,0.333,
2002-07,0.290,
2002-08,0.279,
2002-09,0.272,
2002-10,0.287,
2002-11,0.434,
2002-12,0.199,
2003-01,0.204,
2003-02,0.230,
2003-03,0.235,
2003-04,0.245,
2003-05,0.239,
2003-06,0.214,
2003-07,0.367,
2003-08,0.274,
2003-09,0.250,
2003-10,0.247,
2003-11,0.223,
2003-12,0.318,
2004-01,0.300,
2004-02,0.320,
2004-03,0.311,
2004-04,0.196,
2004-05,0.219,
2004-06,0.202,
2004-07,0.252,
2004-08,0.224,
2004-09,0.280,
2004-10,0.210,
2004-11,0.207,
2004-12,0.212,
2005-01,0.186,
2005-02,0.188,
2005-03,0.206,
2005-04,0.296,
2005-05,0.452,
2005-06,0.704,
2005-07,0.825,
2005-08,0.602,
2005-09,0.541,
2005-10,0.658,
2005-11,0.579,
2005-12,0.633,
2006-01,0.411,
2006-02,0.353,
2006-03,0.314,
2006-04,0.383,
2006-05,0.611,
2006-06,0.348,
2006-07,0.335,
2006-08,0.448,
2006-09,0.522,
2006-10,0.536,
2006-11,0.463,
2006-12,0.345,
2007-01,0.338,
2007-02,0.294,
2007-03,0.339,
2007-04,0.279,
2007-05,0.313,
2007-06,0.298,
2007-07,1.377,
2007-08,0.772,
2007-09,1.183,
2007-10,0.522,
2007-11,0.450,
2007-12,0.598,
2008-01,0.395,
2008-02,0.309,
2008-03,0.266,
2008-04,0.622,
2008-05,0.775,
2008-06,0.586,
2008-07,0.811,
2008-08,0.955,
2008-09,0.895,
2008-10,0.830,
2008-11,0.746,
2008-12,0.738,
2009-01,0.756,
2009-02,0.738,
2009-03,0.790,
2009-04,0.817,
2009-05,0.898,
2009-06,0.708,
2009-07,0.936,
2009-08,0.792,
2009-09,0.882,
2009-10,0.819,
2009-11,0.687,
2009-12,0.571,
2010-01,0.420,
2010-02,0.352,
2010-03,0.441,
2010-04,0.384,
2010-05,0.220,
2010-06,0.137,
2010-07,0.360,
2010-08,0.672,
2010-09,0.762,
2010-10,0.754,
2010-11,0.713,
2010-12,0.593,
2011-01,0.657,
2011-02,0.680,
2011-03,0.385,
2011-04,0.804,
2011-05,0.189,
2011-06,0.218,
2011-07,0.176,
2011-08,0.229,
2011-09,0.157,
2011-10,0.077,
2011-11,0.061,
2011-12,0.155,
2012-01,0.318,
2012-02,0.878,
2012-03,0.276,
2012-04,0.339,
2012-05,0.615,
2012-06,0.545,
2012-07,0.550,
2012-08,0.661,
2012-09,0.566,
2012-10,0.616,
2012-11,0.574,
2012-12,0.322,
2013-01,0.462,
2013-02,0.531,
2013-03,0.482,
2013-04,0.397,
2013-05,0.114,
2013-06,0.054,
2013-07,0.160,
2013-08,0.062,
2013-09,0.180,
2013-10,0.141,
2013-11,0.082,
2013-12,0.061,
2014-01,0.037,
2014-02,0.035,
2014-03,0.081,
2014-04,0.090,
2014-05,0.065,
2014-06,0.104,
2014-07,0.093,
2014-08,0.070,
2014-09,0.063,
2014-10,0.072,
