"",BBDR1.A.DE0127.N.BBK.BRHTTWK.P.I11.A,BBDR1.A.DE0127.N.BBK.BRHTTWK.P.I11.A_FLAGS
"",Residential property price index Deutsche Bundesbank / Re-occupied terraced housing and single-family detached homes; transaction-based property and regional weighting / 127 cities / Unadjusted figure,
unit,2011=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-16 09:12:00,
2004,95.8,
2005,95.3,
2006,95.0,
2007,95.4,
2008,95.6,
2009,95.7,
2010,97.2,
2011,100.0,
2012,104.2,
2013,109.1,
2014,114.2,
