"",BBK01.QUW210,BBK01.QUW210_FLAGS
"",Foreign branches in Luxembourg: Long-term liabilities to foreign banks / In the country of domicile of the branch / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:41:38,
2001-12,0.088,
2002-01,0.092,
2002-02,0.086,
2002-03,0.070,
2002-04,0.077,
2002-05,0.085,
2002-06,0.126,
2002-07,0.208,
2002-08,0.208,
2002-09,0.157,
2002-10,0.750,
2002-11,0.749,
2002-12,0.787,
2003-01,0.906,
2003-02,0.944,
2003-03,1.034,
2003-04,1.224,
2003-05,1.175,
2003-06,1.195,
2003-07,0.664,
2003-08,0.509,
2003-09,0.491,
2003-10,0.569,
2003-11,0.559,
2003-12,0.501,
2004-01,0.523,
2004-02,0.519,
2004-03,0.572,
2004-04,0.540,
2004-05,0.532,
2004-06,0.494,
2004-07,0.485,
2004-08,0.423,
2004-09,0.411,
2004-10,0.442,
2004-11,0.423,
2004-12,0.539,
2005-01,0.767,
2005-02,0.673,
2005-03,0.645,
2005-04,0.737,
2005-05,0.850,
2005-06,0.865,
2005-07,0.994,
2005-08,1.032,
2005-09,1.138,
2005-10,1.186,
2005-11,1.126,
2005-12,1.749,
2006-01,1.255,
2006-02,1.266,
2006-03,1.223,
2006-04,1.119,
2006-05,1.113,
2006-06,1.187,
2006-07,1.102,
2006-08,1.537,
2006-09,1.506,
2006-10,1.590,
2006-11,1.505,
2006-12,1.345,
2007-01,1.292,
2007-02,1.272,
2007-03,1.541,
2007-04,1.474,
2007-05,1.489,
2007-06,1.296,
2007-07,1.207,
2007-08,1.200,
2007-09,1.176,
2007-10,1.150,
2007-11,1.147,
2007-12,1.373,
2008-01,1.272,
2008-02,1.271,
2008-03,1.230,
2008-04,1.229,
2008-05,1.151,
2008-06,1.327,
2008-07,1.159,
2008-08,1.421,
2008-09,1.468,
2008-10,1.492,
2008-11,1.511,
2008-12,1.464,
2009-01,1.467,
2009-02,1.444,
2009-03,1.426,
2009-04,1.411,
2009-05,1.384,
2009-06,1.771,
2009-07,1.769,
2009-08,1.764,
2009-09,1.787,
2009-10,1.432,
2009-11,1.592,
2009-12,1.734,
2010-01,3.778,
2010-02,3.753,
2010-03,4.026,
2010-04,3.347,
2010-05,3.205,
2010-06,2.721,
2010-07,2.195,
2010-08,2.246,
2010-09,2.224,
2010-10,2.224,
2010-11,2.225,
2010-12,2.237,
2011-01,2.237,
2011-02,2.230,
2011-03,2.230,
2011-04,2.497,
2011-05,2.590,
2011-06,2.844,
2011-07,2.884,
2011-08,2.883,
2011-09,2.951,
2011-10,2.949,
2011-11,2.901,
2011-12,3.096,
2012-01,3.086,
2012-02,3.108,
2012-03,2.994,
2012-04,2.890,
2012-05,2.881,
2012-06,2.705,
2012-07,2.675,
2012-08,2.666,
2012-09,2.522,
2012-10,2.514,
2012-11,2.514,
2012-12,2.501,
2013-01,2.524,
2013-02,2.504,
2013-03,2.510,
2013-04,2.508,
2013-05,2.509,
2013-06,2.517,
2013-07,2.512,
2013-08,2.513,
2013-09,2.507,
2013-10,2.503,
2013-11,2.504,
2013-12,2.490,
2014-01,2.454,
2014-02,2.446,
2014-03,2.446,
2014-04,2.442,
2014-05,2.447,
2014-06,2.601,
2014-07,2.605,
2014-08,2.609,
2014-09,2.621,
2014-10,2.622,
2014-11,2.621,
