"",BBK01.WU0016,BBK01.WU0016_FLAGS
"",Amounts outstanding of debt securities issued by residents / Total,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-11 10:15:48,
1948-01,-,Nothing exists
1948-02,-,Nothing exists
1948-03,-,Nothing exists
1948-04,-,Nothing exists
1948-05,-,Nothing exists
1948-06,-,Nothing exists
1948-07,-,Nothing exists
1948-08,-,Nothing exists
1948-09,0,
1948-10,9,
1948-11,10,
1948-12,10,
1949-01,34,
1949-02,39,
1949-03,52,
1949-04,76,
1949-05,82,
1949-06,128,
1949-07,317,
1949-08,329,
1949-09,347,
1949-10,369,
1949-11,379,
1949-12,403,
1950-01,462,
1950-02,479,
1950-03,493,
1950-04,504,
1950-05,519,
1950-06,538,
1950-07,559,
1950-08,588,
1950-09,687,
1950-10,704,
1950-11,723,
1950-12,749,
1951-01,780,
1951-02,796,
1951-03,814,
1951-04,856,
1951-05,873,
1951-06,891,
1951-07,924,
1951-08,956,
1951-09,995,
1951-10,1053,
1951-11,1079,
1951-12,1131,
1952-01,1182,
1952-02,1204,
1952-03,1248,
1952-04,1299,
1952-05,1421,
1952-06,1441,
1952-07,1468,
1952-08,1497,
1952-09,1530,
1952-10,1572,
1952-11,1639,
1952-12,1923,
1953-01,2165,
1953-02,2221,
1953-03,2307,
1953-04,2400,
1953-05,2489,
1953-06,2552,
1953-07,2675,
1953-08,2790,
1953-09,2902,
1953-10,3045,
1953-11,3155,
1953-12,3388,
1954-01,3585,
1954-02,3788,
1954-03,3996,
1954-04,4274,
1954-05,4404,
1954-06,4772,comment
1954-07,5023,
1954-08,5180,
1954-09,5323,
1954-10,5431,
1954-11,5567,
1954-12,5744,
1955-01,6071,
1955-02,6183,
1955-03,6211,
1955-04,6310,
1955-05,6416,
1955-06,6645,
1955-07,6896,
1955-08,7172,
1955-09,7312,
1955-10,7424,
1955-11,7472,
1955-12,7588,
1956-01,7649,
1956-02,7744,
1956-03,7841,
1956-04,7930,
1956-05,7998,
1956-06,8081,
1956-07,8145,
1956-08,8293,
1956-09,8462,
1956-10,8556,
1956-11,8613,
1956-12,8686,
1957-01,8860,
1957-02,8948,
1957-03,9073,
1957-04,9170,
1957-05,9301,
1957-06,9420,
1957-07,9611,
1957-08,9789,
1957-09,10000,
1957-10,10255,
1957-11,10255,
1957-12,10444,
1958-01,10726,
1958-02,11093,
1958-03,11428,
1958-04,11832,
1958-05,12234,
1958-06,12439,
1958-07,12874,
1958-08,13184,
1958-09,13348,
1958-10,13871,
1958-11,14066,
1958-12,14236,
1959-01,14946,
1959-02,15303,
1959-03,15538,
1959-04,16060,
1959-05,16604,
1959-06,16599,comment
1959-07,17066,
1959-08,17423,
1959-09,17601,
1959-10,17790,
1959-11,18184,
1959-12,18443,
1960-01,18848,
1960-02,18999,
1960-03,19168,
1960-04,19263,
1960-05,19348,
1960-06,19392,
1960-07,19612,
1960-08,19826,
1960-09,20113,
1960-10,20327,
1960-11,20525,
1960-12,20662,
1961-01,21415,
1961-02,21798,
1961-03,22196,
1961-04,22462,
1961-05,22817,
1961-06,23116,
1961-07,23391,
1961-08,23607,
1961-09,23766,
1961-10,24047,
1961-11,24353,
1961-12,24741,
1962-01,25395,
1962-02,26054,
1962-03,26344,
1962-04,26682,
1962-05,27140,
1962-06,27341,
1962-07,27997,
1962-08,28433,
1962-09,28727,
1962-10,29075,
1962-11,29292,
1962-12,29614,
1963-01,30572,
1963-02,31143,
1963-03,31529,
1963-04,32063,
1963-05,32585,
1963-06,32991,
1963-07,33408,
1963-08,33923,
1963-09,34219,
1963-10,34863,
1963-11,35336,
1963-12,35783,
1964-01,37125,
1964-02,37569,
1964-03,38090,
1964-04,38590,
1964-05,39058,
1964-06,39506,
1964-07,40009,
1964-08,40605,
1964-09,41088,
1964-10,41707,
1964-11,42129,
1964-12,42689,
1965-01,43796,
1965-02,44444,
1965-03,44966,
1965-04,45622,
1965-05,46067,
1965-06,46704,
1965-07,47526,
1965-08,47779,
1965-09,48008,
1965-10,48395,
1965-11,48836,
1965-12,49064,
1966-01,49771,
1966-02,49997,
1966-03,50343,
1966-04,50495,
1966-05,50633,
1966-06,50707,
1966-07,50926,
1966-08,50995,
1966-09,51152,
1966-10,51284,
1966-11,51428,
1966-12,51888,
1967-01,52861,
1967-02,53499,
1967-03,54083,
1967-04,54470,
1967-05,55149,
1967-06,55587,
1967-07,56605,
1967-08,57180,
1967-09,57826,
1967-10,58681,
1967-11,59524,
1967-12,59596,comment
1968-01,61234,
1968-02,62075,
1968-03,62696,
1968-04,63323,
1968-05,64037,
1968-06,64639,
1968-07,65550,
1968-08,66203,
1968-09,66623,
1968-10,67345,
1968-11,67677,
1968-12,68829,comment
1969-01,67299,
1969-02,68049,
1969-03,68435,
1969-04,68966,
1969-05,69566,
1969-06,69933,
1969-07,70642,
1969-08,71616,
1969-09,72147,
1969-10,72950,
1969-11,73411,
1969-12,73087,
1970-01,73294,
1970-02,73598,
1970-03,74469,
1970-04,75432,
1970-05,75722,
1970-06,76001,
1970-07,76897,
1970-08,77655,
1970-09,78247,
1970-10,78809,
1970-11,79636,
1970-12,80787,
1971-01,81751,
1971-02,82220,
1971-03,83036,
1971-04,84541,
1971-05,85387,
1971-06,85590,
1971-07,86499,
1971-08,87374,
1971-09,88392,
1971-10,89650,
1971-11,90603,
1971-12,91660,
1972-01,95176,
1972-02,97525,
1972-03,99489,
1972-04,100926,
1972-05,102302,
1972-06,103602,
1972-07,105561,
1972-08,106690,
1972-09,107650,
1972-10,108553,
1972-11,109066,
1972-12,109578,
1973-01,111006,
1973-02,113243,
1973-03,114719,
1973-04,115122,
1973-05,115777,
1973-06,117338,
1973-07,119124,
1973-08,120948,
1973-09,121270,
1973-10,123360,comment
1973-11,123960,
1973-12,123368,
1974-01,124733,
1974-02,124965,
1974-03,125453,
1974-04,126377,
1974-05,127501,
1974-06,128590,
1974-07,129485,
1974-08,131710,
1974-09,132849,
1974-10,133929,
1974-11,135962,
1974-12,136995,
1975-01,139928,
1975-02,142725,
1975-03,144452,
1975-04,147798,
1975-05,149944,
1975-06,152161,
1975-07,154061,
1975-08,155583,
1975-09,157374,
1975-10,158884,
1975-11,160179,
1975-12,162009,
1976-01,165596,
1976-02,168136,
1976-03,170754,
1976-04,172092,
1976-05,174493,
1976-06,175285,
1976-07,178134,
1976-08,180960,
1976-09,182678,
1976-10,183867,
1976-11,185608,
1976-12,186736,
1977-01,189819,
1977-02,191569,
1977-03,193676,
