"",BBK01.TU2061,BBK01.TU2061_FLAGS
"",Lending to non-banks (non-MFIs) / Loans / to German non-banks / Total,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:38,
1984-12,20.070,
1985-01,19.763,
1985-02,20.113,
1985-03,19.066,
1985-04,18.961,
1985-05,18.848,
1985-06,19.401,
1985-07,19.508,
1985-08,20.066,
1985-09,19.975,
1985-10,19.030,
1985-11,19.276,
1985-12,18.637,
1986-01,18.405,
1986-02,18.010,
1986-03,18.297,
1986-04,18.002,
1986-05,17.643,
1986-06,17.547,
1986-07,17.094,
1986-08,17.145,
1986-09,16.512,
1986-10,16.031,
1986-11,15.743,
1986-12,14.347,
1987-01,14.765,
1987-02,14.821,
1987-03,14.639,
1987-04,14.545,
1987-05,14.499,
1987-06,14.304,
1987-07,14.203,
1987-08,14.202,
1987-09,14.197,
1987-10,14.761,
1987-11,14.752,
1987-12,14.151,
1988-01,14.664,
1988-02,14.773,
1988-03,14.637,
1988-04,14.504,
1988-05,14.612,
1988-06,14.939,
1988-07,15.165,
1988-08,15.293,
1988-09,15.390,
1988-10,15.406,
1988-11,15.266,
1988-12,14.709,
1989-01,14.852,
1989-02,14.659,
1989-03,15.018,
1989-04,15.087,
1989-05,14.878,
1989-06,14.861,
1989-07,15.313,
1989-08,15.444,
1989-09,14.951,
1989-10,15.135,
1989-11,15.391,
1989-12,14.811,
1990-01,15.452,
1990-02,15.819,
1990-03,16.155,
1990-04,16.237,
1990-05,16.583,
1990-06,16.806,
1990-07,17.519,
1990-08,17.762,
1990-09,17.782,
1990-10,18.126,
1990-11,19.375,
1990-12,17.896,
1991-01,18.750,
1991-02,20.484,
1991-03,20.008,
1991-04,20.592,
1991-05,20.596,
1991-06,21.318,
1991-07,21.127,
1991-08,21.276,
1991-09,21.677,
1991-10,21.338,
1991-11,22.395,
1991-12,23.309,
1992-01,24.093,
1992-02,24.306,
1992-03,23.528,
1992-04,22.893,
1992-05,23.042,
1992-06,24.658,
1992-07,25.987,
1992-08,25.790,
1992-09,27.672,
1992-10,27.865,
1992-11,28.274,
1992-12,28.141,
1993-01,28.694,
1993-02,28.943,
1993-03,27.533,
1993-04,27.869,
1993-05,26.635,
1993-06,26.203,
1993-07,26.447,
1993-08,26.690,
1993-09,25.657,
1993-10,25.374,
1993-11,25.726,
1993-12,27.112,
1994-01,27.703,
1994-02,26.289,
1994-03,26.170,
1994-04,25.653,
1994-05,26.053,
1994-06,26.118,
1994-07,26.526,
1994-08,27.052,
1994-09,26.814,
1994-10,26.496,
1994-11,27.074,
1994-12,28.155,
1995-01,28.940,
1995-02,28.354,
1995-03,27.853,
1995-04,28.260,
1995-05,27.959,
1995-06,27.745,
1995-07,29.738,
1995-08,29.287,
1995-09,30.175,
1995-10,29.707,
1995-11,31.451,
1995-12,32.772,
