"",BBK01.OECB04H,BBK01.OECB04H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:51,
2002-01,150.829,
2002-04,149.638,
2002-07,147.754,
2002-10,146.579,
2003-01,144.553,
2003-04,142.602,
2003-07,139.064,
2003-10,136.043,
2004-01,133.409,
2004-04,131.911,
2004-07,130.091,
2004-10,127.537,
2005-01,131.154,
2005-04,128.802,
2005-07,127.164,
2005-10,124.874,
2006-01,122.441,
2006-04,119.710,
2006-07,118.338,
2006-10,115.522,
2007-01,112.009,
2007-04,109.782,
2007-07,107.227,
2007-10,104.696,
2008-01,102.482,
2008-04,100.774,
2008-07,99.208,
2008-10,96.737,
2009-01,94.338,
2009-04,63.343,
2009-07,61.897,
2009-10,60.376,
2010-01,59.280,
2010-04,58.870,
2010-07,56.490,
2010-10,57.360,
2011-01,54.389,
2011-04,53.505,
2011-07,53.630,
2011-10,53.153,
2012-01,52.789,
2012-04,52.243,
2012-07,51.576,
2012-10,50.225,
2013-01,49.931,
2013-04,49.340,
2013-07,48.603,
2013-10,48.066,
2014-01,47.314,
2014-04,47.079,
2014-07,47.547,
