"",BBK01.OEAE01H,BBK01.OEAE01H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:03:02,
2002-01,157.966,
2002-04,157.553,
2002-07,156.903,
2002-10,155.936,
2003-01,151.469,
2003-04,149.167,
2003-07,147.091,
2003-10,150.710,
2004-01,146.990,
2004-04,146.979,
2004-07,145.310,
2004-10,142.699,
2005-01,141.992,
2005-04,141.630,
2005-07,139.835,
2005-10,139.576,
2006-01,138.104,
2006-04,136.021,
2006-07,134.899,
2006-10,132.412,
2007-01,131.163,
2007-04,129.251,
2007-07,130.717,
2007-10,131.395,
2008-01,131.269,
2008-04,131.183,
2008-07,129.797,
2008-10,126.658,
2009-01,124.430,
2009-04,107.870,
2009-07,106.880,
2009-10,106.723,
2010-01,102.550,
2010-04,101.491,
2010-07,100.275,
2010-10,100.126,
2011-01,99.725,
2011-04,100.185,
2011-07,102.497,
2011-10,103.402,
2012-01,102.813,
2012-04,106.490,
2012-07,106.363,
2012-10,107.319,
2013-01,107.356,
2013-04,108.264,
2013-07,107.298,
2013-10,107.709,
2014-01,108.079,
2014-04,108.482,
2014-07,109.419,
