"",BBK01.TUD423,BBK01.TUD423_FLAGS
"",Lending to non-banks non-MFIs) in the euro area / General government / Securities / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:09,
1979-12,1241,
1980-01,1537,
1980-02,1543,
1980-03,1594,
1980-04,1589,
1980-05,1580,
1980-06,1640,
1980-07,1662,
1980-08,1658,
1980-09,1679,
1980-10,1751,
1980-11,1822,
1980-12,1761,
1981-01,1705,
1981-02,1713,
1981-03,1686,
1981-04,1758,
1981-05,1741,
1981-06,1737,
1981-07,1740,
1981-08,1778,
1981-09,1777,
1981-10,1783,
1981-11,1749,
1981-12,1812,
1982-01,1819,
1982-02,1841,
1982-03,1892,
1982-04,1920,
1982-05,1879,
1982-06,1903,
1982-07,1737,
1982-08,1734,
1982-09,1658,
1982-10,1622,
1982-11,1660,
1982-12,1586,
1983-01,1544,
1983-02,1575,
1983-03,1583,
1983-04,1567,
1983-05,1537,
1983-06,1594,
1983-07,1425,
1983-08,1407,
1983-09,1389,
1983-10,1437,
1983-11,1456,
1983-12,1493,
1984-01,1419,
1984-02,1282,
1984-03,1301,
1984-04,1399,
1984-05,1483,
1984-06,1606,
1984-07,1651,
1984-08,1622,
1984-09,1626,
1984-10,1664,
1984-11,1552,
1984-12,1583,
1985-01,1664,
1985-02,1987,
1985-03,1941,
1985-04,1879,
1985-05,1842,
1985-06,1859,
1985-07,1862,
1985-08,1869,
1985-09,1919,
1985-10,2068,
1985-11,2308,
1985-12,2219,
1986-01,2127,
1986-02,2092,
1986-03,2165,
1986-04,2262,
1986-05,2737,
1986-06,2839,
1986-07,2977,
1986-08,2742,
1986-09,2902,
1986-10,2929,
1986-11,2805,
1986-12,2704,
1987-01,2635,
1987-02,2751,
1987-03,2890,
1987-04,2826,
1987-05,2885,
1987-06,3072,
1987-07,3134,
1987-08,3169,
1987-09,3169,
1987-10,3114,
1987-11,2948,
1987-12,2936,
1988-01,3003,
1988-02,3006,
1988-03,3313,
1988-04,3312,
1988-05,3444,
1988-06,3584,
1988-07,3701,
1988-08,3672,
1988-09,3623,
1988-10,3517,
1988-11,3544,
1988-12,3555,
1989-01,3947,
1989-02,4057,
1989-03,4148,
1989-04,4037,
1989-05,3971,
1989-06,3972,
1989-07,4017,
1989-08,4142,
1989-09,4326,
1989-10,4385,
1989-11,4366,
1989-12,4356,
1990-01,4556,
1990-02,4795,
1990-03,5102,
1990-04,5280,
1990-05,5410,
1990-06,5457,
1990-07,5531,
1990-08,5809,
1990-09,5976,
1990-10,6012,
1990-11,6157,
1990-12,6201,
1991-01,6194,
1991-02,6358,
1991-03,6674,
1991-04,6840,
1991-05,7044,
1991-06,7257,
1991-07,7148,
1991-08,7201,
1991-09,7376,
1991-10,7446,
1991-11,7938,
1991-12,8092,
1992-01,8236,
1992-02,9047,
1992-03,9007,
1992-04,9320,
1992-05,9378,
1992-06,10033,
1992-07,9935,
1992-08,9870,
1992-09,9680,
1992-10,10192,
1992-11,10658,
1992-12,10628,
1993-01,10706,
1993-02,11397,
1993-03,11979,
1993-04,12363,
1993-05,12524,
1993-06,12549,
1993-07,12498,
1993-08,12578,
1993-09,12539,
1993-10,12891,
1993-11,12960,
1993-12,13422,
1994-01,13113,
1994-02,14581,
1994-03,14601,
1994-04,14808,
1994-05,15042,
1994-06,15032,
1994-07,15662,
1994-08,15610,
1994-09,15875,
1994-10,15413,
1994-11,15480,
1994-12,15483,
1995-01,15493,
1995-02,15749,
1995-03,16453,
1995-04,16861,
1995-05,17965,
1995-06,18015,
1995-07,17883,
1995-08,18148,
1995-09,19022,
1995-10,19068,
1995-11,19578,
1995-12,19209,
1996-01,19377,
1996-02,20293,
1996-03,21072,
1996-04,21369,
1996-05,21334,
1996-06,21593,
1996-07,22834,
1996-08,22307,
1996-09,22506,
1996-10,22651,
1996-11,24087,
1996-12,24952,
1997-01,25499,
1997-02,26596,
1997-03,26631,
1997-04,28725,
1997-05,29645,
1997-06,31489,
1997-07,37302,
1997-08,37254,
1997-09,37177,
1997-10,39895,
1997-11,38620,
1997-12,37794,
1998-01,39852,
1998-02,40695,
1998-03,41819,
1998-04,42627,
1998-05,48982,
1998-06,51541,
1998-07,51028,
1998-08,49734,
1998-09,49919,
1998-10,57260,
1998-11,58621,
1998-12,61307,
1999-01,52623,
1999-02,50972,
1999-03,57778,
1999-04,63841,
1999-05,69490,
1999-06,69313,
1999-07,71148,
1999-08,73845,
1999-09,78251,
1999-10,82393,
1999-11,81705,
1999-12,82834,
2000-01,85480,
2000-02,87394,
2000-03,89631,
2000-04,89231,
2000-05,88490,
2000-06,87823,
2000-07,85902,
2000-08,84877,
2000-09,86738,
2000-10,87580,
2000-11,84739,
2000-12,83540,
2001-01,93509,
2001-02,95835,
2001-03,94872,
2001-04,95914,
2001-05,99673,
2001-06,96337,
2001-07,97319,
2001-08,101475,
2001-09,100671,
2001-10,96235,
2001-11,93143,
2001-12,94816,
2002-01,96417,
2002-02,96818,
2002-03,99613,
2002-04,100243,
2002-05,101769,
2002-06,101240,
2002-07,104743,
2002-08,105443,
2002-09,106322,
2002-10,102926,
2002-11,101605,
2002-12,97487,
