"",BBK01.RU5746,BBK01.RU5746_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Brazil / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:19:57,
1982-06,0.313,
1982-07,0.310,
1982-08,0.298,
1982-09,0.405,
1982-10,0.301,
1982-11,0.327,
1982-12,0.293,
1983-01,0.273,
1983-02,0.276,
1983-03,0.299,
1983-04,0.277,
1983-05,0.269,
1983-06,0.268,
1983-07,0.297,
1983-08,0.344,
1983-09,0.315,
1983-10,0.347,
1983-11,0.267,
1983-12,0.379,
1984-01,0.305,
1984-02,0.301,
1984-03,0.307,
1984-04,0.405,
1984-05,0.366,
1984-06,0.480,
1984-07,0.401,
1984-08,0.321,
1984-09,0.419,
1984-10,0.337,
1984-11,0.350,
1984-12,0.345,
1985-01,0.418,
1985-02,0.298,
1985-03,0.297,
1985-04,0.364,
1985-05,0.361,
1985-06,0.341,
1985-07,0.278,
1985-08,0.280,
1985-09,0.320,
1985-10,0.270,
1985-11,0.251,
1985-12,0.295,
1986-01,0.283,
1986-02,0.394,
1986-03,0.425,
1986-04,0.401,
1986-05,0.352,
1986-06,0.359,
1986-07,0.361,
1986-08,0.365,
1986-09,0.402,
1986-10,0.341,
1986-11,0.343,
1986-12,0.503,
1987-01,0.443,
1987-02,0.376,
1987-03,0.350,
1987-04,0.334,
1987-05,0.369,
1987-06,0.314,
1987-07,0.440,
1987-08,0.324,
1987-09,0.368,
1987-10,0.319,
1987-11,0.304,
1987-12,0.316,
1988-01,0.331,
1988-02,0.329,
1988-03,0.320,
1988-04,0.344,
1988-05,0.436,
1988-06,0.442,
1988-07,0.369,
1988-08,0.364,
1988-09,0.408,
1988-10,0.388,
1988-11,0.335,
1988-12,0.455,
1989-01,0.329,
1989-02,0.325,
1989-03,0.316,
1989-04,0.325,
1989-05,0.342,
1989-06,0.339,
1989-07,0.351,
1989-08,0.370,
1989-09,0.369,
1989-10,0.353,
1989-11,0.350,
1989-12,0.342,
1990-01,0.368,
1990-02,0.366,
1990-03,0.360,
1990-04,0.379,
1990-05,0.384,
1990-06,0.413,
1990-07,0.401,
1990-08,0.451,
1990-09,0.461,
1990-10,0.454,
1990-11,0.409,
1990-12,0.390,
1991-01,0.396,
1991-02,0.411,
1991-03,0.455,
1991-04,0.439,
1991-05,0.425,
1991-06,0.457,
1991-07,0.412,
1991-08,0.398,
1991-09,0.440,
1991-10,0.416,
1991-11,0.368,
1991-12,0.361,
1992-01,0.379,
1992-02,0.400,
1992-03,0.349,
1992-04,0.465,
1992-05,0.370,
1992-06,0.449,
1992-07,0.387,
1992-08,0.507,
1992-09,0.396,
1992-10,0.500,
1992-11,0.414,
1992-12,0.441,
1993-01,0.474,
1993-02,0.464,
1993-03,0.519,
1993-04,0.517,
1993-05,0.501,
1993-06,0.529,
1993-07,0.656,
1993-08,0.568,
1993-09,0.526,
1993-10,0.673,
1993-11,0.528,
1993-12,0.707,
1994-01,0.541,
1994-02,0.501,
1994-03,0.622,
1994-04,0.540,
1994-05,0.562,
1994-06,0.712,
1994-07,1.011,
1994-08,0.809,
1994-09,0.844,
1994-10,0.688,
1994-11,0.996,
1994-12,0.795,
1995-01,0.682,
1995-02,0.675,
1995-03,0.492,
1995-04,0.510,
1995-05,0.502,
1995-06,0.708,
1995-07,0.544,
1995-08,0.538,
1995-09,0.653,
1995-10,0.536,
1995-11,0.599,
1995-12,0.563,
1996-01,0.531,
1996-02,0.482,
1996-03,0.662,
1996-04,1.338,
1996-05,1.453,
1996-06,1.941,
1996-07,1.976,
1996-08,1.989,
1996-09,1.523,
1996-10,1.338,
1996-11,1.354,
1996-12,1.280,
1997-01,1.360,
1997-02,1.518,
1997-03,1.402,
1997-04,1.601,
1997-05,1.594,
1997-06,1.832,
1997-07,1.650,
1997-08,1.703,
1997-09,1.387,
1997-10,1.761,
1997-11,1.513,
1997-12,1.884,
1998-01,1.637,
1998-02,1.652,
1998-03,3.229,
1998-04,2.976,
1998-05,3.306,
1998-06,3.428,
1998-07,3.214,
1998-08,2.465,
1998-09,1.782,
1998-10,1.244,
1998-11,1.618,
1998-12,1.104,
1999-01,0.762,
1999-02,0.707,
1999-03,0.888,
1999-04,2.592,
1999-05,2.525,
1999-06,2.338,
1999-07,2.243,
1999-08,2.874,
1999-09,2.748,
1999-10,2.804,
1999-11,3.529,
1999-12,3.477,
2000-01,2.661,
2000-02,3.360,
2000-03,2.953,
2000-04,1.705,
2000-05,1.756,
2000-06,2.607,
2000-07,3.024,
2000-08,3.633,
2000-09,3.218,
2000-10,3.271,
2000-11,3.682,
2000-12,3.892,
2001-01,4.514,
2001-02,3.989,
2001-03,3.422,
2001-04,3.082,
2001-05,4.212,
2001-06,5.233,
2001-07,4.305,
2001-08,3.989,
2001-09,4.446,
2001-10,3.656,
2001-11,4.129,
2001-12,4.060,
2002-01,4.737,
2002-02,4.510,
2002-03,4.839,
2002-04,3.790,
2002-05,3.661,
2002-06,3.730,
2002-07,3.122,
2002-08,3.243,
2002-09,2.646,
2002-10,2.486,
2002-11,2.687,
2002-12,2.691,
2003-01,2.022,
2003-02,1.818,
2003-03,2.026,
2003-04,2.313,
2003-05,2.051,
2003-06,2.679,
2003-07,2.148,
2003-08,2.193,
2003-09,2.643,
2003-10,2.548,
2003-11,3.625,
2003-12,2.370,
2004-01,2.537,
2004-02,3.088,
2004-03,2.805,
2004-04,2.501,
2004-05,2.489,
2004-06,2.552,
2004-07,2.397,
2004-08,2.361,
2004-09,2.224,
2004-10,2.157,
2004-11,2.273,
2004-12,1.813,
2005-01,1.920,
2005-02,2.040,
2005-03,2.319,
2005-04,2.116,
2005-05,2.333,
2005-06,2.044,
2005-07,1.822,
2005-08,1.828,
2005-09,2.112,
2005-10,2.015,
2005-11,1.735,
2005-12,1.434,
2006-01,1.038,
2006-02,1.294,
2006-03,1.922,
2006-04,1.488,
2006-05,1.650,
2006-06,1.670,
2006-07,1.557,
2006-08,1.220,
2006-09,1.123,
2006-10,1.335,
2006-11,1.131,
2006-12,1.379,
2007-01,1.219,
2007-02,1.183,
2007-03,0.952,
2007-04,0.886,
2007-05,2.367,
2007-06,1.517,
2007-07,1.177,
2007-08,1.189,
2007-09,1.384,
2007-10,1.290,
2007-11,1.243,
2007-12,1.322,
2008-01,1.258,
2008-02,0.995,
2008-03,1.262,
2008-04,1.343,
2008-05,1.565,
2008-06,1.205,
2008-07,1.258,
2008-08,1.444,
2008-09,1.222,
2008-10,0.984,
2008-11,1.075,
2008-12,0.986,
2009-01,1.029,
2009-02,0.982,
2009-03,1.184,
2009-04,0.949,
2009-05,1.269,
2009-06,1.383,
2009-07,1.625,
2009-08,1.275,
2009-09,1.401,
2009-10,1.801,
2009-11,1.177,
2009-12,1.492,
2010-01,2.335,
2010-02,1.386,
2010-03,1.916,
2010-04,1.896,
2010-05,1.838,
2010-06,1.573,
2010-07,1.894,
2010-08,1.924,
2010-09,2.287,
2010-10,1.417,
2010-11,2.078,
2010-12,1.843,
2011-01,1.582,
2011-02,1.700,
2011-03,1.358,
2011-04,0.937,
2011-05,1.498,
2011-06,1.333,
2011-07,1.492,
2011-08,1.153,
2011-09,1.506,
2011-10,0.943,
2011-11,0.881,
2011-12,1.021,
2012-01,1.010,
2012-02,0.857,
2012-03,0.787,
2012-04,0.816,
2012-05,0.925,
2012-06,1.061,
2012-07,0.991,
2012-08,0.925,
2012-09,1.099,
