"",BBK01.OEYB01N,BBK01.OEYB01N_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:33:26,
2002-01,140.106,
2002-04,139.127,
2002-07,141.463,
2002-10,141.805,
2003-01,140.953,
2003-04,133.941,
2003-07,133.295,
2003-10,115.819,
2004-01,121.150,
2004-04,118.200,
2004-07,116.582,
2004-10,116.820,
2005-01,119.877,
2005-04,117.684,
2005-07,121.903,
2005-10,126.525,
2006-01,146.801,
2006-04,152.296,
2006-07,159.912,
2006-10,161.081,
2007-01,156.813,
2007-04,160.058,
2007-07,161.049,
2007-10,161.531,
2008-01,155.164,
2008-04,160.026,
2008-07,135.671,
2008-10,136.127,
2009-01,131.570,
2009-04,135.473,
2009-07,135.284,
2009-10,136.723,
2010-01,137.519,
2010-04,154.356,
2010-07,143.973,
2010-10,142.949,
2011-01,138.239,
2011-04,135.698,
2011-07,139.738,
2011-10,137.445,
2012-01,140.002,
2012-04,140.807,
2012-07,134.903,
2012-10,117.719,
2013-01,117.966,
2013-04,116.154,
2013-07,108.772,
2013-10,106.947,
2014-01,106.139,
2014-04,105.673,
2014-07,106.326,
