"",BBK01.PC3655,BBK01.PC3655_FLAGS
"",Lending to domestic employees and other individuals / Total / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:25:22,
1985-10,4.019,
1986-01,4.105,
1986-04,4.214,
1986-07,4.287,
1986-10,4.398,
1987-01,4.427,
1987-04,4.536,
1987-07,4.682,
1987-10,4.683,
1988-01,4.727,
1988-04,4.797,
1988-07,4.958,
1988-10,5.001,
1989-01,5.114,
1989-04,5.299,
1989-07,5.468,
1989-10,5.664,
1990-01,5.900,
1990-04,6.199,
1990-07,6.374,
1990-10,6.459,
1991-01,6.736,
1991-04,7.033,
1991-07,7.449,
1991-10,7.506,
1992-01,7.801,
1992-04,7.825,
1992-07,8.149,
1992-10,11.452,
1993-01,11.504,
1993-04,11.736,
1993-07,11.987,
1993-10,12.228,
1994-01,14.824,
1994-04,15.293,
1994-07,16.411,
1994-10,16.853,
1995-01,17.036,
1995-04,17.450,
1995-07,17.813,
1995-10,18.045,
1996-01,18.508,
1996-04,18.967,
1996-07,19.479,
1996-10,19.921,
1997-01,20.151,
1997-04,21.777,
1997-07,20.819,
1997-10,21.005,
1998-01,21.243,
1998-04,21.755,
1998-07,21.948,
1998-10,22.225,
1999-01,20.759,
1999-04,21.379,
1999-07,21.814,
1999-10,22.318,
2000-01,24.131,
2000-04,24.555,
2000-07,25.285,
2000-10,26.190,
2001-01,27.207,
2001-04,28.275,
2001-07,29.046,
2001-10,28.890,
2002-01,28.523,
2002-04,33.692,
2002-07,37.562,
2002-10,37.897,
2003-01,39.162,
2003-04,40.056,
2003-07,40.546,
2003-10,41.225,
2004-01,42.594,
2004-04,44.030,
2004-07,46.040,
2004-10,47.493,
2005-01,48.965,
2005-04,52.600,
2005-07,55.661,
2005-10,109.269,
2006-01,111.138,
2006-04,112.483,
2006-07,114.640,
2006-10,115.852,
2007-01,115.857,
2007-04,116.804,
2007-07,118.963,
2007-10,121.282,
2008-01,120.829,
2008-04,121.494,
2008-07,121.395,
2008-10,121.881,
2009-01,124.324,
2009-04,126.264,
2009-07,126.921,
2009-10,127.268,
2010-01,126.151,
2010-04,127.025,
2010-07,126.172,
2010-10,126.426,
2011-01,126.970,
2011-04,127.746,
2011-07,128.604,
2011-10,128.609,
2012-01,128.040,
2012-04,128.334,
2012-07,128.990,
2012-10,129.245,
2013-01,128.804,
2013-04,128.925,
2013-07,129.571,
2013-10,129.771,
2014-01,130.477,
2014-04,131.884,
2014-07,132.883,
2014-10,132.284,
