"",BBK01.TYI311,BBK01.TYI311_FLAGS
1990-08,6185,
1990-09,14282,
1990-10,5080,
1990-11,5800,
1990-12,22082,
1991-01,-504,
1991-02,2829,
1991-03,14854,
1991-04,6158,
1991-05,9353,
1991-06,17531,
1991-07,8609,
1991-08,6081,
1991-09,12527,
1991-10,12275,
1991-11,14897,
1991-12,24832,
1992-01,4394,
1992-02,8888,
1992-03,12287,
1992-04,12539,
1992-05,8628,
1992-06,19184,
1992-07,4863,
1992-08,9281,
1992-09,9137,
1992-10,12206,
1992-11,11381,
1992-12,23291,
1993-01,1410,
1993-02,7328,
1993-03,12151,
1993-04,4880,
1993-05,7863,
1993-06,14423,
1993-07,7782,
1993-08,2928,
1993-09,19036,
1993-10,14507,
1993-11,8372,
1993-12,36431,
1994-01,1566,
1994-02,3945,
1994-03,15019,
1994-04,8925,
1994-05,5993,
1994-06,16003,
1994-07,9875,
1994-08,9023,
1994-09,14022,
1994-10,11845,
1994-11,13161,
1994-12,19757,
1995-01,-8482,
1995-02,6855,
1995-03,5059,
1995-04,8027,
1995-05,4440,
1995-06,15454,
1995-07,1305,
1995-08,9228,
1995-09,17027,
1995-10,6563,
1995-11,14910,
1995-12,22365,
1996-01,1410,
1996-02,7738,
1996-03,12943,
1996-04,12553,
1996-05,5524,
1996-06,7541,
1996-07,5625,
1996-08,8777,
1996-09,9840,
1996-10,8637,
1996-11,14197,
1996-12,38880,
1997-01,-3199,
1997-02,12940,
1997-03,12027,
1997-04,9127,
1997-05,9667,
1997-06,15334,
1997-07,1953,
1997-08,7859,
1997-09,10619,
1997-10,5680,
1997-11,9926,
1997-12,27418,
1998-01,5277,
1998-02,12739,
1998-03,19911,
1998-04,16899,
1998-05,10467,
1998-06,5321,
1998-07,4595,
1998-08,9122,
1998-09,15901,
1998-10,10403,
1998-11,19822,
1998-12,51802,
1999-01,16797,
1999-02,5685,
1999-03,28412,
1999-04,12395,
1999-05,13106,
1999-06,4875,
1999-07,5833,
1999-08,6179,
1999-09,15415,
1999-10,10457,
1999-11,18669,
1999-12,31247,
2000-01,5289,
2000-02,14060,
2000-03,42887,
2000-04,14985,
2000-05,16814,
2000-06,-25129,
2000-07,2433,
2000-08,10803,
2000-09,19046,
2000-10,4195,
2000-11,13792,
2000-12,14502,
2001-01,8021,
2001-02,18013,
2001-03,23195,
2001-04,9881,
2001-05,5671,
2001-06,-22576,
2001-07,-7046,
2001-08,-1320,
2001-09,7854,
2001-10,4601,
2001-11,6223,
2001-12,22057,
2002-01,-8651,
2002-02,107,
2002-03,-2392,
2002-04,9835,
2002-05,3617,
2002-06,-12685,
2002-07,-7420,
2002-08,5780,
2002-09,10773,
2002-10,5819,
2002-11,4571,
2002-12,22225,
2003-01,1832,
2003-02,7919,
2003-03,2694,
2003-04,6657,
2003-05,4019,
2003-06,-908,
2003-07,-8370,
2003-08,2722,
2003-09,12792,
2003-10,-9307,
2003-11,15921,
2003-12,11,
2004-01,-6835,
2004-02,2877,
2004-03,10371,
2004-04,16383,
2004-05,-10550,
2004-06,-12357,
2004-07,-4111,
2004-08,-8124,
2004-09,10682,
2004-10,-563,
2004-11,11778,
2004-12,-1798,
2005-01,6295,
2005-02,654,
2005-03,-1132,
2005-04,50820,
2005-05,-15056,
2005-06,-9340,
2005-07,2947,
2005-08,2659,
2005-09,17145,
2005-10,10984,
2005-11,1906,
2005-12,-3349,
2006-01,30016,
2006-02,12758,
2006-03,16848,
2006-04,45107,
2006-05,-9541,
2006-06,-16347,
2006-07,-5382,
2006-08,3920,
2006-09,32848,
2006-10,-705,
2006-11,5526,
2006-12,-22881,
2007-01,25555,
2007-02,825,
2007-03,14382,
2007-04,33448,
2007-05,-16036,
2007-06,-11890,
2007-07,7269,
2007-08,13937,
2007-09,19723,
2007-10,8871,
2007-11,4491,
2007-12,11717,
2008-01,36435,
2008-02,-13123,
2008-03,43496,
2008-04,40446,
2008-05,-7083,
2008-06,-4111,
2008-07,13939,
2008-08,30220,
2008-09,18541,
2008-10,-12713,
2008-11,11982,
2008-12,15218,
2009-01,29726,
2009-02,-6641,
2009-03,13763,
2009-04,13375,
2009-05,-4200,
2009-06,16085,
2009-07,-23310,
2009-08,-18800,
2009-09,18687,
2009-10,-19197,
2009-11,6605,
2009-12,-30015,
2010-01,5419,
2010-02,-15291,
2010-03,-8786,
2010-04,50578,
2010-05,-54509,
2010-06,-10243,
2010-07,-1539,
2010-08,6953,
2010-09,-24025,
2010-10,7552,
2010-11,33487,
2010-12,-39676,
2011-01,19096,
2011-02,13495,
2011-03,-17048,
2011-04,36789,
2011-05,-16294,
2011-06,-13355,
2011-07,-2221,
2011-08,12701,
2011-09,9557,
2011-10,25917,
2011-11,4232,
2011-12,-47951,
2012-01,25584,
2012-02,-2842,
2012-03,1203,
2012-04,15978,
2012-05,-25496,
2012-06,-7487,
2012-07,34247,
2012-08,613,
2012-09,2280,
2012-10,8173,
2012-11,-4081,
2012-12,-31963,
2013-01,33995,
2013-02,-2010,
2013-03,687,
2013-04,16301,
2013-05,-11667,
2013-06,3576,
2013-07,-12766,
2013-08,-9459,
2013-09,2425,
2013-10,-647,
2013-11,7934,
2013-12,-8301,
2014-01,9723,
2014-02,-3902,
2014-03,7811,
2014-04,20464,
2014-05,-4695,
2014-06,525,
2014-07,3177,
2014-08,783,
2014-09,6189,
2014-10,-4242,
2014-11,15335,
2014-12,1611,
2015-01,11265,
