"",BBK01.OEAC12H,BBK01.OEAC12H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:50:48,
2002-01,62.416,
2002-04,62.309,
2002-07,61.924,
2002-10,61.662,
2003-01,60.996,
2003-04,61.293,
2003-07,63.364,
2003-10,64.207,
2004-01,63.933,
2004-04,63.120,
2004-07,62.437,
2004-10,60.675,
2005-01,60.128,
2005-04,59.583,
2005-07,59.100,
2005-10,57.928,
2006-01,57.974,
2006-04,57.096,
2006-07,56.931,
2006-10,55.684,
2007-01,55.708,
2007-04,54.663,
2007-07,53.797,
2007-10,51.997,
2008-01,50.375,
2008-04,49.329,
2008-07,48.625,
2008-10,47.195,
2009-01,46.229,
2009-04,37.623,
2009-07,37.582,
2009-10,36.364,
2010-01,36.795,
2010-04,36.266,
2010-07,36.020,
2010-10,36.113,
2011-01,35.578,
2011-04,36.042,
2011-07,36.248,
2011-10,37.679,
2012-01,37.933,
2012-04,38.581,
2012-07,39.277,
2012-10,39.156,
2013-01,39.267,
2013-04,39.886,
2013-07,40.219,
2013-10,40.468,
2014-01,40.833,
2014-04,40.865,
2014-07,41.399,
