"",BBFB1.M.N.DE.W1.S1.S1.T.C.SC2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.SC2._Z._Z._Z._T._X.N_FLAGS
"",Current account / Transport / Air transport / Receipts / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:37:16,
1991-01,159.330,
1991-02,332.831,
1991-03,295.409,
1991-04,435.802,
1991-05,402.821,
1991-06,480.860,
1991-07,457.909,
1991-08,524.920,
1991-09,528.881,
1991-10,496.469,
1991-11,427.826,
1991-12,617.434,
1992-01,160.409,
1992-02,382.361,
1992-03,427.103,
1992-04,462.762,
1992-05,480.917,
1992-06,497.980,
1992-07,517.007,
1992-08,443.594,
1992-09,425.301,
1992-10,532.202,
1992-11,470.651,
1992-12,530.412,
1993-01,165.147,
1993-02,386.825,
1993-03,435.710,
1993-04,425.387,
1993-05,418.829,
1993-06,500.939,
1993-07,450.944,
1993-08,402.036,
1993-09,517.222,
1993-10,494.790,
1993-11,393.309,
1993-12,636.595,
1994-01,167.173,
1994-02,370.606,
1994-03,442.769,
1994-04,466.327,
1994-05,442.745,
1994-06,504.048,
1994-07,470.647,
1994-08,456.377,
1994-09,512.982,
1994-10,474.858,
1994-11,479.904,
1994-12,614.131,
1995-01,205.556,
1995-02,390.052,
1995-03,503.656,
1995-04,424.749,
1995-05,475.840,
1995-06,517.699,
1995-07,493.951,
1995-08,478.570,
1995-09,507.981,
1995-10,488.127,
1995-11,465.459,
1995-12,675.387,
1996-01,236.380,
1996-02,424.115,
1996-03,484.774,
1996-04,483.341,
1996-05,518.492,
1996-06,559.809,
1996-07,556.904,
1996-08,542.917,
1996-09,535.958,
1996-10,572.569,
1996-11,545.477,
1996-12,641.022,
1997-01,270.414,
1997-02,459.016,
1997-03,544.865,
1997-04,592.042,
1997-05,631.654,
1997-06,606.721,
1997-07,710.196,
1997-08,660.409,
1997-09,609.102,
1997-10,759.623,
1997-11,386.219,
1997-12,1014.550,
1998-01,289.989,
1998-02,511.842,
1998-03,569.724,
1998-04,599.678,
1998-05,670.887,
1998-06,622.570,
1998-07,763.384,
1998-08,711.685,
1998-09,660.340,
1998-10,706.199,
1998-11,649.845,
1998-12,1004.838,
1999-01,277.680,
1999-02,517.193,
1999-03,605.266,
1999-04,625.059,
1999-05,711.195,
1999-06,607.843,
1999-07,739.428,
1999-08,742.197,
1999-09,663.063,
1999-10,719.383,
1999-11,678.407,
1999-12,1001.286,
2000-01,329.988,
2000-02,566.673,
2000-03,614.304,
2000-04,610.497,
2000-05,725.794,
2000-06,578.754,
2000-07,736.142,
2000-08,728.802,
2000-09,696.551,
2000-10,750.354,
2000-11,652.227,
2000-12,997.668,
2001-01,318.114,
2001-02,521.685,
2001-03,619.913,
2001-04,622.894,
2001-05,745.729,
2001-06,591.646,
2001-07,745.556,
2001-08,738.522,
2001-09,644.723,
2001-10,747.135,
2001-11,630.349,
2001-12,988.299,
2002-01,336.419,
2002-02,629.770,
2002-03,654.664,
2002-04,905.408,
2002-05,746.698,
2002-06,991.143,
2002-07,857.135,
2002-08,806.042,
2002-09,929.983,
2002-10,995.926,
2002-11,915.404,
2002-12,1004.713,
2003-01,512.957,
2003-02,444.441,
2003-03,791.756,
2003-04,804.993,
2003-05,605.423,
2003-06,860.446,
2003-07,792.485,
2003-08,641.400,
2003-09,828.171,
2003-10,639.892,
2003-11,755.979,
2003-12,841.969,
2004-01,615.259,
2004-02,595.330,
2004-03,934.032,
2004-04,795.447,
2004-05,618.560,
2004-06,1051.720,
2004-07,776.017,
2004-08,754.318,
2004-09,785.206,
2004-10,888.487,
2004-11,873.801,
2004-12,900.907,
2005-01,675.762,
2005-02,743.314,
2005-03,937.489,
2005-04,910.007,
2005-05,936.205,
2005-06,1212.090,
2005-07,1181.267,
2005-08,1192.592,
2005-09,1195.645,
2005-10,1125.383,
2005-11,1211.253,
2005-12,1264.630,
2006-01,736.421,
2006-02,899.947,
2006-03,1125.607,
2006-04,1223.840,
2006-05,1212.943,
2006-06,1234.598,
2006-07,1280.828,
2006-08,1267.368,
2006-09,1009.294,
2006-10,1192.685,
2006-11,1188.840,
2006-12,1162.166,
2007-01,818.650,
2007-02,865.345,
