"",BBNZ1.Q.DE.N.H.0071.A,BBNZ1.Q.DE.N.H.0071.A_FLAGS
"",Germany / National accounts / Origin of GDP / All economic sectors / Chain-linked index,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-24 08:20:30,
1991-01,75.71,
1991-04,77.11,
1991-07,78.40,
1991-10,78.51,
1992-01,77.79,
1992-04,78.24,
1992-07,80.03,
1992-10,79.63,
1993-01,75.92,
1993-04,77.60,
1993-07,79.55,
1993-10,79.36,
1994-01,77.09,
1994-04,79.03,
1994-07,81.25,
1994-10,81.84,
1995-01,79.32,
1995-04,80.82,
1995-07,82.65,
1995-10,82.68,
1996-01,79.19,
1996-04,81.59,
1996-07,83.96,
1996-10,83.85,
1997-01,79.79,
1997-04,84.09,
1997-07,85.78,
1997-10,85.80,
1998-01,83.43,
1998-04,84.65,
1998-07,87.35,
1998-10,87.09,
1999-01,84.01,
1999-04,86.09,
1999-07,89.00,
1999-10,89.63,
2000-01,88.22,
2000-04,89.51,
2000-07,91.64,
2000-10,90.99,
2001-01,90.56,
2001-04,91.29,
2001-07,93.27,
2001-10,92.54,
2002-01,89.82,
2002-04,91.94,
2002-07,94.37,
2002-10,92.58,
2003-01,89.41,
2003-04,90.61,
2003-07,93.98,
2003-10,92.37,
2004-01,90.93,
2004-04,92.86,
2004-07,94.84,
2004-10,93.66,
2005-01,90.55,
2005-04,93.90,
2005-07,95.80,
2005-10,94.52,
2006-01,94.40,
2006-04,96.10,
2006-07,99.48,
2006-10,98.89,
2007-01,98.95,
2007-04,100.02,
2007-07,103.20,
2007-10,101.71,
2008-01,101.20,
2008-04,103.40,
2008-07,104.45,
2008-10,99.50,
2009-01,94.16,
2009-04,94.43,
2009-07,97.99,
2009-10,96.84,
2010-01,97.13,
2010-04,99.09,
2010-07,102.55,
2010-10,101.24,
2011-01,102.52,
2011-04,102.72,
2011-07,105.88,
2011-10,103.12,
2012-01,104.14,
2012-04,103.20,
2012-07,105.99,
2012-10,102.81,
2013-01,102.32,
2013-04,103.51,
2013-07,106.71,
2013-10,104.00,
2014-01,104.97,
2014-04,104.41,
2014-07,108.05,
2014-10,105.34,
