"",BBK01.OEAC56I,BBK01.OEAC56I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:55:40,
2002-01,30.834,
2002-04,30.923,
2002-07,29.575,
2002-10,29.430,
2003-01,29.081,
2003-04,28.997,
2003-07,29.582,
2003-10,28.531,
2004-01,28.427,
2004-04,28.331,
2004-07,26.635,
2004-10,26.644,
2005-01,26.610,
2005-04,26.484,
2005-07,26.290,
2005-10,25.786,
2006-01,26.044,
2006-04,26.018,
2006-07,26.873,
2006-10,26.789,
2007-01,26.617,
2007-04,26.459,
2007-07,26.519,
2007-10,26.039,
2008-01,25.613,
2008-04,26.410,
2008-07,26.575,
2008-10,26.317,
2009-01,26.355,
2009-04,27.173,
2009-07,28.067,
2009-10,27.326,
2010-01,27.755,
2010-04,26.428,
2010-07,28.354,
2010-10,28.552,
2011-01,28.508,
2011-04,28.506,
2011-07,28.960,
2011-10,29.630,
2012-01,29.974,
2012-04,31.044,
2012-07,31.333,
2012-10,31.391,
2013-01,31.665,
2013-04,31.531,
2013-07,31.749,
2013-10,32.280,
2014-01,32.221,
2014-04,32.226,
2014-07,32.173,
