"",BBK01.OUD301,BBK01.OUD301_FLAGS
"",Time deposits of local government and local government associations / for more than one year up to and including two years / Regional banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:25:39,
1999-01,0.072,
1999-02,0.063,
1999-03,0.059,
1999-04,0.077,
1999-05,0.083,
1999-06,0.076,
1999-07,0.083,
1999-08,0.088,
1999-09,0.094,
1999-10,0.103,
1999-11,0.103,
1999-12,0.101,
2000-01,0.121,
2000-02,0.135,
2000-03,0.124,
2000-04,0.134,
2000-05,0.106,
2000-06,0.107,
2000-07,0.118,
2000-08,0.117,
2000-09,0.117,
2000-10,0.102,
2000-11,0.127,
2000-12,0.146,
2001-01,0.145,
2001-02,0.141,
2001-03,0.154,
2001-04,0.160,
2001-05,0.156,
2001-06,0.135,
2001-07,0.139,
2001-08,0.138,
2001-09,0.148,
2001-10,0.141,
2001-11,0.150,
2001-12,0.155,
2002-01,0.172,
2002-02,0.172,
2002-03,0.154,
2002-04,0.159,
2002-05,0.156,
2002-06,0.138,
2002-07,0.123,
2002-08,0.126,
2002-09,0.116,
2002-10,0.110,
2002-11,0.110,
2002-12,0.109,
2003-01,0.097,
2003-02,0.086,
2003-03,0.075,
2003-04,0.102,
2003-05,0.096,
2003-06,0.098,
2003-07,0.112,
2003-08,0.119,
2003-09,0.122,
2003-10,0.119,
2003-11,0.120,
2003-12,0.115,
2004-01,0.104,
2004-02,0.081,
2004-03,0.083,
2004-04,0.083,
2004-05,0.079,
2004-06,0.075,
2004-07,0.075,
2004-08,0.067,
2004-09,0.073,
2004-10,0.073,
2004-11,0.085,
2004-12,0.079,
2005-01,0.079,
2005-02,0.077,
2005-03,0.084,
2005-04,0.080,
2005-05,0.078,
2005-06,0.079,
2005-07,0.072,
2005-08,0.076,
2005-09,0.074,
2005-10,0.074,
2005-11,0.068,
2005-12,0.071,
2006-01,0.072,
2006-02,0.086,
2006-03,0.113,
2006-04,0.116,
2006-05,0.141,
2006-06,0.141,
2006-07,0.142,
2006-08,0.142,
2006-09,0.145,
2006-10,0.153,
2006-11,0.194,
2006-12,0.188,
2007-01,0.232,
2007-02,0.244,
2007-03,0.232,
2007-04,0.197,
2007-05,0.191,
2007-06,0.208,
2007-07,0.222,
2007-08,0.225,
2007-09,0.226,
2007-10,0.227,
2007-11,0.214,
2007-12,0.223,
2008-01,0.188,
2008-02,0.222,
2008-03,0.255,
2008-04,0.276,
2008-05,0.325,
2008-06,0.340,
2008-07,0.310,
2008-08,0.327,
2008-09,0.338,
2008-10,0.342,
2008-11,0.327,
2008-12,0.289,
2009-01,0.281,
2009-02,0.304,
2009-03,0.277,
2009-04,0.272,
2009-05,0.244,
2009-06,0.219,
2009-07,0.318,
2009-08,0.329,
2009-09,0.328,
2009-10,0.329,
2009-11,0.322,
2009-12,0.359,
2010-01,0.382,
2010-02,0.402,
2010-03,0.399,
2010-04,0.397,
2010-05,0.401,
2010-06,0.450,
2010-07,0.387,
2010-08,0.349,
2010-09,0.349,
2010-10,0.356,
2010-11,0.337,
2010-12,0.305,
2011-01,0.276,
2011-02,0.228,
2011-03,0.233,
2011-04,0.235,
2011-05,0.256,
2011-06,0.286,
2011-07,0.340,
2011-08,0.336,
2011-09,0.385,
2011-10,0.412,
2011-11,0.414,
2011-12,0.434,
2012-01,0.428,
2012-02,0.401,
2012-03,0.414,
2012-04,0.418,
2012-05,0.402,
2012-06,0.388,
2012-07,0.386,
2012-08,0.415,
2012-09,0.383,
2012-10,0.388,
2012-11,0.432,
2012-12,0.437,
2013-01,0.423,
2013-02,0.365,
2013-03,0.338,
2013-04,0.355,
2013-05,0.350,
2013-06,0.380,
2013-07,0.374,
2013-08,0.369,
2013-09,0.370,
2013-10,0.361,
2013-11,0.351,
2013-12,0.337,
2014-01,0.344,
2014-02,0.388,
2014-03,0.383,
2014-04,0.394,
2014-05,0.379,
2014-06,0.396,
2014-07,0.392,
2014-08,0.410,
2014-09,0.412,
2014-10,0.432,
2014-11,0.496,
2014-12,0.540,Provisional value
