"",BBK01.QUY837,BBK01.QUY837_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign enterprises and households / Israel / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:38:26,
2002-03,0.185,
2002-04,0.091,
2002-05,0.139,
2002-06,0.016,
2002-07,0.015,
2002-08,0.015,
2002-09,0.015,
2002-10,0.014,
2002-11,0.014,
2002-12,0.012,
2003-01,0.015,
2003-02,0.016,
2003-03,0.016,
2003-04,0.019,
2003-05,0.014,
2003-06,0.015,
2003-07,0.020,
2003-08,0.025,
2003-09,0.075,
2003-10,-0.011,
2003-11,0.202,
2003-12,0.197,
2004-01,0.207,
2004-02,0.200,
2004-03,0.255,
2004-04,0.279,
2004-05,0.304,
2004-06,0.324,
2004-07,0.328,
2004-08,0.329,
2004-09,0.320,
2004-10,0.352,
2004-11,0.349,
2004-12,0.330,
2005-01,0.353,
2005-02,0.319,
2005-03,0.287,
2005-04,0.352,
2005-05,0.330,
2005-06,0.391,
2005-07,0.369,
2005-08,0.348,
2005-09,0.399,
2005-10,0.264,
2005-11,0.320,
2005-12,0.445,
2006-01,0.578,
2006-02,0.456,
2006-03,0.488,
2006-04,0.408,
2006-05,0.418,
2006-06,0.516,
2006-07,0.526,
2006-08,0.577,
2006-09,0.616,
2006-10,0.613,
2006-11,0.567,
2006-12,0.638,
2007-01,0.784,
2007-02,0.772,
2007-03,0.628,
2007-04,0.620,
2007-05,0.945,
2007-06,0.728,
2007-07,0.411,
2007-08,0.446,
2007-09,0.442,
2007-10,0.322,
2007-11,0.272,
2007-12,0.277,
2008-01,0.237,
2008-02,0.173,
2008-03,0.230,
2008-04,0.324,
2008-05,0.327,
2008-06,0.345,
2008-07,0.280,
2008-08,0.251,
2008-09,0.230,
2008-10,0.283,
2008-11,0.227,
2008-12,0.224,
2009-01,0.317,
2009-02,0.278,
2009-03,0.275,
2009-04,0.280,
2009-05,0.298,
2009-06,0.283,
2009-07,0.338,
2009-08,0.352,
2009-09,0.329,
2009-10,0.342,
2009-11,0.342,
2009-12,0.332,
2010-01,0.443,
2010-02,0.377,
2010-03,0.384,
2010-04,0.449,
2010-05,0.355,
2010-06,0.379,
2010-07,0.284,
2010-08,0.278,
2010-09,0.447,
2010-10,0.386,
2010-11,0.370,
2010-12,0.557,
2011-01,0.524,
2011-02,1.193,
2011-03,0.767,
2011-04,0.991,
2011-05,0.768,
2011-06,0.786,
2011-07,0.759,
2011-08,0.773,
2011-09,0.798,
2011-10,0.281,
2011-11,0.293,
2011-12,0.203,
2012-01,0.194,
2012-02,0.193,
2012-03,0.201,
2012-04,0.265,
2012-05,0.253,
2012-06,0.283,
2012-07,0.298,
2012-08,0.251,
2012-09,0.264,
2012-10,0.236,
2012-11,0.267,
2012-12,0.259,
2013-01,0.254,
2013-02,0.276,
2013-03,0.280,
2013-04,0.315,
2013-05,0.293,
2013-06,0.261,
2013-07,0.263,
2013-08,0.249,
2013-09,0.267,
2013-10,0.263,
2013-11,0.204,
2013-12,0.179,
2014-01,0.309,
2014-02,0.292,
2014-03,0.305,
2014-04,0.280,
2014-05,0.290,
2014-06,0.328,
2014-07,0.404,
2014-08,0.412,
2014-09,0.363,
2014-10,0.358,
