"",BBK01.TUB641,BBK01.TUB641_FLAGS
"",Capital and reserves / Deutsche Bundesbank,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-02 10:43:16,
2002-01,5113,
2002-02,5113,
2002-03,5113,
2002-04,5113,
2002-05,5113,
2002-06,5113,
2002-07,5113,
2002-08,5113,
2002-09,5113,
2002-10,5113,
2002-11,5113,
2002-12,5000,
2003-01,5000,
2003-02,5000,
2003-03,5000,
2003-04,5000,
2003-05,5000,
2003-06,5000,
2003-07,5000,
2003-08,5000,
2003-09,5000,
2003-10,5000,
2003-11,5000,
2003-12,5000,
2004-01,5000,
2004-02,5000,
2004-03,5000,
2004-04,5000,
2004-05,5000,
2004-06,5000,
2004-07,5000,
2004-08,5000,
2004-09,5000,
2004-10,5000,
2004-11,5000,
2004-12,5000,
2005-01,5000,
2005-02,5000,
2005-03,5000,
2005-04,5000,
2005-05,5000,
2005-06,5000,
2005-07,5000,
2005-08,5000,
2005-09,5000,
2005-10,5000,
2005-11,5000,
2005-12,5000,
2006-01,5000,
2006-02,5000,
2006-03,5000,
2006-04,5000,
2006-05,5000,
2006-06,5000,
2006-07,5000,
2006-08,5000,
2006-09,5000,
2006-10,5000,
2006-11,5000,
2006-12,5000,
2007-01,5000,
2007-02,5000,
2007-03,5000,
2007-04,5000,
2007-05,5000,
2007-06,5000,
2007-07,5000,
2007-08,5000,
2007-09,5000,
2007-10,5000,
2007-11,5000,
2007-12,5000,
2008-01,5000,
2008-02,5000,
2008-03,5000,
2008-04,5000,
2008-05,5000,
2008-06,5000,
2008-07,5000,
2008-08,5000,
2008-09,5000,
2008-10,5000,
2008-11,5000,
2008-12,5000,
2009-01,5000,
2009-02,5000,
2009-03,5000,
2009-04,5000,
2009-05,5000,
2009-06,5000,
2009-07,5000,
2009-08,5000,
2009-09,5000,
2009-10,5000,
2009-11,5000,
2009-12,5000,
2010-01,5000,
2010-02,5000,
2010-03,5000,
2010-04,5000,
2010-05,5000,
2010-06,5000,
2010-07,5000,
2010-08,5000,
2010-09,5000,
2010-10,5000,
2010-11,5000,
2010-12,5000,
2011-01,5000,
2011-02,5000,
2011-03,5000,
2011-04,5000,
2011-05,5000,
2011-06,5000,
2011-07,5000,
2011-08,5000,
2011-09,5000,
2011-10,5000,
2011-11,5000,
2011-12,5000,
2012-01,5000,
2012-02,5000,
2012-03,5000,
2012-04,5000,
2012-05,5000,
2012-06,5000,
2012-07,5000,
2012-08,5000,
2012-09,5000,
2012-10,5000,
2012-11,5000,
2012-12,5000,
2013-01,5000,
2013-02,5000,
2013-03,5000,
2013-04,5000,
2013-05,5000,
2013-06,5000,
2013-07,5000,
2013-08,5000,
2013-09,5000,
2013-10,5000,
2013-11,5000,
2013-12,5000,
2014-01,5000,
2014-02,5000,
2014-03,5000,
2014-04,5000,
2014-05,5000,
2014-06,5000,
2014-07,5000,
2014-08,5000,
2014-09,5000,
2014-10,5000,
2014-11,5000,
2014-12,5000,
