"",BBK01.QUY034,BBK01.QUY034_FLAGS
"",Consolidated German banks: Loans and advances to non- residents / Cayman Islands / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:36:36,
2002-03,25.932,
2002-04,17.220,
2002-05,9.869,
2002-06,10.758,
2002-07,13.600,
2002-08,14.763,
2002-09,15.447,
2002-10,16.203,
2002-11,18.992,
2002-12,15.677,
2003-01,16.175,
2003-02,12.447,
2003-03,21.051,
2003-04,21.464,
2003-05,19.397,
2003-06,20.568,
2003-07,23.882,
2003-08,23.371,
2003-09,21.131,
2003-10,22.734,
2003-11,2.953,
2003-12,16.586,
2004-01,10.553,
2004-02,16.080,
2004-03,16.310,
2004-04,25.216,
2004-05,30.951,
2004-06,28.981,
2004-07,26.924,
2004-08,31.515,
2004-09,33.459,
2004-10,31.489,
2004-11,38.864,
2004-12,29.692,
2005-01,32.394,
2005-02,32.698,
2005-03,36.291,
2005-04,28.884,
2005-05,29.316,
2005-06,34.066,
2005-07,34.703,
2005-08,35.600,
2005-09,36.024,
2005-10,37.795,
2005-11,36.860,
2005-12,33.285,
2006-01,35.475,
2006-02,36.911,
2006-03,34.947,
2006-04,33.999,
2006-05,33.373,
2006-06,30.189,
2006-07,30.883,
2006-08,31.474,
2006-09,30.266,
2006-10,35.652,
2006-11,29.533,
2006-12,34.268,
2007-01,38.324,
2007-02,34.179,
2007-03,38.195,
2007-04,40.815,
2007-05,44.837,
2007-06,38.969,
2007-07,37.556,
2007-08,40.218,
2007-09,48.162,
2007-10,47.462,
2007-11,37.692,
2007-12,38.631,
2008-01,42.952,
2008-02,45.102,
2008-03,46.509,
2008-04,47.125,
2008-05,46.095,
2008-06,37.762,
2008-07,36.107,
2008-08,38.720,
2008-09,40.865,
2008-10,40.086,
2008-11,41.083,
2008-12,39.021,
2009-01,43.896,
2009-02,43.371,
2009-03,36.605,
2009-04,45.772,
2009-05,39.837,
2009-06,29.714,
2009-07,32.803,
2009-08,28.828,
2009-09,28.901,
2009-10,24.926,
2009-11,28.801,
2009-12,26.928,
2010-01,29.173,
2010-02,28.052,
2010-03,29.614,
2010-04,28.132,
2010-05,34.652,
2010-06,33.352,
2010-07,26.112,
2010-08,26.182,
2010-09,26.089,
2010-10,27.189,
2010-11,29.198,
2010-12,26.296,
2011-01,29.017,
2011-02,36.169,
2011-03,27.240,
2011-04,26.131,
2011-05,25.557,
2011-06,27.964,
2011-07,27.624,
2011-08,31.538,
2011-09,27.588,
2011-10,32.160,
2011-11,35.624,
2011-12,18.815,
2012-01,15.477,
2012-02,26.692,
2012-03,28.342,
2012-04,28.582,
2012-05,30.806,
2012-06,25.365,
2012-07,25.780,
2012-08,28.537,
2012-09,29.108,
2012-10,26.643,
2012-11,29.892,
2012-12,21.874,
2013-01,23.526,
2013-02,31.890,
2013-03,35.715,
2013-04,37.167,
2013-05,34.385,
2013-06,25.296,
2013-07,30.261,
2013-08,21.879,
2013-09,29.231,
2013-10,40.081,
2013-11,28.790,
2013-12,22.393,
2014-01,38.310,
2014-02,42.613,
2014-03,38.014,
2014-04,28.944,
2014-05,37.335,
2014-06,32.654,
2014-07,39.966,
2014-08,33.928,
2014-09,28.687,
2014-10,29.516,
