"",BBK01.OUD353,BBK01.OUD353_FLAGS
"",Loans to the federal states for up to and including one year / Regional banks and other commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:56:33,
1999-01,0.221,
1999-02,0.281,
1999-03,0.224,
1999-04,1.031,
1999-05,0.532,
1999-06,0.217,
1999-07,1.177,
1999-08,0.796,
1999-09,0.540,
1999-10,1.039,
1999-11,1.366,
1999-12,0.968,
2000-01,0.884,
2000-02,0.832,
2000-03,0.765,
2000-04,1.059,
2000-05,0.932,
2000-06,0.630,
2000-07,0.978,
2000-08,0.908,
2000-09,0.730,
2000-10,1.394,
2000-11,1.479,
2000-12,2.252,
2001-01,0.858,
2001-02,0.950,
2001-03,0.686,
2001-04,0.979,
2001-05,1.538,
2001-06,0.645,
2001-07,0.300,
2001-08,0.901,
2001-09,0.856,
2001-10,0.554,
2001-11,1.391,
2001-12,3.145,
2002-01,1.251,
2002-02,1.641,
2002-03,1.819,
2002-04,1.897,
2002-05,1.581,
2002-06,1.302,
2002-07,1.620,
2002-08,0.553,
2002-09,0.515,
2002-10,0.864,
2002-11,2.664,
2002-12,1.463,
2003-01,1.954,
2003-02,0.339,
2003-03,0.109,
2003-04,0.614,
2003-05,0.993,
2003-06,0.698,
2003-07,0.232,
2003-08,1.681,
2003-09,1.151,
2003-10,0.734,
2003-11,1.602,
2003-12,2.318,
2004-01,1.710,
2004-02,0.712,
2004-03,1.087,
2004-04,1.231,
2004-05,0.995,
2004-06,0.716,
2004-07,1.045,
2004-08,1.477,
2004-09,0.577,
2004-10,0.970,
2004-11,1.071,
2004-12,1.473,
2005-01,0.630,
2005-02,0.998,
2005-03,1.180,
2005-04,1.434,
2005-05,0.825,
2005-06,0.541,
2005-07,1.546,
2005-08,1.147,
2005-09,0.592,
2005-10,1.211,
2005-11,0.323,
2005-12,0.518,
2006-01,0.323,
2006-02,0.564,
2006-03,1.090,
2006-04,1.554,
2006-05,1.575,
2006-06,0.475,
2006-07,0.533,
2006-08,0.832,
2006-09,0.423,
2006-10,1.144,
2006-11,0.835,
2006-12,0.924,
2007-01,0.351,
2007-02,0.467,
2007-03,0.068,
2007-04,0.945,
2007-05,2.419,
2007-06,0.531,
2007-07,1.443,
2007-08,0.950,
2007-09,0.475,
2007-10,1.296,
2007-11,1.277,
2007-12,1.251,
2008-01,1.452,
2008-02,1.344,
2008-03,0.898,
2008-04,1.079,
2008-05,1.292,
2008-06,0.610,
2008-07,0.588,
2008-08,0.789,
2008-09,1.128,
2008-10,0.377,
2008-11,0.522,
2008-12,0.144,
2009-01,0.730,
2009-02,0.726,
2009-03,0.957,
2009-04,0.740,
2009-05,0.763,
2009-06,1.104,
2009-07,1.622,
2009-08,1.135,
2009-09,0.831,
2009-10,0.688,
2009-11,0.882,
2009-12,0.758,
2010-01,0.216,
2010-02,0.725,
2010-03,1.309,
2010-04,1.449,
2010-05,1.755,
2010-06,0.326,
2010-07,0.897,
2010-08,0.633,
2010-09,0.271,
2010-10,0.611,
2010-11,0.816,
2010-12,0.710,
2011-01,1.765,
2011-02,1.959,
2011-03,1.371,
2011-04,0.551,
2011-05,0.286,
2011-06,0.654,
2011-07,0.386,
2011-08,0.904,
2011-09,0.936,
2011-10,1.010,
2011-11,0.624,
2011-12,0.619,
2012-01,0.502,
2012-02,0.259,
2012-03,0.554,
2012-04,1.702,
2012-05,0.925,
2012-06,0.994,
2012-07,1.371,
2012-08,1.120,
2012-09,0.580,
2012-10,1.146,
2012-11,1.869,
2012-12,1.424,
2013-01,1.588,
2013-02,1.796,
2013-03,1.313,
2013-04,1.721,
2013-05,2.422,
2013-06,1.450,
2013-07,0.950,
2013-08,0.879,
2013-09,1.488,
2013-10,0.312,
2013-11,0.754,
2013-12,0.873,
2014-01,2.169,
2014-02,0.994,
2014-03,1.544,
2014-04,0.779,
2014-05,1.196,
2014-06,0.639,
2014-07,0.512,
2014-08,0.439,
2014-09,0.584,
2014-10,0.745,
2014-11,0.725,
2014-12,0.469,Provisional value
