"",BBK01.OUN204,BBK01.OUN204_FLAGS
"",Time deposits of domestic enterprises (non-MFIs) / for up and including 1 year / Special purpose banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:18:50,
1968-12,0.047,
1969-01,0.053,
1969-02,0.069,
1969-03,0.051,
1969-04,0.057,
1969-05,0.058,
1969-06,0.058,
1969-07,0.060,
1969-08,0.059,
1969-09,0.057,
1969-10,0.061,
1969-11,0.059,
1969-12,0.157,
1970-01,0.078,
1970-02,0.075,
1970-03,0.061,
1970-04,0.061,
1970-05,0.060,
1970-06,0.062,
1970-07,0.062,
1970-08,0.063,
1970-09,0.070,
1970-10,0.072,
1970-11,0.067,
1970-12,0.067,
1971-01,0.065,
1971-02,0.071,
1971-03,0.073,
1971-04,0.069,
1971-05,0.068,
1971-06,0.059,
1971-07,0.076,
1971-08,0.075,
1971-09,0.087,
1971-10,0.085,
1971-11,0.082,
1971-12,0.090,
1972-01,0.080,
1972-02,0.083,
1972-03,0.094,
1972-04,0.092,
1972-05,0.090,
1972-06,0.084,
1972-07,0.076,
1972-08,0.077,
1972-09,0.085,
1972-10,0.081,
1972-11,0.094,
1972-12,0.242,
1973-01,0.517,
1973-02,0.367,
1973-03,0.377,
1973-04,0.400,
1973-05,0.176,
1973-06,0.164,
1973-07,0.141,
1973-08,0.258,
1973-09,0.197,
1973-10,0.237,
1973-11,0.242,
1973-12,0.223,
1974-01,0.413,
1974-02,0.356,
1974-03,0.212,
1974-04,0.192,
1974-05,0.245,
1974-06,0.211,
1974-07,0.237,
1974-08,0.402,
1974-09,0.421,
1974-10,0.432,
1974-11,0.689,
1974-12,0.715,
1975-01,0.748,
1975-02,0.462,
1975-03,0.517,
1975-04,0.486,
1975-05,0.493,
1975-06,0.397,
1975-07,0.388,
1975-08,0.445,
1975-09,0.429,
1975-10,0.580,
1975-11,0.413,
1975-12,0.451,
1976-01,0.760,
1976-02,0.952,
1976-03,0.864,
1976-04,0.954,
1976-05,0.635,
1976-06,0.489,
1976-07,0.494,
1976-08,0.801,
1976-09,0.888,
1976-10,0.870,
1976-11,0.800,
1976-12,0.471,
1977-01,0.697,
1977-02,0.740,
1977-03,0.811,
1977-04,0.805,
1977-05,0.664,
1977-06,0.556,
1977-07,0.484,
1977-08,0.576,
1977-09,0.568,
1977-10,0.569,
1977-11,0.445,
1977-12,0.641,
1978-01,0.643,
1978-02,0.570,
1978-03,0.507,
1978-04,0.344,
1978-05,0.247,
1978-06,0.186,
1978-07,0.188,
1978-08,0.258,
1978-09,0.232,
1978-10,0.235,
1978-11,0.360,
1978-12,0.598,
1979-01,0.537,
1979-02,0.338,
1979-03,0.345,
1979-04,0.378,
1979-05,0.228,
1979-06,0.497,
1979-07,0.556,
1979-08,0.460,
1979-09,0.559,
1979-10,0.641,
1979-11,0.374,
1979-12,0.362,
1980-01,0.338,
1980-02,0.247,
1980-03,0.292,
1980-04,0.329,
1980-05,0.393,
1980-06,0.324,
1980-07,0.543,
1980-08,0.238,
1980-09,0.456,
1980-10,0.405,
1980-11,0.448,
1980-12,0.479,
1981-01,0.452,
1981-02,0.575,
1981-03,0.627,
1981-04,0.700,
1981-05,0.688,
1981-06,0.722,
1981-07,0.524,
1981-08,0.950,
1981-09,1.012,
1981-10,1.272,
1981-11,0.445,
1981-12,0.574,
1982-01,0.638,
1982-02,0.552,
1982-03,0.735,
1982-04,0.811,
1982-05,0.764,
1982-06,0.585,
1982-07,0.959,
1982-08,0.960,
1982-09,0.845,
1982-10,1.081,
1982-11,0.800,
1982-12,1.094,
1983-01,0.407,
1983-02,0.406,
1983-03,0.493,
1983-04,0.511,
1983-05,0.623,
1983-06,0.591,
1983-07,0.887,
1983-08,0.796,
1983-09,0.978,
1983-10,1.083,
1983-11,0.524,
1983-12,0.833,
1984-01,0.584,
1984-02,0.480,
1984-03,0.559,
1984-04,0.500,
1984-05,0.487,
1984-06,0.346,
1984-07,0.548,
1984-08,0.548,
1984-09,0.628,
1984-10,0.724,
1984-11,0.600,
1984-12,0.511,
1985-01,0.428,
1985-02,0.414,
1985-03,0.386,
1985-04,0.456,
1985-05,0.380,
1985-06,0.492,
1985-07,0.601,
1985-08,0.575,
1985-09,0.368,
1985-10,0.407,
1985-11,0.501,
1985-12,0.345,
1986-01,0.337,
1986-02,0.426,
1986-03,0.396,
1986-04,0.429,
1986-05,0.440,
1986-06,0.429,
1986-07,0.467,
1986-08,0.658,
1986-09,0.418,
1986-10,0.456,
1986-11,0.452,
1986-12,0.440,
1987-01,0.528,
1987-02,0.526,
1987-03,0.561,
1987-04,0.664,
1987-05,0.729,
1987-06,0.653,
1987-07,0.585,
1987-08,0.744,
1987-09,0.497,
1987-10,0.738,
1987-11,0.680,
1987-12,0.653,
1988-01,0.551,
1988-02,0.512,
1988-03,0.534,
1988-04,0.669,
1988-05,0.681,
1988-06,0.630,
1988-07,0.651,
1988-08,0.756,
1988-09,0.689,
1988-10,0.664,
1988-11,0.624,
1988-12,1.222,
1989-01,0.790,
1989-02,0.896,
1989-03,0.795,
1989-04,0.744,
1989-05,0.696,
1989-06,0.622,
1989-07,0.598,
1989-08,0.567,
1989-09,0.567,
1989-10,0.557,
1989-11,0.511,
1989-12,0.618,
1990-01,0.656,
1990-02,0.554,
1990-03,0.649,
1990-04,0.513,
1990-05,0.512,
1990-06,0.488,
1990-07,0.511,
1990-08,0.490,
1990-09,0.484,
1990-10,0.507,
1990-11,1.199,
1990-12,0.622,
1991-01,0.670,
1991-02,0.565,
1991-03,0.610,
1991-04,0.597,
1991-05,0.711,
1991-06,0.739,
1991-07,0.719,
1991-08,0.650,
1991-09,0.630,
1991-10,0.807,
1991-11,0.745,
1991-12,0.780,
1992-01,0.822,
1992-02,1.361,
1992-03,1.502,
1992-04,2.056,
1992-05,1.672,
1992-06,1.638,
1992-07,1.468,
1992-08,2.414,
1992-09,1.948,
1992-10,1.860,
1992-11,1.015,
1992-12,1.656,
1993-01,2.237,
1993-02,2.202,
1993-03,2.420,
1993-04,2.308,
1993-05,2.137,
1993-06,1.682,
1993-07,1.097,
1993-08,1.079,
1993-09,0.994,
