"",BBK01.OEAH57L,BBK01.OEAH57L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:23,
2002-01,104.135,
2002-04,107.803,
2002-07,109.751,
2002-10,114.724,
2003-01,120.533,
2003-04,123.479,
2003-07,124.261,
2003-10,125.569,
2004-01,131.302,
2004-04,139.204,
2004-07,140.641,
2004-10,145.416,
2005-01,150.057,
2005-04,153.105,
2005-07,152.078,
2005-10,155.176,
2006-01,156.934,
2006-04,158.936,
2006-07,158.549,
2006-10,160.790,
2007-01,161.715,
2007-04,163.273,
2007-07,164.388,
2007-10,167.890,
2008-01,168.279,
2008-04,169.480,
2008-07,170.953,
2008-10,169.704,
2009-01,172.574,
2009-04,173.897,
2009-07,179.707,
2009-10,185.741,
2010-01,189.646,
2010-04,190.415,
2010-07,190.440,
2010-10,195.116,
2011-01,195.932,
2011-04,195.421,
2011-07,195.857,
2011-10,199.546,
2012-01,204.018,
2012-04,209.221,
2012-07,216.998,
2012-10,223.877,
2013-01,230.750,
2013-04,233.240,
2013-07,235.909,
2013-10,241.667,
2014-01,246.001,
2014-04,249.662,
2014-07,251.197,
