"",BBK01.TVD418,BBK01.TVD418_FLAGS
1989-08,443,
1989-09,389,
1989-10,188,
1989-11,1066,
1989-12,302,
1990-01,89,
1990-02,524,
1990-03,258,
1990-04,345,
1990-05,387,
1990-06,1354,
1990-07,253,
1990-08,323,
1990-09,604,
1990-10,-372,
1990-11,666,
1990-12,609,
1991-01,-334,
1991-02,959,
1991-03,381,
1991-04,-558,
1991-05,-40,
1991-06,694,
1991-07,-762,
1991-08,252,
1991-09,95,
1991-10,239,
1991-11,1016,
1991-12,243,
1992-01,75,
1992-02,700,
1992-03,-11,
1992-04,188,
1992-05,-182,
1992-06,122,
1992-07,-141,
1992-08,17,
1992-09,-164,
1992-10,1502,
1992-11,863,
1992-12,-501,
1993-01,-265,
1993-02,1550,
1993-03,1119,
1993-04,403,
1993-05,479,
1993-06,1552,
1993-07,6,
1993-08,-1292,
1993-09,784,
1993-10,686,
1993-11,1033,
1993-12,2436,
1994-01,92,
1994-02,801,
1994-03,-140,
1994-04,226,
1994-05,-589,
1994-06,-38,
1994-07,133,
1994-08,-156,
1994-09,606,
1994-10,-1008,
1994-11,244,
1994-12,-641,
1995-01,265,
1995-02,533,
1995-03,343,
1995-04,58,
1995-05,1754,
1995-06,-250,
1995-07,-364,
1995-08,907,
1995-09,701,
1995-10,-328,
1995-11,722,
1995-12,786,
1996-01,61,
1996-02,994,
1996-03,721,
1996-04,822,
1996-05,231,
1996-06,591,
1996-07,425,
1996-08,-932,
1996-09,-30,
1996-10,203,
1996-11,1841,
1996-12,2542,
1997-01,508,
1997-02,1918,
1997-03,327,
1997-04,2618,
1997-05,2073,
1997-06,2456,
1997-07,4901,
1997-08,107,
1997-09,-171,
1997-10,3072,
1997-11,-953,
1997-12,1790,
1998-01,4007,
1998-02,1959,
1998-03,1970,
1998-04,87,
1998-05,7562,
1998-06,2496,
1998-07,651,
1998-08,1098,
1998-09,1334,
1998-10,8070,
1998-11,2541,
1998-12,7673,
1999-01,6112,
1999-02,-4050,
1999-03,12364,
1999-04,4407,
1999-05,7770,
1999-06,2292,
1999-07,3424,
1999-08,2141,
1999-09,3398,
1999-10,5629,
1999-11,1477,
1999-12,3504,
2000-01,3861,
2000-02,3757,
2000-03,2140,
2000-04,894,
2000-05,81,
2000-06,133,
2000-07,65,
2000-08,1221,
2000-09,1894,
2000-10,1883,
2000-11,303,
2000-12,1550,
2001-01,5838,
2001-02,1696,
2001-03,4143,
2001-04,5262,
2001-05,6922,
2001-06,-2019,
2001-07,-13,
2001-08,3715,
2001-09,333,
2001-10,-2536,
2001-11,1314,
2001-12,6563,
2002-01,3043,
2002-02,1631,
2002-03,7936,
2002-04,2237,
2002-05,3001,
2002-06,-2722,
2002-07,3533,
2002-08,-2620,
2002-09,1827,
2002-10,-1611,
2002-11,1447,
2002-12,-375,
2003-01,1204,
2003-02,2045,
2003-03,-3152,
2003-04,715,
2003-05,-584,
2003-06,-5561,
2003-07,-3875,
2003-08,-3597,
2003-09,10289,
2003-10,206,
2003-11,5107,
2003-12,3609,
2004-01,417,
2004-02,8641,
2004-03,7051,
2004-04,3618,
2004-05,-2191,
2004-06,898,
2004-07,3083,
2004-08,-589,
2004-09,-919,
2004-10,7876,
2004-11,389,
2004-12,-1677,
2005-01,9147,
2005-02,7173,
2005-03,3673,
2005-04,18807,
2005-05,-263,
2005-06,4404,
2005-07,-6108,
2005-08,-1475,
2005-09,1155,
2005-10,715,
2005-11,9887,
2005-12,-1566,
2006-01,13021,
2006-02,6143,
2006-03,6196,
2006-04,10401,
2006-05,-3457,
2006-06,5890,
2006-07,-3422,
2006-08,-2672,
2006-09,15357,
2006-10,6906,
2006-11,6500,
2006-12,-6391,
2007-01,9446,
2007-02,4565,
2007-03,4552,
2007-04,2716,
2007-05,8421,
2007-06,6832,
2007-07,-3247,
2007-08,5388,
2007-09,5738,
2007-10,11482,
2007-11,-1748,
2007-12,930,
2008-01,9686,
2008-02,-3670,
2008-03,25655,
2008-04,-731,
2008-05,1495,
2008-06,13659,
2008-07,-1250,
2008-08,1520,
2008-09,4751,
2008-10,-2916,
2008-11,6504,
2008-12,-16920,
2009-01,8363,
2009-02,-3878,
2009-03,-4728,
2009-04,-2276,
2009-05,10462,
2009-06,984,
2009-07,-3305,
2009-08,-6601,
2009-09,4834,
2009-10,-3637,
2009-11,-550,
2009-12,-20577,
2010-01,5301,
2010-02,1813,
2010-03,-3707,
2010-04,12351,
2010-05,-30277,
2010-06,-4442,
2010-07,1301,
2010-08,1425,
2010-09,-1280,
2010-10,-2040,
2010-11,2600,
2010-12,-12657,
2011-01,5061,
2011-02,-1494,
2011-03,-3864,
2011-04,11906,
2011-05,-4639,
2011-06,-3763,
2011-07,396,
2011-08,-891,
2011-09,988,
2011-10,-4773,
2011-11,-6482,
2011-12,-8995,
2012-01,3693,
2012-02,1473,
2012-03,1516,
2012-04,-796,
2012-05,-3874,
2012-06,-925,
2012-07,482,
2012-08,420,
2012-09,5099,
2012-10,692,
2012-11,-672,
2012-12,-7313,
2013-01,6567,
2013-02,-700,
2013-03,2786,
2013-04,-840,
2013-05,5055,
2013-06,-5580,
2013-07,3260,
2013-08,-466,
2013-09,-5031,
2013-10,-1245,
2013-11,4271,
2013-12,-11048,
2014-01,6817,
2014-02,1734,
2014-03,706,
2014-04,1082,
2014-05,2276,
2014-06,-445,
2014-07,2534,
2014-08,-3204,
2014-09,563,
2014-10,1166,
2014-11,4634,
2014-12,-2000,
2015-01,9042,
