"",BBK01.RU5762,BBK01.RU5762_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Bahrain / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:22:51,
1982-06,0.467,
1982-07,0.587,
1982-08,0.583,
1982-09,0.541,
1982-10,0.395,
1982-11,0.257,
1982-12,0.253,
1983-01,0.223,
1983-02,0.153,
1983-03,0.232,
1983-04,0.207,
1983-05,0.092,
1983-06,0.203,
1983-07,0.172,
1983-08,0.201,
1983-09,0.173,
1983-10,0.320,
1983-11,0.232,
1983-12,0.179,
1984-01,0.271,
1984-02,0.093,
1984-03,0.099,
1984-04,0.197,
1984-05,0.357,
1984-06,0.327,
1984-07,0.262,
1984-08,0.332,
1984-09,0.367,
1984-10,0.099,
1984-11,0.092,
1984-12,0.234,
1985-01,0.118,
1985-02,0.141,
1985-03,0.293,
1985-04,0.313,
1985-05,0.250,
1985-06,0.242,
1985-07,0.250,
1985-08,0.281,
1985-09,0.193,
1985-10,0.179,
1985-11,0.241,
1985-12,0.166,
1986-01,0.159,
1986-02,0.205,
1986-03,0.143,
1986-04,0.171,
1986-05,0.162,
1986-06,0.151,
1986-07,0.131,
1986-08,0.114,
1986-09,3.205,
1986-10,3.233,
1986-11,2.411,
1986-12,1.548,
1987-01,0.498,
1987-02,0.512,
1987-03,0.122,
1987-04,0.103,
1987-05,0.123,
1987-06,0.141,
1987-07,0.137,
1987-08,0.155,
1987-09,0.113,
1987-10,0.135,
1987-11,0.146,
1987-12,0.130,
1988-01,0.253,
1988-02,0.271,
1988-03,0.360,
1988-04,0.581,
1988-05,0.344,
1988-06,0.254,
1988-07,0.374,
1988-08,0.509,
1988-09,0.329,
1988-10,0.241,
1988-11,0.407,
1988-12,0.282,
1989-01,0.210,
1989-02,0.279,
1989-03,0.353,
1989-04,0.310,
1989-05,0.499,
1989-06,0.424,
1989-07,0.562,
1989-08,0.688,
1989-09,0.586,
1989-10,0.610,
1989-11,0.571,
1989-12,0.479,
1990-01,0.452,
1990-02,0.842,
1990-03,0.522,
1990-04,0.451,
1990-05,0.382,
1990-06,0.688,
1990-07,0.737,
1990-08,0.693,
1990-09,0.923,
1990-10,0.756,
1990-11,0.762,
1990-12,0.441,
1991-01,0.248,
1991-02,0.273,
1991-03,0.286,
1991-04,0.313,
1991-05,0.182,
1991-06,0.438,
1991-07,0.493,
1991-08,0.437,
1991-09,0.312,
1991-10,0.399,
1991-11,0.870,
1991-12,0.752,
1992-01,0.554,
1992-02,0.578,
1992-03,0.537,
1992-04,0.451,
1992-05,0.352,
1992-06,0.329,
1992-07,0.753,
1992-08,0.978,
1992-09,0.795,
1992-10,0.650,
1992-11,0.619,
1992-12,0.647,
1993-01,0.465,
1993-02,0.412,
1993-03,0.450,
1993-04,0.851,
1993-05,0.772,
1993-06,0.902,
1993-07,0.816,
1993-08,0.827,
1993-09,0.488,
1993-10,0.414,
1993-11,0.598,
1993-12,0.252,
1994-01,0.258,
1994-02,0.177,
1994-03,0.399,
1994-04,0.414,
1994-05,0.307,
1994-06,0.440,
1994-07,0.573,
1994-08,0.475,
1994-09,0.476,
1994-10,.,No value available
1994-11,.,No value available
1994-12,0.428,
1995-01,0.336,
1995-02,.,No value available
1995-03,0.343,
1995-04,0.675,
1995-05,0.820,
1995-06,1.339,
1995-07,1.465,
1995-08,1.795,
1995-09,1.648,
1995-10,1.581,
1995-11,1.728,
1995-12,1.469,
1996-01,1.507,
1996-02,1.621,
1996-03,1.834,
1996-04,1.599,
1996-05,1.636,
1996-06,1.478,
1996-07,1.690,
1996-08,1.807,
1996-09,1.537,
1996-10,1.332,
1996-11,1.417,
1996-12,1.489,
1997-01,1.606,
1997-02,1.663,
1997-03,1.667,
1997-04,1.431,
1997-05,1.488,
1997-06,1.274,
1997-07,1.049,
1997-08,0.892,
1997-09,0.680,
1997-10,0.947,
1997-11,0.963,
1997-12,1.002,
1998-01,1.423,
1998-02,1.233,
1998-03,1.409,
1998-04,1.250,
1998-05,1.115,
1998-06,0.947,
1998-07,0.717,
1998-08,1.010,
1998-09,1.139,
1998-10,0.845,
1998-11,0.812,
1998-12,1.317,
1999-01,0.836,
