"",BBK01.OUD242,BBK01.OUD242_FLAGS
"",Time deposits of non-profit institutions / for more than one year up to and including two years / Regional banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:21:15,
1999-01,0.026,
1999-02,0.025,
1999-03,0.018,
1999-04,0.013,
1999-05,0.014,
1999-06,0.015,
1999-07,0.017,
1999-08,0.021,
1999-09,0.020,
1999-10,0.019,
1999-11,0.025,
1999-12,0.041,
2000-01,0.043,
2000-02,0.044,
2000-03,0.044,
2000-04,0.044,
2000-05,0.048,
2000-06,0.042,
2000-07,0.045,
2000-08,0.038,
2000-09,0.039,
2000-10,0.041,
2000-11,0.023,
2000-12,0.022,
2001-01,0.056,
2001-02,0.054,
2001-03,0.062,
2001-04,0.065,
2001-05,0.058,
2001-06,0.058,
2001-07,0.055,
2001-08,0.054,
2001-09,0.060,
2001-10,0.056,
2001-11,0.076,
2001-12,0.057,
2002-01,0.019,
2002-02,0.018,
2002-03,0.018,
2002-04,0.021,
2002-05,0.020,
2002-06,0.020,
2002-07,0.030,
2002-08,0.028,
2002-09,0.031,
2002-10,0.030,
2002-11,0.032,
2002-12,0.035,
2003-01,0.035,
2003-02,0.034,
2003-03,0.033,
2003-04,0.021,
2003-05,0.020,
2003-06,0.020,
2003-07,0.020,
2003-08,0.021,
2003-09,0.021,
2003-10,0.021,
2003-11,0.021,
2003-12,0.019,
2004-01,0.021,
2004-02,0.024,
2004-03,0.032,
2004-04,0.031,
2004-05,0.029,
2004-06,0.027,
2004-07,0.017,
2004-08,0.018,
2004-09,0.012,
2004-10,0.012,
2004-11,0.058,
2004-12,0.056,
2005-01,0.054,
2005-02,0.054,
2005-03,0.054,
2005-04,0.055,
2005-05,0.055,
2005-06,0.075,
2005-07,0.094,
2005-08,0.092,
2005-09,0.102,
2005-10,0.110,
2005-11,0.091,
2005-12,0.090,
2006-01,0.089,
2006-02,0.094,
2006-03,0.092,
2006-04,0.093,
2006-05,0.095,
2006-06,0.057,
2006-07,0.057,
2006-08,0.057,
2006-09,0.044,
2006-10,0.049,
2006-11,0.055,
2006-12,0.053,
2007-01,0.051,
2007-02,0.055,
2007-03,0.054,
2007-04,0.030,
2007-05,0.033,
2007-06,0.043,
2007-07,0.042,
2007-08,0.041,
2007-09,0.042,
2007-10,0.041,
2007-11,0.043,
2007-12,0.043,
2008-01,0.043,
2008-02,0.046,
2008-03,0.045,
2008-04,0.050,
2008-05,0.052,
2008-06,0.086,
2008-07,0.082,
2008-08,0.086,
2008-09,0.103,
2008-10,0.102,
2008-11,0.072,
2008-12,0.075,
2009-01,0.077,
2009-02,0.081,
2009-03,0.104,
2009-04,0.090,
2009-05,0.098,
2009-06,0.093,
2009-07,0.105,
2009-08,0.117,
2009-09,0.115,
2009-10,0.128,
2009-11,0.131,
2009-12,0.136,
2010-01,0.130,
2010-02,0.129,
2010-03,0.130,
2010-04,0.129,
2010-05,0.131,
2010-06,0.142,
2010-07,0.138,
2010-08,0.135,
2010-09,0.139,
2010-10,0.138,
2010-11,0.137,
2010-12,0.118,
2011-01,0.114,
2011-02,0.105,
2011-03,0.109,
2011-04,0.107,
2011-05,0.115,
2011-06,0.114,
2011-07,0.113,
2011-08,0.122,
2011-09,0.147,
2011-10,0.156,
2011-11,0.155,
2011-12,0.152,
2012-01,0.219,
2012-02,0.217,
2012-03,0.214,
2012-04,0.219,
2012-05,0.214,
2012-06,0.214,
2012-07,0.211,
2012-08,0.196,
2012-09,0.197,
2012-10,0.196,
2012-11,0.188,
2012-12,0.133,
2013-01,0.121,
2013-02,0.115,
2013-03,0.105,
2013-04,0.104,
2013-05,0.096,
2013-06,0.090,
2013-07,0.103,
2013-08,0.098,
2013-09,0.096,
2013-10,0.089,
2013-11,0.072,
2013-12,0.079,
2014-01,0.073,
2014-02,0.077,
2014-03,0.070,
2014-04,0.066,
2014-05,0.068,
2014-06,0.062,
2014-07,0.058,
2014-08,0.062,
2014-09,0.060,
2014-10,0.059,
2014-11,0.061,
2014-12,0.064,Provisional value
