"",BBK01.WXI063,BBK01.WXI063_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:47:28,
2009-09,5,
2009-10,13,
2009-11,10,
2009-12,7,
2010-01,13,
2010-02,10,
2010-03,11,
2010-04,16,
2010-05,11,
2010-06,25,
2010-07,9,
2010-08,9,
2010-09,8,
2010-10,30,
2010-11,10,
2010-12,12,
2011-01,23,
2011-02,13,
2011-03,25,
2011-04,11,
2011-05,10,
2011-06,9,
2011-07,15,
2011-08,10,
2011-09,16,
2011-10,20,
2011-11,11,
2011-12,11,
2012-01,11,
2012-02,8,
2012-03,9,
2012-04,21,
2012-05,11,
2012-06,10,
2012-07,6,
2012-08,10,
2012-09,8,
2012-10,9,
2012-11,11,
2012-12,8,
2013-01,9,
2013-02,8,
2013-03,8,
2013-04,9,
2013-05,9,
2013-06,11,
2013-07,9,
2013-08,6,
2013-09,8,
2013-10,10,
2013-11,12,
2013-12,9,
2014-01,10,
2014-02,15,
2014-03,12,
2014-04,5,
2014-05,8,
2014-06,6,
2014-07,11,
2014-08,7,
2014-09,9,
2014-10,12,
2014-11,17,
