"",BBK01.OUP240,BBK01.OUP240_FLAGS
"",Time deposits of non-profit institutions / for up and including 1 year / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:21:13,
1985-12,0.090,
1986-01,0.115,
1986-02,0.160,
1986-03,0.144,
1986-04,0.144,
1986-05,0.145,
1986-06,0.143,
1986-07,0.162,
1986-08,0.172,
1986-09,0.168,
1986-10,0.153,
1986-11,0.148,
1986-12,0.142,
1987-01,0.166,
1987-02,0.169,
1987-03,0.169,
1987-04,0.163,
1987-05,0.171,
1987-06,0.173,
1987-07,0.185,
1987-08,0.171,
1987-09,0.178,
1987-10,0.174,
1987-11,0.161,
1987-12,0.175,
1988-01,0.170,
1988-02,0.183,
1988-03,0.188,
1988-04,0.197,
1988-05,0.210,
1988-06,0.201,
1988-07,0.201,
1988-08,0.165,
1988-09,0.163,
1988-10,0.166,
1988-11,0.165,
1988-12,0.179,
1989-01,0.167,
1989-02,0.170,
1989-03,0.188,
1989-04,0.187,
1989-05,0.192,
1989-06,0.168,
1989-07,0.164,
1989-08,0.154,
1989-09,0.176,
1989-10,0.188,
1989-11,0.175,
1989-12,0.177,
1990-01,0.175,
1990-02,0.170,
1990-03,0.175,
1990-04,0.175,
1990-05,0.183,
1990-06,0.179,
1990-07,0.183,
1990-08,0.179,
1990-09,0.180,
1990-10,0.179,
1990-11,0.166,
1990-12,0.172,
1991-01,0.189,
1991-02,0.188,
1991-03,0.181,
1991-04,0.183,
1991-05,0.195,
1991-06,0.191,
1991-07,0.195,
1991-08,0.196,
1991-09,0.192,
1991-10,0.192,
1991-11,0.179,
1991-12,0.152,
1992-01,0.151,
1992-02,0.157,
1992-03,0.151,
1992-04,0.154,
1992-05,0.151,
1992-06,0.143,
1992-07,0.152,
1992-08,0.142,
1992-09,0.179,
1992-10,0.190,
1992-11,0.186,
1992-12,0.640,
1993-01,0.682,
1993-02,0.661,
1993-03,0.712,
1993-04,0.693,
1993-05,0.677,
1993-06,0.625,
1993-07,0.651,
1993-08,0.679,
1993-09,0.681,
1993-10,0.696,
1993-11,0.682,
1993-12,0.706,
1994-01,0.743,
1994-02,0.738,
1994-03,0.821,
1994-04,0.908,
1994-05,0.922,
1994-06,0.853,
1994-07,0.892,
1994-08,0.933,
1994-09,0.843,
1994-10,0.845,
1994-11,0.780,
1994-12,0.837,
1995-01,0.749,
1995-02,0.631,
1995-03,0.678,
1995-04,0.646,
1995-05,0.654,
1995-06,0.638,
1995-07,0.646,
1995-08,0.695,
1995-09,0.643,
1995-10,0.645,
1995-11,0.599,
1995-12,0.539,
1996-01,0.583,
1996-02,0.568,
1996-03,0.554,
1996-04,0.529,
1996-05,0.519,
1996-06,0.576,
1996-07,0.572,
1996-08,0.584,
1996-09,0.539,
1996-10,0.488,
1996-11,0.463,
1996-12,0.479,
1997-01,0.444,
1997-02,0.427,
1997-03,0.408,
1997-04,0.387,
1997-05,0.410,
1997-06,0.354,
1997-07,0.348,
1997-08,0.343,
1997-09,0.333,
1997-10,0.307,
1997-11,0.326,
1997-12,0.364,
1998-01,0.373,
1998-02,0.369,
1998-03,0.331,
1998-04,0.326,
1998-05,0.322,
1998-06,0.327,
1998-07,0.326,
1998-08,0.356,
1998-09,0.329,
1998-10,0.319,
1998-11,0.318,
1998-12,0.388,
1999-01,0.493,
1999-02,0.490,
1999-03,0.559,
1999-04,0.488,
1999-05,0.520,
1999-06,0.535,
1999-07,0.618,
1999-08,0.611,
1999-09,0.561,
1999-10,0.634,
1999-11,0.601,
1999-12,0.564,
2000-01,0.632,
2000-02,0.701,
2000-03,0.684,
2000-04,0.674,
2000-05,0.802,
2000-06,0.789,
2000-07,0.792,
2000-08,0.804,
2000-09,0.781,
2000-10,0.738,
2000-11,0.709,
2000-12,0.771,
2001-01,0.837,
2001-02,0.769,
2001-03,0.759,
2001-04,0.718,
2001-05,0.746,
2001-06,0.756,
2001-07,0.732,
2001-08,0.797,
2001-09,0.782,
2001-10,0.752,
2001-11,0.796,
2001-12,0.742,
2002-01,0.703,
2002-02,0.637,
2002-03,0.565,
