"",BBK01.OEAF35H,BBK01.OEAF35H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:07:30,
2002-01,20.578,
2002-04,20.790,
2002-07,21.036,
2002-10,21.038,
2003-01,21.011,
2003-04,21.177,
2003-07,23.626,
2003-10,23.425,
2004-01,23.132,
2004-04,23.374,
2004-07,22.751,
2004-10,22.745,
2005-01,22.755,
2005-04,22.961,
2005-07,23.210,
2005-10,23.354,
2006-01,23.536,
2006-04,23.849,
2006-07,23.978,
2006-10,24.141,
2007-01,23.991,
2007-04,24.086,
2007-07,24.092,
2007-10,24.073,
2008-01,24.068,
2008-04,24.161,
2008-07,24.491,
2008-10,24.426,
2009-01,24.490,
2009-04,24.523,
2009-07,24.787,
2009-10,26.347,
2010-01,25.122,
2010-04,25.534,
2010-07,25.812,
2010-10,26.417,
2011-01,26.051,
2011-04,26.195,
2011-07,26.531,
2011-10,26.761,
2012-01,26.946,
2012-04,25.930,
2012-07,25.951,
2012-10,25.611,
2013-01,25.537,
2013-04,25.494,
2013-07,25.544,
2013-10,25.262,
2014-01,25.239,
2014-04,25.470,
2014-07,25.531,
